effective_record_id	body_axis_percentile	acidity_axis_percentile	roast_level	origin_country	basis
effective-b2:d9ca8ffcfd729b37daf95b4a	0.8060	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9d5624f8008d167abce3b86	0.3865	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9d7c0453b5321404e0efc9c	0.3865	0.8228	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9d7d181c3d9f22138dc0937	0.3865	0.4250	Medium-Light	Puerto Rico	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9d97732b91b4b0c994b9e1c	0.3865	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9d9a7d49cc79bc8bcb1e5c9	0.8060	0.8228	Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9da0a629f6819fd74897134	0.3865	0.4250	Medium-Dark	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9dc844c71648a8cf133dbc1	0.3865		Very Dark	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9e01e9dedcb97cb6caba4e6	0.3865	0.4250	Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9e63c2870ba2dc740a94884	0.3865	0.1316	Medium	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9e81e9e021264220bb67b2a	0.3865	0.4250	Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:d9e84bbfaf42c92d189c2f91	0.1010	0.8228	Dark	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da01abe6e1e2797e036408a9	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da07ba6e4eb42cbd67fe73ea	0.8060	0.8228	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da1ccdb63a4133ad7be9482b	0.3865	0.4250	Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da2b527f6fc1a3c2c12838d9	0.8060	0.4250	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da2d3efa6007bc6fc36b28c4	0.3865	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da3f3e74b3aee742782e330a	0.3865	0.4250	Medium	Rwanda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da4930d95afda24912db7ffc	0.3865	0.1316	Medium	Mexico	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da6a6bef627933689bf1c2a1	0.8060	0.4250	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da6a71a6df14374dd3b5bf0f	0.8060	0.8228	Medium-Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da7875ebc9c26eca1a260f65	0.8060	0.4250	Medium-Light	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da7b4e438d94d45206e0c03c	0.3865	0.4250	Medium-Light	Uganda	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da7b5ef8903a1333bfa8c37c	0.3865		Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da7e1b4e5d5f847a55b1742b	0.8060	0.4250	Medium-Light	Yemen	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da81992ca490f618d565ae17	0.0270	0.1316	NA	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:da9aef3d439f4a333f1fae26	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daa719fe41e50ae1d6b9c4fe	0.8060	0.4250	Medium	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daaa9d47dbe73fcf4e092a2e	0.8060	0.8228	Medium-Light	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dab1a70a98f8e34ff22e601d	0.8060	0.8228	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dab5fe45ca059918d9a03b05	0.3865	0.4250	Medium	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daba6d43359058b4a3d3e9ed	0.8060		Medium	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dabb21f51dcdeda928293861	0.3865	0.4250	Medium	Bolivia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dac26cb0ce7ecb4fde5c3fc4	0.3865	0.8228	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dac5a9b71e1aeac38cfa07c0	0.8060		Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dac7a1b90b51bd7fc2373393	0.3865	0.4250	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dacdfbe97a1a00ccaf247ad0	0.3865	0.4250	Medium	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dad9b75a8a69a6c706188cd7	0.8060	0.8228	Medium-Light	Peru	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dadd5f19e709b997b5c04e05	0.3865	0.4250	Medium-Light	Honduras	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dadf2e04becab6dcb9481ef8	0.8060	0.8228	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dae44a8114cfc361b1e80f69	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dae4c4a41d5cc8a454768fe0	0.3865	0.4250	Light	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daead27594c38ea2cadd2181	0.1010	0.1316	Medium-Dark	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daedcc4eee81a44f07d67103	0.8060	0.4250	Medium-Light	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daf09ae15964f20d2c82ad3f	0.1010		Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daf5f178a3a83f7c94d155d0	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:daf686566600906aff35e03a	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dafa7cbfcf0821523185b2c4	0.1010		Medium-Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db1230d00468b23ff41e5d11	0.1010	0.4250	Medium-Light	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db126bcb2c1ae4cbe50a3a50	0.3865	0.0470	NA	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db26e49fc15dabd7a060ebab	0.3865	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db2a12fa17c0bc148abe560b	0.3865		Medium-Light	Peru	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db38b01abdc280073bcb0d59	0.8060	0.8228	Light	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db464a3e0681f1ea9c90cec7	0.3865	0.4250	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db60089b2a12cdfdc759b5c7	0.8060	0.4250	Medium	Bolivia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db64481f0ecf2937e9db0d4c	0.3865	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db6680aa7707012df720d170	0.8060	0.8228	Medium-Light	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db76ab61dd64e9b694b5add1	0.3865	0.4250	Medium-Light	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db83af802963457e0315bce9	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db89325d8e9406fdbc529ec9	0.3865	0.1316	Medium	Nicaragua	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db896f2b96199046b1a5a31b	0.3865		Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db98ebc6d29f9a92b9f69128	0.8060		Medium-Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db9a968af1cc6fa7a586c396	0.8060		Medium	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:db9c0c4af1725a0f8079cf2d	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dba3611ab78567d682c43a37	0.3865	0.1316	Medium	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dba7f67874a742bef1b879db	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbaca84ebb3bcdaa2ad62fb4	0.3865		Medium-Light	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbb5b02e1dc2d5cff19ed38e	0.8060	0.4250	Medium-Light	Burundi	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbb9f57335a33910cb7e12c0	0.3865	0.4250	Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbbd20d0fc4e7301132f7589	0.8060	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbbdb408684bae4e0b1b3bb9	0.8060	0.4250	Medium-Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbbfebb824c24000856975e2	0.1010	0.4250	Medium-Dark	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbd02d5e12608ccb50a0f9d9	0.1010	0.1316	Medium-Dark	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbe3bf9c311d5ca3899f0ac1	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbe45e068af33b8908836bff	0.3865	0.4250	Light	Honduras	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbe59bce96849e669c7672be	0.8060	0.8228	Medium-Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbe694f733870c7bc9c8bad0	0.3865	0.4250	Medium	Yemen	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbee1098e4b568b13e8dcaea			UNREPORTED	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbf6a56dc74ddd02609e3ff8	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbfa0baac98fa1cc4ea3921e	0.1010	0.1316	Medium-Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dbfc090305179398cd08e0c7	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc07b644736d914dcb8df45b	0.3865	0.4250	Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc0e127b53de632db7c6aacd	0.8060	0.4250	Light	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc0f0931c9f7f42656ebcbd1	0.8060	0.4250	Medium-Light	Nicaragua	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc163ec09265c0442719c705	0.3865	0.4250	Medium	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc3356bc750452717fa81300	0.3865	0.8228	Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc3392a8e4b1b64472285c44	0.8060	0.8228	Medium-Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc3c37f5bf7088383e508812	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc4f59a2cf822217658257ce	0.3865		Medium	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc53c03eeec95b7cbad5fc7c	0.8060		Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc57ef43b70cd6567d06eb73	0.3865	0.1316	Medium	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc5cd27a799311585769695b	0.3865	0.4250	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc6561dd7ad25d0846601fe0	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc6ef9919d1517182fc213ef	0.8060	0.4250	Light	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc76fda3726093d3605d2f36	0.8060		Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc785224f0c0302a3008b649	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc78a3ac29cd1e094a7151be	0.8060	0.8228	Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc97e35ab03ad90fc8544f65	0.8060	0.4250	Medium	Hawaii	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dc9b8bdc886892d6a1038a75	0.8060	0.4250	Medium	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dca9d85b18eac625b9d9d581	0.3865		Medium-Light	Tanzania	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcb33dfa11ce1a5301413f31	0.1010	0.4250	Medium-Dark	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcb374640f13a8efb873db66	0.3865	0.8228	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcb7adc668b0da795722141c	0.3865		Very Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcb7e89af95a2f0b29d75cf1	0.3865		Medium	Philippines	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcbbb4c2221cab975c47c919	0.3865	0.8228	Medium-Light	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcc2e759e96a752c6f030834	0.8060	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcc60ab386b78d2ba3adb4c5	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcd2874d83233f3335b0dd07	0.8060		NA	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dce9dca1252554eeff22430a	0.8060		Medium	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcf186abce987f67c5824215	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dcf8cefb0d26e6cb267745ac	0.1010	0.1316	NA	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd065a91e6f54fb720d65db5	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd06764838ad268f47ef8690	0.8060	0.8228	Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd06ec127193fda9064eb600	0.8060	0.8228	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd0769735ef6a72eeb10e4af	0.3865	0.4250	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd0e6ea69bc8efb17bc031f7	0.8060	0.8228	Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd159737493d2fd1478d40a8	0.8060		Medium-Light	Peru	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd1778bcdf3c3aafc81aefa8	0.8060		Medium-Light	Brazil	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd244f76231a3229155602bf	0.8060	0.9984	Light	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd269757dfdd34aa58f0fae5	0.3865	0.1316	Medium	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd2bda4499776be75173f9c6	0.8060	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd367f0d08e0d6e8342d73c7	0.3865	0.8228	Medium	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd3d2a6f0f5173ddaf1739cf	0.3865	0.4250	Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd4b6fb220c652f1e3ee8e31	0.3865	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd53639ab435c402017a1ee5	0.3865	0.8228	Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd55796f9abd158b24a3f964	0.0270		Very Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd585c675d594d92b8ea96fb	0.8060		Medium-Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd5fe23a002ef4ce07a4c2b3	0.3865	0.4250	Medium-Light	Thailand	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd603d828d9baf0b9b236244	0.3865		Medium-Dark	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd715a3b699928a7d63d93eb	0.1010	0.1316	NA	Timor	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd7a0d5f57a33f6dcdfd946f	0.8060	0.8228	Light	Ethiopia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd83b98c3a8ffb1234434ee3	0.3865	0.8228	NA	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dd9a1903bcac987bf980a85c	0.3865	0.1316	Medium	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dda6602997bdcc014fbb34bd	0.1010	0.1316	Very Dark	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddadbcb54c7315bc198b9d66	0.3865	0.4250	Medium-Light	Guatemala	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddb755d68efa785af371781d	0.3865	0.1316	Medium-Dark	Panama	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddb9fa242d4f58732ae82f2a	0.1010	0.0470	Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddbb4d910eca54adea273384	0.3865	0.4250	Medium	Honduras	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddc16570eb944a09dc665fb4	0.3865	0.4250	Medium	El Salvador	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddceb82dba8fd6e0b6ee1d14	0.8060	0.8228	Light	Costa Rica	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddd30f9df81c8f103d875652	0.8060	0.8228	Medium-Light	Kenya	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dde03acfc7797ec305014963	0.8060	0.8228	Medium-Light	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dde1490be3c6a02e296fce51	0.0270	0.4250	Medium-Dark	Timor	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:dde7a2a1e16ad727bc300931	0.3865	0.1316	Dark	UNRESOLVED	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:ddf5655d2595d91aaf17631c	0.0270		Very Dark	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:de1336740b7c259e488c2c81	0.3865		Medium-Dark	India	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:de1a69548e3b5c9d2c1af000	0.3865	0.1316	Medium	Nicaragua	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:de272b4461510d3b879eea68	0.8060	0.8228	Medium-Light	Colombia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
effective-b2:de2e3b181f6aaac3861eb425	0.3865	0.8228	Medium-Light	Indonesia	COFFEEREVIEW_EDITORIAL_1_10_RANK_PERCENTILE;OWNER_D-OPEN-3
