effective_record_id	source_family_id	year_id	preparation_service_id	assertion_count	mapped_concept_mentions	distinct_mapped_concepts	v_acidity	v_sweetness	v_body	v_floral	v_fruity	v_nutty_chocolate	v_fermented_winey	v_bitter_roasted	v_spice	v_herbal_green	v_woody_earthy	v_defect	axis_basis	vector_state	product_candidate_rights	projection_basis
effective-b2:b74d8bb85039d0ae658587a5	family.coffeereview_kaggle_parsed	year.2008	CUPPING	6	2	2	0.0520	0.6579	0.1526	0.0000	0.0000	0.6579	0.0000	0.3290	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b74ecc36b48f9f7cad385772	family.coffeereview_kaggle_parsed	year.2009	CUPPING	2	1	1	0.2319	0.0000	0.2109	0.0000	0.0000	0.9095	0.0000	0.2729	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b763151fab87c98e5cc685f8	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.3956	0.1603	0.3875	0.0000	0.0000	0.8013	0.0000	0.1603	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b763edcc545d2ac120d60627	family.ace_cup_of_excellence	year.2020	CUPPING	32	9	9	0.2749	0.3849	0.0000	0.3666	0.7514	0.0000	0.2016	0.0550	0.0000	0.0000	0.1833	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7646394a96ef51cb7aa78e0	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.2174	0.1631	0.2629	0.0000	0.4893	0.5436	0.0000	0.1631	0.0000	0.0000	0.5436	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7684f086395d1d7abc91a15	family.coffeereview_kaggle_parsed	year.2006	CUPPING	4	3	3	0.0505	0.5229	0.0387	0.0000	0.0000	0.2324	0.1162	0.6391	0.0000	0.0000	0.4648	0.1743	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b76d21f1d25f674219f86c66	family.coffeereview_kaggle_parsed	year.2022	CUPPING	5	3	3	0.4792	0.1917	0.1556	0.0000	0.6708	0.4792	0.0958	0.1437	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b76fa43b377eca75820c0304	family.coffeereview_kaggle_parsed	year.2017	CUPPING	7	4	4	0.1736	0.2269	0.1578	0.4537	0.0000	0.6806	0.0000	0.1361	0.0000	0.0000	0.4537	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b76fe3f47e51676ccd4fecda	family.coffeereview_kaggle_parsed	year.2017	CUPPING	5	2	2	0.3682	0.3729	0.1730	0.7459	0.0000	0.3729	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b770773b66782beb61345125	family.coffeereview_kaggle_parsed	year.2012	CUPPING	4	1	1	0.4191	0.0000	0.1969	0.0000	0.0000	0.8490	0.0000	0.2547	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b77b5c3214ec1fc1f962a629	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	1	1	0.2164	0.0000	0.4103	0.0000	0.0000	0.8485	0.0000	0.2546	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b785db4dde92ef9a19e3f5c7	family.coffeereview_kaggle_parsed	year.2017	CUPPING	5	3	3	0.3667	0.1857	0.3592	0.0000	0.3714	0.7428	0.0000	0.1114	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b79f2f108f9b5337a1fac46a	family.coffeereview_kaggle_parsed	year.2004	CUPPING	3	1	1	0.0000	0.0000	0.2168	0.0000	0.0000	0.0000	0.0000	0.2805	0.0000	0.0000	0.9350	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7a447e39797c1223b6b6ba4	family.ace_cup_of_excellence	year.2025	CUPPING	31	14	13	0.2663	0.5904	0.1042	0.0579	0.7062	0.1968	0.1158	0.0463	0.1158	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7afa8658aaab291122f3b7b	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	1	1	0.3756	0.3804	0.3679	0.0000	0.7608	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7b346f459be938dac5cf8db	family.coffeereview_kaggle_parsed	year.2017	ESPRESSO	5	1	1	0.0000	0.0000	0.3970	0.0000	0.0000	0.8209	0.0000	0.4105	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7bd97b6b79867f22fca236c	family.ace_cup_of_excellence	year.2023	CUPPING	29	19	16	0.3989	0.4558	0.0214	0.0000	0.7764	0.0926	0.0855	0.0997	0.0000	0.0641	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7c77011b86bcf9c3816ffef	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.3239	0.0000	0.3172	0.2523	0.1514	0.5046	0.0000	0.6560	0.0000	0.0000	0.0000	0.1514	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7cf9caa5ce7e1e0a831c47d	family.coffeereview_kaggle_parsed	year.2009	CUPPING	1	0	0	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7de1f7cbcaf9b93463bf886	family.ace_cup_of_excellence	year.2024	CUPPING	36	14	13	0.3788	0.4402	0.0205	0.0205	0.7679	0.2457	0.0819	0.0717	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7e3e7d5a282045fdb5edfbe	family.coffeereview_kaggle_parsed	year.2021	CUPPING	5	4	4	0.5771	0.0000	0.2791	0.5771	0.3078	0.3847	0.0000	0.1154	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7e7c4a384058b98d66b0e8e	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	1	1	0.2164	0.0000	0.4103	0.0000	0.0000	0.8485	0.0000	0.2546	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7f52a10d8e8b71753792dea	family.ace_cup_of_excellence	year.2023	CUPPING	46	24	11	0.2084	0.6904	0.0000	0.0912	0.6123	0.2215	0.0000	0.0651	0.0000	0.2084	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7fa0189bf58e6b3bce58442	family.coffeereview_kaggle_parsed	year.2013	CUPPING	3	2	2	0.0738	0.0000	0.0566	0.0000	0.0000	0.9343	0.0000	0.3442	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b7fb9b562e4af14d74f5efdc	family.zenodo_golovinsky_q_grader_dataset	year.2026	CUPPING	56	9	9	0.3929	0.4962	0.0000	0.2068	0.5169	0.2895	0.0000	0.1861	0.4135	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b80ba61781277aec1c8a101c	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	5	4	0.3847	0.0000	0.1427	0.3847	0.6155	0.3847	0.0000	0.1923	0.0000	0.3462	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b80fdf8f5867b5de07d37660	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	2	2	0.3478	0.6955	0.3364	0.0000	0.4637	0.2318	0.0000	0.1159	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8181baef9778de2089f0e43	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	5	5	0.1464	0.4921	0.2777	0.0000	0.3281	0.5741	0.1640	0.1640	0.4101	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b819694125ab3a98ad09e6b5	family.coffeereview_kaggle_parsed	year.2019	CUPPING	6	1	1	0.2237	0.0000	0.4243	0.0000	0.0000	0.8774	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b82a8a97fee4c8af20c7d07f	family.coffeereview_kaggle_parsed	year.2007	CUPPING	8	6	4	0.6159	0.3179	0.0433	0.0000	0.7152	0.0000	0.0795	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b843d29e05962ec660872f02	family.coffeereview_kaggle_parsed	year.2014	CUPPING	5	3	3	0.1737	0.6812	0.1580	0.1076	0.6812	0.0000	0.0717	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b84a690e0f9ac56905de6c42	family.ace_cup_of_excellence	year.2025	CUPPING	29	12	8	0.6125	0.3403	0.0000	0.0292	0.7097	0.0292	0.0194	0.0583	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b855095c64f9cc79dcdf410c	family.coffeereview_kaggle_parsed	year.2024	CUPPING	6	1	1	0.4191	0.8490	0.1969	0.0000	0.0000	0.2547	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b855e23274c008c3db458839	family.coffeereview_kaggle_parsed	year.2004	CUPPING	1	1	1	0.0000	0.9982	0.0605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b85c783218d4e1aab571ce7a	family.ace_cup_of_excellence	year.2024	CUPPING	32	11	11	0.2441	0.5695	0.0000	0.0349	0.7670	0.0814	0.0232	0.1395	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b862f63670c00f218e84c173	family.ace_cup_of_excellence	year.2025	CUPPING	23	15	9	0.2298	0.5118	0.0313	0.0627	0.7728	0.1880	0.1358	0.1358	0.0000	0.0836	0.0627	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b86ca9bb04b6b64ac6218cc3	family.ace_cup_of_excellence	year.2024	CUPPING	62	37	28	0.4934	0.3332	0.0000	0.1856	0.7591	0.1139	0.0633	0.0633	0.0422	0.1096	0.0127	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8722e00d3daec990b3d85a3	family.ace_cup_of_excellence	year.2015	CUPPING	15	11	11	0.2841	0.6183	0.0334	0.2507	0.4512	0.0000	0.1170	0.0668	0.5013	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b87fb1f39a2965e739840aac	family.coffeereview_kaggle_parsed	year.2018	ESPRESSO	5	3	3	0.1245	0.2075	0.1925	0.0000	0.4150	0.8301	0.0000	0.2075	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b882c83945d6e84f529c5a7c	family.coffeereview_kaggle_parsed	year.1998	CUPPING	2	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b893f16e61fda8c78485f665	family.coffeereview_kaggle_parsed	year.2008	CUPPING	4	3	2	0.2422	0.9497	0.0576	0.1899	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8945633ceff4ab6e91b3b87	family.ace_cup_of_excellence	year.2023	CUPPING	30	14	12	0.3232	0.6712	0.2362	0.0621	0.3729	0.3853	0.0000	0.3107	0.0000	0.0000	0.0000	0.0373	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8a2bf83a89c34c24cb0a2e4	family.coffeereview_kaggle_parsed	year.2010	CUPPING	4	2	2	0.2285	0.8961	0.2078	0.0000	0.0000	0.1991	0.0000	0.2489	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8aa30becfba487c3fada826	family.ace_cup_of_excellence	year.2018	CUPPING	16	7	5	0.4404	0.5553	0.0000	0.0957	0.6894	0.1149	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS_ONLY	USABLE	PUBLIC_RECORD_RIGHTS_UNRESOLVED	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8b04c426bd545f8edfc07a1	family.coffeereview_kaggle_parsed	year.2013	ESPRESSO	9	7	4	0.1546	0.5153	0.2492	0.1546	0.4122	0.2576	0.2061	0.2834	0.0000	0.0000	0.5153	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8b2ecbd366a111f0c538156	family.coffeereview_kaggle_parsed	year.2009	CUPPING	1	0	0	0.0000	0.0000	1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8cea379c9812f2fadc42241	family.coffeereview_kaggle_parsed	year.2019	ESPRESSO	5	4	4	0.4142	0.1035	0.1601	0.0000	0.5522	0.6903	0.0000	0.1035	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8d4e38c68e95602cf59cd19	family.coffeereview_kaggle_parsed	year.2012	CUPPING	5	5	5	0.1092	0.3641	0.0441	0.0000	0.2913	0.7281	0.1456	0.2913	0.0000	0.0000	0.3641	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8d4ef1b74f162ca60462ba2	family.coffeereview_kaggle_parsed	year.2020	CUPPING	5	3	3	0.2683	0.5365	0.2595	0.1610	0.4829	0.0000	0.0000	0.1610	0.0000	0.0000	0.5365	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8d984d1b8ba095963dfc1e0	family.coffeereview_kaggle_parsed	year.2010	CUPPING	1	0	0	0.3223	0.0000	0.9466	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8e0d39916c4fe4b8cb843c9	family.coffeereview_kaggle_parsed	year.2016	CUPPING	4	1	1	0.5046	0.0000	0.1950	0.0000	0.8410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8e313eaab7d36f215483e81	family.coffeereview_kaggle_parsed	year.2024	CUPPING	5	3	3	0.4218	0.1808	0.2914	0.0000	0.5423	0.0000	0.1205	0.1808	0.0000	0.0000	0.6026	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8e3e3897a468ac8a4fabd14	family.coffeereview_kaggle_parsed	year.2010	ESPRESSO	5	2	2	0.2602	0.1951	0.1508	0.0000	0.5854	0.6504	0.0000	0.3252	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8e5ab37c2223ba563fd33f9	family.coffeereview_kaggle_parsed	year.2010	CUPPING	3	2	2	0.3040	0.3079	0.1428	0.0000	0.6157	0.6157	0.0000	0.1847	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b8ed39190898bfe29da5cc63	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	0	0	0.7144	0.0000	0.6998	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	EMPTY	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b900673abfc0681609c3e5d1	family.coffeereview_kaggle_parsed	year.2015	CUPPING	5	3	3	0.1995	0.3221	0.1814	0.0000	0.7822	0.4601	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b901cc9719e1dd53c5110957	family.coffeereview_kaggle_parsed	year.2018	CUPPING	5	1	1	0.3943	0.0000	0.3863	0.0000	0.0000	0.7987	0.0000	0.2396	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b909eb8034401ac308289274	family.coffeereview_kaggle_parsed	year.2004	CUPPING	1	1	1	0.2411	0.0000	0.2192	0.0000	0.0000	0.0000	0.0000	0.0000	0.9454	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b925026ad1cf508591a4ee73	family.coffeereview_kaggle_parsed	year.2013	CUPPING	4	2	2	0.1992	0.3125	0.1811	0.7812	0.0000	0.4687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b938e1f4a929b5e646c0cc0e	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	5	5	0.4791	0.2096	0.3186	0.2995	0.6588	0.2995	0.0599	0.0898	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b9440f078484082902a548af	family.coffeereview_kaggle_parsed	year.2016	CUPPING	5	3	3	0.2706	0.5482	0.1271	0.1645	0.4934	0.0000	0.1096	0.1645	0.0000	0.0000	0.5482	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b9450e478b87d238ee43df0c	family.coffeereview_kaggle_parsed	year.2010	ESPRESSO	4	3	2	0.8042	0.0928	0.1865	0.0000	0.5567	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
effective-b2:b94cf809309cb086752b67ba	family.coffeereview_kaggle_parsed	year.2023	CUPPING	5	2	2	0.1678	0.5923	0.3183	0.6581	0.0000	0.2632	0.0000	0.1316	0.0000	0.0000	0.0000	0.0000	DESCRIPTORS+COFFEEREVIEW_STRUCTURE_SCORES	USABLE	RESEARCH_ONLY_NOT_RECOMMENDABLE	CONCEPT_DIMENSION_PROJECTION_DRAFT.tsv (owner review pending)
