cleaned_output_atom_id	descriptor_assertion_id	cleaned_form_hash	source_family_id	semantic_class	mapping_state	normalization_authority	target_concept_id	noncommercial_model_research_right	restricted_text_available	engineering_smoke_eligible	exclusion_reasons	model_eligible
cleaned-output-atom:c35a123ac5a129b75c1c3008	assertion-b2:c783655480dc8b80431bd010	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.peach	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:6195f92bfecc22b64081ad77	assertion-b2:c78366f4051f3daa0211a603	b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.pineapple	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:72ff650258e038c4b41371de	assertion-b2:c7885b6d00145f358e6ca6dc	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.apple	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:b091009555ec82fca3ed8224	assertion-b2:c78ab6fdc78a335164708829	3748fbd132cd645a37562a4dd529c91442bfa156adcf96a311c1e1ff98f46636	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.walnut	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:2b7b4450a2ec4a45c77aade2	assertion-b2:c78c34e65035275024a7830f	cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.brown_sugar	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:dd6519628b1e6ccb8a23a6e1	assertion-b2:c78f5bc386e4e99f205a5cd7	099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.black_tea	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:9c71748ac3d3232af89baf44	assertion-b2:c7901acfcbcc70f135da861b	1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.grape	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:3113f46ac819303beec1d3e7	assertion-b2:c7918e70b0467dec31961ef4	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.mango	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:fdc4f3944a1cbd9d42757193	assertion-b2:c7956ee0cb7d3f2b0966229e	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:407cbf3dc793320000350e2a	assertion-b2:c79d7c2cd5b4c2f9a373225b	dbef74fa9f96163f924ff9194112b0d56344cf4263128f61e0737a009b22097c	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:181e7fea9054fd202bad73c1	assertion-b2:c79f277e360800d86f2bb7a5	918f112d100d00dec359dcf58c5be7052076c0f47bc5752bae153c0e92eafda0	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:c69f535e55964fa7e7539631	assertion-b2:c7a05cf744b137d947354f03	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.orange	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:8b03953cebd7e423e44301bf	assertion-b2:c7a516445dfab51a6434b8a8	69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.green_tea	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:1fc1c7f2d343c2c67ef10ece	assertion-b2:c7a6792b0f3f9e896efded8b	6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.mango	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:19049a7459a25b512291453d	assertion-b2:c7a81398209573b3211a40ce	e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.raspberry	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:72f288af3fe5fd62e436ca3e	assertion-b2:c7ab44a72afb5858d10f52b2	a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:17dc6944222c6ad0e27097ef	assertion-b2:c7b0b1a2083dc2c2d86599bc	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	family.zenodo_golovinsky_q_grader_dataset	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:8431b96fa311421ece7ec18b	assertion-b2:c7b168d9af5023d2419f1101	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.orange	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:77b77a89c333f3f4111a4c18	assertion-b2:c7b3c84f5cc7591f03401b6b	c0db3dca9797e2cc1a43f83e86eb2dcd3651f8950d36f5519c34ade9874af86e	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.butter	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:b170ce0768659b716f08e89b	assertion-b2:c7b3fbad08f3ce3190dd903f	b002a634647c3350c37b15a376bae6867d9034e9aa36a06002e3e335229c91db	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:96efd37946a786622aefdec7	assertion-b2:c7b572b7fafc299fa86c2f9f	d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b	family.project_origin	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.brown_sugar	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:f6a375ca6013d69614c41a98	assertion-b2:c7b5b48614352071bf881fb0	a87b3e348ccb598ecb71bb83300a2bf8d91b780d0717aec6c91fb46ce6fbe3d8	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:070139233579be5c5fe3e6e0	assertion-b2:c7ba05139c16075035d1bdd0	97cfbe87531abe0c6bac7b21d616cb422faaa158a9f2ae7e8685c79eb85fc65e	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.pear	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:4b5af7d7f72fa19c9cb5e1f6	assertion-b2:c7ba1b6307b64393a804afa1	5493694a6e340e018bde9ba59cba04c37711d3ec97f47fde8c9968689e598132	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:b54980248d80d15ff31d15f6	assertion-b2:c7bb60e686af2c159e07d136	7f18041501a6073856a11aeccde8725cb9fe20ddefe45b5772ae880290fb0f2c	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:fb1e1aeeb967b79e9a532957	assertion-b2:c7bb60e686af2c159e07d136	54c9e847ed79c5c2d4a4b32373e1c3ba5cff331219091e6a3dab219caeae80b9	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:a6de8b787e5f29e1f0cd85b0	assertion-b2:c7bd08eb956e82059a2e1eb4	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.apple	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:69783bcfefb1dbf725620e3b	assertion-b2:c7be072632759bd2cb2f642d	ccfbf54a16301979086b98938e44a69cf6b5126e4bcfc6c2afe1f6df27709c8a	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:df32642d93a89f21d2e8cc0e	assertion-b2:c7bf20c1dff55cf61fadd654	c12da903ca98be3a943b78406d48cf61f4fd395afd366ffe04eaa6f905fb8499	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:8de5a7d27edabd50d2eff2cd	assertion-b2:c7c25dbfcd37bb8bf609825b	c371578fdc5ddc302a761f00d4542eaeaebf1364357c53f993b34744a76e1d81	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:347033111b4c5a127b18c24d	assertion-b2:c7c471167f2e3128140fbe9f	69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.green_tea	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:6d13d310b2f7ceac1cff5199	assertion-b2:c7c563c96ccd7833043dbb74	0a74f3353673c6f25d8e51548677f3db9791381ffc33efa40175333268ab63ee	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:1007f36867ff0d1683d01642	assertion-b2:c7c7d0caf173dac89afbef1d	ca8b28c12a1db3f7c6885660b001a071424a38dc7659c368b9526cedc8f047fb	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.sweet	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:4e36e1a2b715dd1abd428c89	assertion-b2:c7ca0eb55a926be88f6d10a1	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.peach	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:9b62492ca61f00a44075132c	assertion-b2:c7cb903588023ae0eb4ba1f5	06df90ccef78b5002bf5d2b2c5a9ab54c58ba70be98b839161928e8d76a0d478	family.ace_cup_of_excellence	BROAD_SENSORY	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:c9678c93addc5144e227b72d	assertion-b2:c7cb9955a1e6831abf2b1ec1	6255e14abc09aa5c8882cacc761f506793fe5f5b329ae23d38482ae8bd046e45	family.ace_cup_of_excellence	QUALITY_EVALUATION	QUALITY_OR_STRUCTURE_ATTRIBUTE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:d2d92329aea17ed71afce3c1	assertion-b2:c7cc7ad92e7f985f48c55a6f	53a925a1add15d92ce10a7abe79dd7b870f60911c336a5f4bdef5a35fac7642c	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	NO_GOVERNED_AUTHORITY	sensory.mint	UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:a694ba519190b958d8427596	assertion-b2:c7cd62d67d73b5ad9e200e54	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.cocoa	AFFIRMATIVE_WITH_CONDITIONS	true	true	NONE	false
cleaned-output-atom:e1a842dec3bf87d15bf45ba6	assertion-b2:c7cd7b69e09df5b7b6d08f27	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	family.frontiers_inera_robusta_q_grader_panel	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:b575ac372d7b5f58ffa0d530	assertion-b2:c7cefa6a7d2abf010882ca15	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.caramel	AFFIRMATIVE_WITH_CONDITIONS	true	true	NONE	false
cleaned-output-atom:bceb9ed73660f43b707b9d1d	assertion-b2:c7d7289d3a8cf20a8a7aaa0c	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:e83e892c32047175cd32364d	assertion-b2:c7d898eb9862c84ab5c5fbc4	12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:595dae5fc32e28ad933de40c	assertion-b2:c7da25057c71ae7dec820356	1bd3f74eb7f20d686c9c25a9e4d924b97c9a3e6ad251838b2f305d6a942cc7ed	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:b4380b8732887cd15f141a41	assertion-b2:c7db1df72b40e3bd46846d6e	00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9	family.ace_cup_of_excellence	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:f97c6a1ef7463785092b38a3	assertion-b2:c7dcdeecdf24334ec6f6c058	156beab0ef28d357b196ccddf5a90c85702bcf5c8048d870ed396dd28cc04693	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.bergamot	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:676858e9e6873180c0c04641	assertion-b2:c7de82d965a9ee136990bfbd	fbc30a1e351b4650c9b91aad35b905c631a6558a8655f5393a19cb1af0843ef7	family.coffee_board_of_india_fine_cup	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:0504226914c02870e7f1b43f	assertion-b2:c7de82d965a9ee136990bfbd	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	family.coffee_board_of_india_fine_cup	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:a8ea12d62d696db054b0af88	assertion-b2:c7dfdfad7b42cb3dee57bc2c	2a21fe6d592a19b7de898b50eb53c429608de1a66f3e9f62da19714a770553d1	family.ace_cup_of_excellence	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:220f4d1858c02c2761b5a345	assertion-b2:c7e1bd4ac395fc55c982a627	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	family.zenodo_golovinsky_q_grader_dataset	INTENSITY_OR_QUALITY_MODIFIER	MODIFIER_OF_EXISTING_CONCEPT	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_VALID_STRICT_FLAVOR|NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:2b0e90499282975e23b98607	assertion-b2:c7e4c6ae466b981aa9793552	0467255695084cc12ffe0c55105907f74a9c189314b9fe87b878eb6fee787b99	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.plum	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:6d8ef9ce1fc4b82353799b9e	assertion-b2:c7e511013abceb0ca249488d	69afc2ce866da3bb0282a3127f8770cbe24e817c40d689df0c15ea221d4d0832	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.green_tea	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:090b28c0826c31d444357cfb	assertion-b2:c7e5c089a67afb097db205d8	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.cocoa	AFFIRMATIVE_WITH_CONDITIONS	true	true	NONE	false
cleaned-output-atom:4ba762682e0be8fc3cb92e92	assertion-b2:c7e762453aa12f0cec41bc2d	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:ad0d238f78565d2a40d95e38	assertion-b2:c7e7b94445b69fe3d3ab03ff	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.caramel	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:92f78fb7e6f4d98f8cc9d5e1	assertion-b2:c7e803d0a6c2d990c01e7569	1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	family.ace_cup_of_excellence	STRICT_FLAVOR	EXISTING_CANONICAL_EXACT	MACHINE_GOVERNED_HIGH_CONFIDENCE	sensory.orange	UNKNOWN	true	false	NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:80a4c1ed8ce0dcca0c3cd9bf	assertion-b2:c7ea14115b05b91af8aa55b7	3bbd81ca7735640cb5a7f837d52559d6ca22ec9b5892ef4c33da75ada9dad63c	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	GENUINE_ONTOLOGY_CANDIDATE	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
cleaned-output-atom:e7c030c751554c8badf3ecd3	assertion-b2:c7ec8deb26df6a833171abb2	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	family.ace_cup_of_excellence	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		UNKNOWN	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET|NCMR_RIGHTS_UNKNOWN	false
cleaned-output-atom:852061bdd71160e423b8deae	assertion-b2:c7eeccea0b9ad50bbd3b3e6f	a9f74d1ec36ebdeb2da3f6e5868090cd2a2d20b3dcca7b62f60304b1d3d9ef42	family.zenodo_golovinsky_q_grader_dataset	STRICT_FLAVOR	AMBIGUOUS_CONCEPT_BOUNDARY	NO_GOVERNED_AUTHORITY		AFFIRMATIVE_WITH_CONDITIONS	true	false	NOT_MACHINE_GOVERNED_HIGH_CONFIDENCE|NO_GOVERNED_CANONICAL_TARGET	false
