concept_cluster_id	cleaned_form_count	cleaned_form_ids	cleaned_form_sha256s	source_native_form_count	source_native_form_ids	source_languages	semantic_classes	base_form_sha256s	modifier_form_sha256s	component_concept_ids	neighbor_cluster_ids	canonical_concept_ids	mapping_state	normalization_authorities	assertion_support	effective_record_support	source_family_count	source_family_ids	year_count	year_ids	gold_assertion_count	silver_assertion_count	bronze_assertion_count	support_band	review_priority_score	reversible_to_source_assertions	human_reviewed	expert_adjudicated
concept-cluster:dfe55be2590a7b0f54073d33	1	cleaned-form:56bbbb0a1a7c2cf2cf88ecbc	56bbbb0a1a7c2cf2cf88ecbcf15f9bdcd8b07539097af7aa3b7a712219f9dd61	1	source-form:56bbbb0a1a7c2cf2cf88ecbc	en	STRICT_FLAVOR	56bbbb0a1a7c2cf2cf88ecbcf15f9bdcd8b07539097af7aa3b7a712219f9dd61					GENUINE_ONTOLOGY_CANDIDATE		3	3	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	3	0	0	SUPPORT_1_4	123	true	false	false
concept-cluster:e011968276a81d9b39dd94d0	1	cleaned-form:fea7604fa227d446ad2bd919	fea7604fa227d446ad2bd91942457a787490dfa09b4f9e5a83be40f53425b8d5	1	source-form:3b9ebb75c598eda59f1217fb	en	STRICT_FLAVOR	fea7604fa227d446ad2bd91942457a787490dfa09b4f9e5a83be40f53425b8d5					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2015	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e013cb440c611e40dd380790	1	cleaned-form:2da54162f62d264ddb507a9a	2da54162f62d264ddb507a9a0f74775ecc77f799316d83bb532686188929b450	1	source-form:2da54162f62d264ddb507a9a	en	STRICT_FLAVOR	2da54162f62d264ddb507a9a0f74775ecc77f799316d83bb532686188929b450					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e01fd5acb87a2fb9f3ab0686	1	cleaned-form:b720654010747049561205f4	b720654010747049561205f4086666e09f95a51529ba3586a5abd24ba4efcddd	1	source-form:b720654010747049561205f4	en	STRICT_FLAVOR	b720654010747049561205f4086666e09f95a51529ba3586a5abd24ba4efcddd					GENUINE_ONTOLOGY_CANDIDATE		4	4	1	family.frontiers_cenicafe_lengupa_trained_cuppers	1	year.2026	4	0	0	SUPPORT_1_4	124	true	false	false
concept-cluster:e0254addfc1988be06a4488b	1	cleaned-form:04add97fbd4f8bd4e0fdcd75	04add97fbd4f8bd4e0fdcd75c219783231d4fdc77e9efd906211229946244d94	1	source-form:04add97fbd4f8bd4e0fdcd75	en	STRICT_FLAVOR	04add97fbd4f8bd4e0fdcd75c219783231d4fdc77e9efd906211229946244d94					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e02e1e64fd32e4f83a3a31ec	1	cleaned-form:fce1233657ad207fed4b3a51	fce1233657ad207fed4b3a5190fd3d745c8a2093f43f0fd51279429fa2f2bd7b	4	source-form:70d4cf985f375a561c7fe0dc|source-form:7fa95aefe60fcc1156a4772b|source-form:91af09c8539db2951cfcf8da|source-form:fce1233657ad207fed4b3a51	en	STRICT_FLAVOR	fce1233657ad207fed4b3a5190fd3d745c8a2093f43f0fd51279429fa2f2bd7b					GENUINE_ONTOLOGY_CANDIDATE		5	5	1	family.ace_cup_of_excellence	4	year.2015|year.2016|year.2020|year.2023	0	5	0	SUPPORT_5_19	245	true	false	false
concept-cluster:e02f9c8ddc5d774d0a65608d	48	cleaned-form:00bf2a71bb491c2c412609a4|cleaned-form:0251056a425aa4d1df2e3b28|cleaned-form:035ccb990167a458d2de0f4d|cleaned-form:0b63783554f32ff932daadee|cleaned-form:0d0f04112362f780291467f5|cleaned-form:0ed76dd4e9af48ac937a7ad1|cleaned-form:0f78fcc486f5315418fbf095|cleaned-form:17d792daaefae6863a5e2981|cleaned-form:1ad25926af75be80d80a6551|cleaned-form:21646287b937fd0e149bede9|cleaned-form:2239985ce5e9d9af0983edc8|cleaned-form:2d8fe3b6fe230cba9d3f1bf3|cleaned-form:353638293bc7074c39c8af95|cleaned-form:35f9c2853fa0a0232432081c|cleaned-form:38da0cc04a1510fe3b657cff|cleaned-form:3dc97b7013a6f2bb68dd84bd|cleaned-form:3eed20d3fd7ebf63eb8b6fb2|cleaned-form:41cc3739a288ee617c9334a2|cleaned-form:4718f945db3254e62323c8b2|cleaned-form:4bcb322ec9b19de7872b9cd5|cleaned-form:4ee210159ebaf53dd08ce996|cleaned-form:5dd083e0d958cdafa2a59de2|cleaned-form:602d04539175d0a93de9e571|cleaned-form:61ddb2e64d1637a9df92baba|cleaned-form:61f100fb879c8c7b5d4a516a|cleaned-form:6295abce4ea1588dc65a1a67|cleaned-form:67b8a46f203be130b5fa4a3f|cleaned-form:751743627a4998cbb089df68|cleaned-form:792bbb12387cc228bc33dab3|cleaned-form:8286ee4ea8f54f0276bcd4a1|cleaned-form:89f1ba8d63a84e05467858bc|cleaned-form:92585bfe24e3f8d73f47b2ed|cleaned-form:94650efbf23f5ab68f8421d5|cleaned-form:96d056dd5f710f089f9ccc6f|cleaned-form:a2394a955f87b967e09076d0|cleaned-form:b7aafef037d371583d2ebd09|cleaned-form:bdb75dbdc11ade67827c0626|cleaned-form:ced7a81ba9afdf1771453c53|cleaned-form:cfee888f13e6fd2580aa42d4|cleaned-form:dd2f52a82f601d000cfa9a92|cleaned-form:df1af2abc6597cc486fafaf4|cleaned-form:e66d26c9a152c91b6ae740a5|cleaned-form:e933881b58cbec0f267f326d|cleaned-form:f47a12a324c1e5e5b9e76970|cleaned-form:f77080dbffb2171ea5d34e80|cleaned-form:f78fc2f70e84dffcb8f91d7c|cleaned-form:f9bc6944beeac1b1b88060bc|cleaned-form:fb1dab5e77c5c815ec468c9e	00bf2a71bb491c2c412609a4154cbe8c0a8e73d6e0bb758c9ceb91f8c4deecd2|0251056a425aa4d1df2e3b2819cec06d8b94ede333b71777a06e92e8128dd912|035ccb990167a458d2de0f4df7a2089f27874de534d17924f81dad1fdda8281d|0b63783554f32ff932daadee7176e3c1c14c6ebd3e3282aae7ac2b0d3c4890ee|0d0f04112362f780291467f56f5f302cf27c7bb46e27dee348080a7f9f0446d2|0ed76dd4e9af48ac937a7ad196b4cf7e2c2a58cb7a3ce2356dbbd26b7d793474|0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496|17d792daaefae6863a5e29814f106c3e38bbbeeb7f924526b627444240280efb|1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da|21646287b937fd0e149bede9e4a15b66c66a7866b828e6247adc92d27146585b|2239985ce5e9d9af0983edc8d269e900f79cee5ebb9a9357ee44fcba2d7350c3|2d8fe3b6fe230cba9d3f1bf30126dd746d0e93bdc5dea0a020fe12648dc528bf|353638293bc7074c39c8af95d5c127093a1ee8f1ff34862eeb2b28d701862c2e|35f9c2853fa0a0232432081c4316867d616f09f5f85868322441d30bc18a8a96|38da0cc04a1510fe3b657cfffc8a2d49f5892482e6fdf503a3b0e286ac744ffd|3dc97b7013a6f2bb68dd84bd0c4e220538b8093d7c68dfddaefeaa6744b3b1aa|3eed20d3fd7ebf63eb8b6fb2ec275c6eba3303c4b5cacd43013c21c6ba510a36|41cc3739a288ee617c9334a2790f0b4d1190b50d10425b4ac9a9f5042b688f77|4718f945db3254e62323c8b286e3a8422100834168c8f702a1b2ef2ecf7fe099|4bcb322ec9b19de7872b9cd5849584a6dca74a668c03622ebfac30c54b49dfde|4ee210159ebaf53dd08ce9968994ccb3ba17b2a691e8596a2ca9b5e5ace12ffe|5dd083e0d958cdafa2a59de2e9239cb90a7f5ddba041bc8212b97594e9f9dddb|602d04539175d0a93de9e571f15ed1055fe3c2a1d6e2ce62f8af2071eb69afbc|61ddb2e64d1637a9df92baba2336c31322e364a1fb542970269612eb63fc44a9|61f100fb879c8c7b5d4a516ac97fbef1fceb406a6a12936916e73c66248908dc|6295abce4ea1588dc65a1a6723c4fd9ba717dcf5eaafbb45974db28186508e9e|67b8a46f203be130b5fa4a3f95936f57d064a00b9c2a026a9c87986652a50e2f|751743627a4998cbb089df688f6e3d6861eb7c023b2c795f1cb1733683def72b|792bbb12387cc228bc33dab39b2fb80702fbac9148935b89189dc29a4ba11e54|8286ee4ea8f54f0276bcd4a125de6fd38a58534eebe24df396f05febeee3a91a|89f1ba8d63a84e05467858bca575a0a6347767cc5e74ac9947caa19242b427f4|92585bfe24e3f8d73f47b2ed72d1e0174754f9f658325f9cea4eef18cafee142|94650efbf23f5ab68f8421d539b4dff7bb7b882ef82665a68eab7b52babe94a8|96d056dd5f710f089f9ccc6f4fcca5cf8cafd62f43bb2d334f0a438b5550f154|a2394a955f87b967e09076d0cfc62ed2c0ab22d6f4a844a71a700d4574889db6|b7aafef037d371583d2ebd092e20c57d4bf00de2d2727d6a2b923196c4830f5e|bdb75dbdc11ade67827c0626eb532fd8e35a1e242593cc7b63a3cf87afb88afd|ced7a81ba9afdf1771453c53f1b9d75879bea4ee8d00f0f72795c522f6c9809c|cfee888f13e6fd2580aa42d4f497a324fb7840b835c073c9f964bc5d4859b722|dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b|df1af2abc6597cc486fafaf48bfd3517f90f256dd244c9749b1f42fb061a24e8|e66d26c9a152c91b6ae740a5345a958da61b623b740ec239543dd172fd0afa9e|e933881b58cbec0f267f326d37fb372117e1b8001a0ba8e782583cbc326739bb|f47a12a324c1e5e5b9e7697028c1009d775fe5c9fa89fd5fa6fd5b64b6405042|f77080dbffb2171ea5d34e80dbd5aff0052daaa01c5a81f22e1a11736e3970ba|f78fc2f70e84dffcb8f91d7cf6fb138a731fca9a09b1c95caf8ff3006a18c1b5|f9bc6944beeac1b1b88060bcf66736266315576454102ce0ba737a87b3451dbe|fb1dab5e77c5c815ec468c9ea4d7d7209f6b129499858f9a38668c1fe301eb94	74	source-form:0251056a425aa4d1df2e3b28|source-form:035acc702060d8445feef006|source-form:08e90b43adab06694482c500|source-form:099701083736d13aa448633f|source-form:0b63783554f32ff932daadee|source-form:0d0f04112362f780291467f5|source-form:0ed76dd4e9af48ac937a7ad1|source-form:0f78fcc486f5315418fbf095|source-form:12270391c13953d3a9873fad|source-form:1451e8040864d3925e8ea4a6|source-form:1460c1d9775366d2a77a176b|source-form:17a0f00a987a67c4b0c3aa81|source-form:17d5c983a2fdc4c991e69540|source-form:19073eff25fb02b022bb0f93|source-form:1a0096d4ed708526d8ca7dec|source-form:1ad25926af75be80d80a6551|source-form:24adb72e01fdfe2552cafb34|source-form:257813e0311d7e7d5cff81fb|source-form:2cb6aad18d798a5a23dc7fed|source-form:353638293bc7074c39c8af95|source-form:38da0cc04a1510fe3b657cff|source-form:3c16364b6d320090599a54f2|source-form:3c887fbd3bcaf26ed6d39628|source-form:3cb2c981215facefa365489d|source-form:3da6a4ccd3a64b1f5084f01c|source-form:3dc97b7013a6f2bb68dd84bd|source-form:4718f945db3254e62323c8b2|source-form:49633e6871125e29fbcb4591|source-form:4a831565ea5cc96ffb6c167a|source-form:4be494c94228ff2fbb933d3e|source-form:4ee210159ebaf53dd08ce996|source-form:5d4a224c454ad2e187194d40|source-form:5dd083e0d958cdafa2a59de2|source-form:5e7d58d7d3c3895397b1e59f|source-form:5fa7f90e74db5b4ec582dfbe|source-form:5fd9f03693016ea08eb2ba42|source-form:602d04539175d0a93de9e571|source-form:61f100fb879c8c7b5d4a516a|source-form:6295abce4ea1588dc65a1a67|source-form:63d724103491c6ad9188982d|source-form:67b8a46f203be130b5fa4a3f|source-form:6cbc401d3c37213b7e2952a7|source-form:72685788343bcea8fadcd58a|source-form:751743627a4998cbb089df68|source-form:8286ee4ea8f54f0276bcd4a1|source-form:8a5745513f5c8b699d3660ee|source-form:92585bfe24e3f8d73f47b2ed|source-form:928496929150176bdec492dc|source-form:95c44701bcefd42edeb75fa4|source-form:9db82ef36750bedc1a94d5f7|source-form:a2394a955f87b967e09076d0|source-form:a786b95d7e7d89d79e915fa6|source-form:bd4d9b967c2722974666bee1|source-form:bdb75dbdc11ade67827c0626|source-form:bf46adb02981684725a47223|source-form:c8db388fc093fc525197cf9b|source-form:ced7a81ba9afdf1771453c53|source-form:d0ffbe59d67f55c078bd2f29|source-form:d4f3a9f91063de3147a54ceb|source-form:d5fa68e2df5823ba714f0a43|source-form:d5fab6d3de1d6a40c11a2e92|source-form:d81e463df7133fdcaa2d2924|source-form:d9eb99c3619b4b1dd1a2356c|source-form:dd2f52a82f601d000cfa9a92|source-form:de87b284970a5e7e1a50ab44|source-form:df1af2abc6597cc486fafaf4|source-form:e237b373de0ab6ea243e037c|source-form:e5cefb4581824c3214a8cbb6|source-form:e953a2401b4e2c63bbbcf816|source-form:f0c174ad6ae5c33acb83d217|source-form:f47a12a324c1e5e5b9e76970|source-form:f9bc6944beeac1b1b88060bc|source-form:fcaa180ae2e03db4c4364a74|source-form:fe44e8aa82aba92c9d679a61	en	STRICT_FLAVOR	00bf2a71bb491c2c412609a4154cbe8c0a8e73d6e0bb758c9ceb91f8c4deecd2|0251056a425aa4d1df2e3b2819cec06d8b94ede333b71777a06e92e8128dd912|035ccb990167a458d2de0f4df7a2089f27874de534d17924f81dad1fdda8281d|0b63783554f32ff932daadee7176e3c1c14c6ebd3e3282aae7ac2b0d3c4890ee|0d0f04112362f780291467f56f5f302cf27c7bb46e27dee348080a7f9f0446d2|0ed76dd4e9af48ac937a7ad196b4cf7e2c2a58cb7a3ce2356dbbd26b7d793474|0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496|17d792daaefae6863a5e29814f106c3e38bbbeeb7f924526b627444240280efb|1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da|21646287b937fd0e149bede9e4a15b66c66a7866b828e6247adc92d27146585b|2239985ce5e9d9af0983edc8d269e900f79cee5ebb9a9357ee44fcba2d7350c3|2d8fe3b6fe230cba9d3f1bf30126dd746d0e93bdc5dea0a020fe12648dc528bf|353638293bc7074c39c8af95d5c127093a1ee8f1ff34862eeb2b28d701862c2e|35f9c2853fa0a0232432081c4316867d616f09f5f85868322441d30bc18a8a96|38da0cc04a1510fe3b657cfffc8a2d49f5892482e6fdf503a3b0e286ac744ffd|3dc97b7013a6f2bb68dd84bd0c4e220538b8093d7c68dfddaefeaa6744b3b1aa|3eed20d3fd7ebf63eb8b6fb2ec275c6eba3303c4b5cacd43013c21c6ba510a36|41cc3739a288ee617c9334a2790f0b4d1190b50d10425b4ac9a9f5042b688f77|4718f945db3254e62323c8b286e3a8422100834168c8f702a1b2ef2ecf7fe099|4bcb322ec9b19de7872b9cd5849584a6dca74a668c03622ebfac30c54b49dfde|4ee210159ebaf53dd08ce9968994ccb3ba17b2a691e8596a2ca9b5e5ace12ffe|5dd083e0d958cdafa2a59de2e9239cb90a7f5ddba041bc8212b97594e9f9dddb|602d04539175d0a93de9e571f15ed1055fe3c2a1d6e2ce62f8af2071eb69afbc|61ddb2e64d1637a9df92baba2336c31322e364a1fb542970269612eb63fc44a9|61f100fb879c8c7b5d4a516ac97fbef1fceb406a6a12936916e73c66248908dc|6295abce4ea1588dc65a1a6723c4fd9ba717dcf5eaafbb45974db28186508e9e|67b8a46f203be130b5fa4a3f95936f57d064a00b9c2a026a9c87986652a50e2f|751743627a4998cbb089df688f6e3d6861eb7c023b2c795f1cb1733683def72b|792bbb12387cc228bc33dab39b2fb80702fbac9148935b89189dc29a4ba11e54|8286ee4ea8f54f0276bcd4a125de6fd38a58534eebe24df396f05febeee3a91a|89f1ba8d63a84e05467858bca575a0a6347767cc5e74ac9947caa19242b427f4|92585bfe24e3f8d73f47b2ed72d1e0174754f9f658325f9cea4eef18cafee142|94650efbf23f5ab68f8421d539b4dff7bb7b882ef82665a68eab7b52babe94a8|96d056dd5f710f089f9ccc6f4fcca5cf8cafd62f43bb2d334f0a438b5550f154|a2394a955f87b967e09076d0cfc62ed2c0ab22d6f4a844a71a700d4574889db6|b7aafef037d371583d2ebd092e20c57d4bf00de2d2727d6a2b923196c4830f5e|c140c37c7d587b3b0df69eea93f0b478c1bc9151c8424b82d0170b324b25471e|ced7a81ba9afdf1771453c53f1b9d75879bea4ee8d00f0f72795c522f6c9809c|cfee888f13e6fd2580aa42d4f497a324fb7840b835c073c9f964bc5d4859b722|dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b|df1af2abc6597cc486fafaf48bfd3517f90f256dd244c9749b1f42fb061a24e8|e66d26c9a152c91b6ae740a5345a958da61b623b740ec239543dd172fd0afa9e|e933881b58cbec0f267f326d37fb372117e1b8001a0ba8e782583cbc326739bb|f47a12a324c1e5e5b9e7697028c1009d775fe5c9fa89fd5fa6fd5b64b6405042|f77080dbffb2171ea5d34e80dbd5aff0052daaa01c5a81f22e1a11736e3970ba|f78fc2f70e84dffcb8f91d7cf6fb138a731fca9a09b1c95caf8ff3006a18c1b5|f9bc6944beeac1b1b88060bcf66736266315576454102ce0ba737a87b3451dbe|fb1dab5e77c5c815ec468c9ea4d7d7209f6b129499858f9a38668c1fe301eb94	acbfc58c9b12b002281c0987b9f60a658f66044c2aa142a09d592e4777e3eadc	sensory.grape|sensory.grapefruit	concept-cluster:742837563cac39debd44994e|concept-cluster:46acceb5a22391dd1ee225ec|concept-cluster:f6ec394619d7fb369b1cd6cc|concept-cluster:f37082b26665e0dc944e9263|concept-cluster:d21f8042db787a7e15b5dc7a	sensory.grape	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	MACHINE_GOVERNED_HIGH_CONFIDENCE	676	463	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	19	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	35	631	10	SUPPORT_100_PLUS	1676	true	false	false
concept-cluster:e04bc7697d88c0c877b67ca1	1	cleaned-form:d0b89c8835b90251c72f7492	d0b89c8835b90251c72f7492de34dd4392211f204420b5ab3ebec3d781eff8e4	1	source-form:d0b89c8835b90251c72f7492	en	DEFECT_OR_NEGATIVE_SENSORY	d0b89c8835b90251c72f7492de34dd4392211f204420b5ab3ebec3d781eff8e4		sensory.fermented_character	concept-cluster:ec084bd9684eb4b0ba5c232b		DEFECT_CONCEPT_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e056ffc198f8c3e98876ff49	1	cleaned-form:8de33123f9ba573b37066a86	8de33123f9ba573b37066a867067e50db5c15784fa68b0e9dcd2b6492eaec3aa	1	source-form:ccd9fa907311183828b6a78f	en	STRICT_FLAVOR	8de33123f9ba573b37066a867067e50db5c15784fa68b0e9dcd2b6492eaec3aa					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2023|year.2025	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:e06ac1acac3ab5bafc5764b9	1	cleaned-form:5b82f78c5f45d20cc32bd7ec	5b82f78c5f45d20cc32bd7ec860fda42f67e218e3c365020ae20e380a78fbbd0	1	source-form:5b82f78c5f45d20cc32bd7ec	en	STRICT_FLAVOR	5b82f78c5f45d20cc32bd7ec860fda42f67e218e3c365020ae20e380a78fbbd0					GENUINE_ONTOLOGY_CANDIDATE		14	11	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	14	0	0	SUPPORT_5_19	134	true	false	false
concept-cluster:e082d767214258ee18afdb4b	1	cleaned-form:00d2064db061fbc29e714b94	00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9	7	source-form:00d2064db061fbc29e714b94|source-form:1fc3e32a176993059497df4a|source-form:3ab7f3cd7ade7ea73872b782|source-form:5ef8285b84c91751e2cd0a87|source-form:780f5f792c287185ab3c1d53|source-form:830c3ba3486c3304c81be6c6|source-form:8e4dfdbf2e89fab01d8add26	en	STRICT_FLAVOR	00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9					GENUINE_ONTOLOGY_CANDIDATE		252	224	3	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	16	year.2008|year.2009|year.2012|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	3	248	1	SUPPORT_100_PLUS	1132	true	false	false
concept-cluster:e0a2b4d1edca80ebf90c7d6b	1	cleaned-form:931aff716fc824726b5110f6	931aff716fc824726b5110f6b56fc6aadd3fa33cbb0c94eb8359b084ae28a793	1	source-form:931aff716fc824726b5110f6	en	STRICT_FLAVOR	931aff716fc824726b5110f6b56fc6aadd3fa33cbb0c94eb8359b084ae28a793					GENUINE_ONTOLOGY_CANDIDATE		2	2	1	family.ace_cup_of_excellence	2	year.2017|year.2025	0	2	0	SUPPORT_1_4	162	true	false	false
concept-cluster:e0b6b05a6bb4b3d9ae198883	1	cleaned-form:8290c583738717f6ceea216b	8290c583738717f6ceea216b3c94302eeaf53dc81bcaf4337a593bb6a752b851	12	source-form:118f1a843de89ef32bf38788|source-form:15d260999cd570932da701f8|source-form:29230920e1006e6ea5d24b3b|source-form:329d81722740efdd0d33a5f1|source-form:4f028eaa74c9923401aaa40e|source-form:5385d812eb44289c7ff4e04a|source-form:57840c90762de3a0797e6d6e|source-form:669cfffa58d067ddfea2137f|source-form:742ee2051aff57bfd5cb0c8c|source-form:79bb0af6f46bf6f0a9e0a97e|source-form:8290c583738717f6ceea216b|source-form:d20823ac9aaa3bb3fea0e272	en	INTENSITY_OR_QUALITY_MODIFIER	8290c583738717f6ceea216b3c94302eeaf53dc81bcaf4337a593bb6a752b851	8290c583738717f6ceea216b3c94302eeaf53dc81bcaf4337a593bb6a752b851		concept-cluster:86c34f36d8e67284ecd8a7cb|concept-cluster:08f3a3dfb648c5f643d502b8|concept-cluster:d21f8042db787a7e15b5dc7a|concept-cluster:da04996ce8dc79a4b6eb152d|concept-cluster:2386d13de8536545df50145c		MODIFIER_OF_EXISTING_CONCEPT		50	47	1	family.ace_cup_of_excellence	10	year.2009|year.2011|year.2012|year.2017|year.2018|year.2020|year.2021|year.2023|year.2024|year.2025	0	50	0	SUPPORT_20_99	530	true	false	false
concept-cluster:e0b771396f28745f04f0654c	1	cleaned-form:ea4c5a5d7aaf5b2ce0237d07	ea4c5a5d7aaf5b2ce0237d07519ea5092fd420cdc7a03ca6e00a2a44bd353ea3	1	source-form:12471d61eff433f9dafefd9b	en	STRICT_FLAVOR	ea4c5a5d7aaf5b2ce0237d07519ea5092fd420cdc7a03ca6e00a2a44bd353ea3					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e0cabd0b05bfdb14eaad4e60	1	cleaned-form:df687c6f0d041f0e53110e8b	df687c6f0d041f0e53110e8bceaee90e564f12730c3b84c924eaf97365714679	1	source-form:9fe1f88752ef80c746ed2132	en	SEMANTICALLY_UNRESOLVED	df687c6f0d041f0e53110e8bceaee90e564f12730c3b84c924eaf97365714679		sensory.apple	concept-cluster:92fe7e04f66a24eb72edca24|concept-cluster:dac57ccd680e685c77c774ec|concept-cluster:059e9dbd7f678bd065f6e14b|concept-cluster:da04996ce8dc79a4b6eb152d|concept-cluster:75ed22fb70a455bf66568401		UNRESOLVED		1	1	1	family.ace_cup_of_excellence	1	year.2025	0	1	0	SUPPORT_1_4	221	true	false	false
concept-cluster:e0d21f2e7704734b96aa42bb	1	cleaned-form:a1a4ea6332e3700e8f4f0c39	a1a4ea6332e3700e8f4f0c397256cd8d7bca8139df4650cb401869dc51765dca	1	source-form:a1a4ea6332e3700e8f4f0c39	en	NON_DESCRIPTOR	d5f6c928cbd3a85f8ec83acd6e1cde30d0cb3ab9fc485f68499a1e590c2c0871	b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d|fc66f021c67d064c1490a12b5a4d4d2f5167ca692a16ca12f1f3a4cda29a6fa9	sensory.sweet	concept-cluster:dbe90458cf7cb58a37c297bb|concept-cluster:44d1d959c9c8d6875f2261a7|concept-cluster:d4de31bbc7198b47172036af|concept-cluster:f6ec394619d7fb369b1cd6cc|concept-cluster:d21f8042db787a7e15b5dc7a		NON_DESCRIPTOR		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e0de6d70ee6900315d7b38bc	1	cleaned-form:ed655706bdecf6c92f427966	ed655706bdecf6c92f427966c731ff142652c7b68c29d37486881e32dfbe99b5	3	source-form:9495c553c378a1ecb43e5c13|source-form:ed655706bdecf6c92f427966|source-form:f6f1f25c5f597c1f5a54d8f5	en	STRICT_FLAVOR	ed655706bdecf6c92f427966c731ff142652c7b68c29d37486881e32dfbe99b5					GENUINE_ONTOLOGY_CANDIDATE		4	4	1	family.ace_cup_of_excellence	3	year.2018|year.2022|year.2024	0	4	0	SUPPORT_1_4	204	true	false	false
concept-cluster:e0f537e711220020b1c8a79b	1	cleaned-form:8d364a95b095e23c006f031c	8d364a95b095e23c006f031cada4b080d8c681b6c4e7fce43759fe9e8df758a2	1	source-form:01f47399a207af9ec2a3437b	en	STRICT_FLAVOR	8d364a95b095e23c006f031cada4b080d8c681b6c4e7fce43759fe9e8df758a2					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2024	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e106b815849e474c45337aa2	1	cleaned-form:2baed3462a32c2571859d6b9	2baed3462a32c2571859d6b9d94d429f47cc5715f37075ca05d946d60bdc383d	1	source-form:2baed3462a32c2571859d6b9	en	STRICT_FLAVOR	2baed3462a32c2571859d6b9d94d429f47cc5715f37075ca05d946d60bdc383d					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.ace_cup_of_excellence	1	year.2013	0	1	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e115fe84566622714a1f007c	1	cleaned-form:fa308ad6a39d80fab1b845e5	fa308ad6a39d80fab1b845e581ac5cb5d7cd496b0dbc43e99f6a39dea33a782e	1	source-form:fa308ad6a39d80fab1b845e5	en	STRICT_FLAVOR	fa308ad6a39d80fab1b845e581ac5cb5d7cd496b0dbc43e99f6a39dea33a782e					GENUINE_ONTOLOGY_CANDIDATE		1	1	1	family.zenodo_golovinsky_q_grader_dataset	1	year.2026	1	0	0	SUPPORT_1_4	121	true	false	false
concept-cluster:e1200bbf57a7a928f28a223b	1	cleaned-form:e7be2c21ba8e9e96a85a7e48	e7be2c21ba8e9e96a85a7e485fe6040afaf8ff558e201b7923460172f068356d	6	source-form:0b838dfaabb59825ef1f642c|source-form:63cdaece1a8b498282dd7027|source-form:8d4918a8bb2cee1520fa4bcf|source-form:c70ece6fa0546b0d61fae67b|source-form:e7be2c21ba8e9e96a85a7e48|source-form:ee8f6d02cf5816ee859837e8	en	QUALITY_EVALUATION	e7be2c21ba8e9e96a85a7e485fe6040afaf8ff558e201b7923460172f068356d					QUALITY_OR_STRUCTURE_ATTRIBUTE		58	58	2	family.ace_cup_of_excellence|family.project_origin	13	year.2009|year.2010|year.2013|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	1	52	5	SUPPORT_20_99	738	true	false	false
