census_item_key	item_kind	source_family_id	source_route_id	organizer_id	edition_id	schema_signature_id	publication_host	independent_source_family_id	independence_state	rights_lineage_id	mirror_lineage_id	route_disposition	artifact_count	publication_row_count	effective_record_candidate_count	gate_descriptor_candidate_count	reviewed_strict_count	reviewed_broad_count	p1_count	p2_count	p3_count	unresolved_count	rights_affirmative_model_count	analyst_minutes	descriptor_yield_per_artifact	descriptor_yield_per_analyst_hour	corpus_universe	official_url
edition:coe:allianceforcoffeeexcellence_org_peru_2026:2026	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_peru	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_peru_2026:2026	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/peru-2026/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2008:2008	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2008:2008	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	48	48	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2008/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2010:2010	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2010:2010	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	44	44	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2010/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2011:2011	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2011:2011	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	72	72	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2011/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2012:2012	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2012:2012	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	52	52	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2012/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2013:2013	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2013:2013	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	30	30	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2013/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2014:2014	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2014:2014	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	56	56	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2014/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2015:2015	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2015:2015	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	48	48	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2015/
edition:coe:allianceforcoffeeexcellence_org_rwanda_2018:2018	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_rwanda	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_rwanda_2018:2018	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	2	62	62	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/rwanda-2018/
edition:coe:allianceforcoffeeexcellence_org_taiwan_2024:2024	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_taiwan	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_taiwan_2024:2024	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	20	20	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/taiwan-2024/
edition:coe:allianceforcoffeeexcellence_org_taiwan_2025:2025	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_taiwan	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_taiwan_2025:2025	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/taiwan-2025/
edition:coe:allianceforcoffeeexcellence_org_thailand_2023:2023	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_thailand	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_thailand_2023:2023	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	17	17	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/thailand-2023/
edition:coe:allianceforcoffeeexcellence_org_thailand_2024:2024	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_thailand	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_thailand_2024:2024	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	29	29	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/thailand-2024/
edition:coe:allianceforcoffeeexcellence_org_thailand_2025:2025	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_thailand	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_thailand_2025:2025	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	23	23	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/thailand-2025/
edition:coe:allianceforcoffeeexcellence_org_thailand_2026:2026	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe_thailand	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_thailand_2026:2026	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	25	25	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/thailand-2026/
edition:coe_taiwan_2026	COMPETITION_EDITION	family.ace_cup_of_excellence	route.coe	organizer.ace	edition:coe_taiwan_2026	schema.unresolved.v1	cupofexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://cupofexcellence.org/
edition:gca_europe_2025	COMPETITION_EDITION	family.global_coffee_awards	route.global_coffee_awards	organizer.global_coffee_awards	edition:gca_europe_2025	schema.unresolved.v1	globalcoffeeawards.com	family.global_coffee_awards	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.global_coffee_awards	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://globalcoffeeawards.com/winners-europe/
edition:gca_latam_2026	COMPETITION_EDITION	family.global_coffee_awards	route.global_coffee_awards	organizer.global_coffee_awards	edition:gca_latam_2026	schema.unresolved.v1	globalcoffeeawards.com	family.global_coffee_awards	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.global_coffee_awards	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://globalcoffeeawards.com/
edition:gca_mena_2026	COMPETITION_EDITION	family.global_coffee_awards	route.global_coffee_awards	organizer.global_coffee_awards	edition:gca_mena_2026	schema.unresolved.v1	globalcoffeeawards.com	family.global_coffee_awards	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.global_coffee_awards	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://globalcoffeeawards.com/winners-mena-2026/
edition:gca_origin_2025	COMPETITION_EDITION	family.global_coffee_awards	route.global_coffee_awards	organizer.global_coffee_awards	edition:gca_origin_2025	schema.unresolved.v1	globalcoffeeawards.com	family.global_coffee_awards	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.global_coffee_awards	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://globalcoffeeawards.com/winners-origin/
edition:gca_us_canada_2025	COMPETITION_EDITION	family.global_coffee_awards	route.global_coffee_awards	organizer.global_coffee_awards	edition:gca_us_canada_2025	schema.unresolved.v1	globalcoffeeawards.com	family.global_coffee_awards	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.global_coffee_awards	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://globalcoffeeawards.com/winners-us-canada/
edition:gca_us_canada_2026	COMPETITION_EDITION	family.global_coffee_awards	route.global_coffee_awards	organizer.global_coffee_awards	edition:gca_us_canada_2026	schema.unresolved.v1	globalcoffeeawards.com	family.global_coffee_awards	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.global_coffee_awards	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://globalcoffeeawards.com/
edition:golden_bean_americas_2025	COMPETITION_EDITION	family.golden_bean	route.golden_bean_americas	organizer.golden_bean	edition:golden_bean_americas_2025	schema.unresolved.v1	goldenbean.com	family.golden_bean	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.golden_bean	UNRESOLVED	EXCLUDED_LOW_YIELD	12	181	181	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://goldenbean.com/pages/2025-results
edition:golden_bean_americas_2026	COMPETITION_EDITION	family.golden_bean	route.golden_bean_americas	organizer.golden_bean	edition:golden_bean_americas_2026	schema.unresolved.v1	goldenbean.com	family.golden_bean	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.golden_bean	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://goldenbean.com/pages/about
edition:golden_bean_australasia_2026	COMPETITION_EDITION	family.golden_bean	route.golden_bean_australasia	organizer.golden_bean	edition:golden_bean_australasia_2026	schema.unresolved.v1	goldenbean.com.au	family.golden_bean	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.golden_bean	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://goldenbean.com.au/pages/about
edition:golden_bean_world_series_2026	COMPETITION_EDITION	family.golden_bean	route.golden_bean_world_series	organizer.golden_bean	edition:golden_bean_world_series_2026	schema.unresolved.v1	goldenbean.com.au	family.golden_bean	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.golden_bean	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://goldenbean.com.au/pages/world-series
edition:iiac_ict_2025	COMPETITION_EDITION	family.iiac	route.iiac_ict	organizer.iiac	edition:iiac_ict_2025	schema.unresolved.v1	www.internationalcoffeetasting.com	family.iiac	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.iiac	UNRESOLVED	PARTNERSHIP_ONLY	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://www.internationalcoffeetasting.com/ict/ict-2025-gold-medals/
edition:iiac_ict_2026	COMPETITION_EDITION	family.iiac	route.iiac_ict	organizer.iiac	edition:iiac_ict_2026	schema.unresolved.v1	www.internationalcoffeetasting.com	family.iiac	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.iiac	UNRESOLVED	PARTNERSHIP_ONLY	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://www.internationalcoffeetasting.com/
edition:melbourne_royal_aica_2022	COMPETITION_EDITION	family.melbourne_royal	route.melbourne_royal_aica	organizer.melbourne_royal	edition:melbourne_royal_aica_2022	schema.unresolved.v1	www.melbourneroyal.com.au	family.melbourne_royal	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.melbourne_royal	UNRESOLVED	EXCLUDED_LOW_YIELD	1	708	708	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://www.melbourneroyal.com.au/media/8107/mr_aica_results_2022.pdf
edition:melbourne_royal_aica_2023	COMPETITION_EDITION	family.melbourne_royal	route.melbourne_royal_aica	organizer.melbourne_royal	edition:melbourne_royal_aica_2023	schema.unresolved.v1	www.melbourneroyal.com.au	family.melbourne_royal	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.melbourne_royal	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://www.melbourneroyal.com.au/about/news/melbourne-royal-announces-australian-international-coffee-awards-on-hold-in-2023/
edition:royal_adelaide_2025	COMPETITION_EDITION	family.royal_adelaide	route.royal_adelaide_coffee_show	organizer.royal_adelaide	edition:royal_adelaide_2025	schema.unresolved.v1	www.royaladelaidecoffeeshow.com.au	family.royal_adelaide	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.royal_adelaide	UNRESOLVED	EXCLUDED_LOW_YIELD	1	163	163	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://www.royaladelaidecoffeeshow.com.au/
edition:royal_adelaide_2026	COMPETITION_EDITION	family.royal_adelaide	route.royal_adelaide_coffee_show	organizer.royal_adelaide	edition:royal_adelaide_2026	schema.unresolved.v1	www.royaladelaidecoffeeshow.com.au	family.royal_adelaide	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.royal_adelaide	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://www.royaladelaidecoffeeshow.com.au/
edition:scaj_jbrc_2026	COMPETITION_EDITION	family.scaj	route.scaj_jbrc	organizer.scaj	edition:scaj_jbrc_2026	schema.unresolved.v1	scaj.org	family.scaj	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.scaj	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://scaj.org/activity/competitions/jbrc/2026-competition
edition:scaj_jcrc_2026	COMPETITION_EDITION	family.scaj	route.scaj_jcrc	organizer.scaj	edition:scaj_jcrc_2026	schema.unresolved.v1	scaj.org	family.scaj	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.scaj	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://scaj.org/activity/competitions/jcrc/2026-competitor
edition:scaj_jhdc_2026	COMPETITION_EDITION	family.scaj	route.scaj_jhdc	organizer.scaj	edition:scaj_jhdc_2026	schema.unresolved.v1	scaj.org	family.scaj	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.scaj	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://scaj.org/activity/competitions/jhdc-2/2026-competition
edition:scaj_jsc_2026	COMPETITION_EDITION	family.scaj	route.scaj_jsc	organizer.scaj	edition:scaj_jsc_2026	schema.unresolved.v1	scaj.org	family.scaj	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.scaj	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://scaj.org/activity/competitions/jsc/jsc2026-competitor
edition:toh_burundi_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_burundi_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_cameroon_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_cameroon_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	1	10	10	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_drc_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_drc_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_ethiopia_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_ethiopia_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_kenya_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_kenya_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_regional_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_regional_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/conference/conference/competitions/
edition:toh_tanzania_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_tanzania_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	1	0	0	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_uganda_arabica_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_uganda_arabica_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_uganda_robusta_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_uganda_robusta_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:toh_zambia_2025_26	COMPETITION_EDITION	family.afca_taste_of_harvest	route.taste_of_harvest	organizer.afca	edition:toh_zambia_2025_26	schema.unresolved.v1	afca.coffee	family.afca_taste_of_harvest	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.afca_taste_of_harvest	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://afca.coffee/programs/taste-of-harvest/
edition:wcc_cic_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_cic	organizer.world_coffee_events	edition:wcc_cic_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/cezve-ibrik-championship
edition:wcc_wbc_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_wbc	organizer.world_coffee_events	edition:wcc_wbc_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-barista-championship
edition:wcc_wbrc_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_wbrc	organizer.world_coffee_events	edition:wcc_wbrc_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-brewers-cup
edition:wcc_wcigs_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_wcigs	organizer.world_coffee_events	edition:wcc_wcigs_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-coffee-in-good-spirits-championship
edition:wcc_wcrc_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_wcrc	organizer.world_coffee_events	edition:wcc_wcrc_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-coffee-roasting-championship
edition:wcc_wctc_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_wctc	organizer.world_coffee_events	edition:wcc_wctc_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-cup-tasters-championship
edition:wcc_wlac_2026	COMPETITION_EDITION	family.world_coffee_events	route.wcc_wlac	organizer.world_coffee_events	edition:wcc_wlac_2026	schema.unresolved.v1	wcc.coffee	family.world_coffee_events	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.world_coffee_events	UNRESOLVED	EXCLUDED_LOW_YIELD	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	DISCOVERED	https://wcc.coffee/world-latte-art-championship
edition:coe:allianceforcoffeeexcellence_org_2023_best_of_taiwan:2023_pilot_best_of_taiwan	PILOT_EDITION	family.ace_cup_of_excellence	route.coe_taiwan	organizer.ace	edition:coe:allianceforcoffeeexcellence_org_2023_best_of_taiwan:2023_pilot_best_of_taiwan	schema.unresolved.v1	allianceforcoffeeexcellence.org	family.ace_cup_of_excellence	CONSERVATIVE_PUBLICATION_ORIGIN_GROUP	rights.ace_cup_of_excellence	UNRESOLVED	UNRESOLVED_ROUTE	1	21	21	0	0	0	0	0	0	0	0	NA	0.000000	NA	DISCOVERED	https://allianceforcoffeeexcellence.org/2023-best-of-taiwan/
