product_key	publisher_key	external_product_key	product_name	coffee_origin_country_codes	coffee_regions	producer_names	variety_names	process_names	notes
product.firstbloom.3717	publisher.firstbloom.214	3717	Organic French Roast	"[""NTA""]"	[]	[]	"[""Bourbon"",""Typica""]"	"[""Honey"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Honey"",""Wet/Washed""],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3717"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4009""],""source"":""Firstbloom Data""}"
product.firstbloom.3718	publisher.firstbloom.214	3718	Holiday Blend	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3718"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4010""],""source"":""Firstbloom Data""}"
product.firstbloom.3719	publisher.firstbloom.214	3719	Organic Espresso	"[""NTA""]"	[]	[]	"[""Bourbon"",""Typica""]"	"[""Dry/Natural"",""Honey"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Dry/Natural"",""Honey"",""Wet/Washed""],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3719"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4011""],""source"":""Firstbloom Data""}"
product.firstbloom.3720	publisher.firstbloom.214	3720	Bistro Blend	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3720"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4012""],""source"":""Firstbloom Data""}"
product.firstbloom.3721	publisher.firstbloom.214	3721	Organic Sumatra Gayo River	"[""ID""]"	"[""Aceh""]"	"[""Various smallholder producers""]"	[]	"[""Giling Basah""]"	"{""cleaning_process_names"":[""Giling Basah""],""coffee_origin_country_names"":[""Indonesia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3721"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4013""],""source"":""Firstbloom Data""}"
product.firstbloom.3722	publisher.firstbloom.214	3722	Theo Blend	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3722"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4014""],""source"":""Firstbloom Data""}"
product.firstbloom.3723	publisher.firstbloom.214	3723	Caffe Luna	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3723"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4015""],""source"":""Firstbloom Data""}"
product.firstbloom.3724	publisher.firstbloom.214	3724	Queen City	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3724"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4016""],""source"":""Firstbloom Data""}"
product.firstbloom.3725	publisher.firstbloom.214	3725	Caffe Del Sol	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3725"",""firstbloom_roaster_id"":""214"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4017""],""source"":""Firstbloom Data""}"
product.firstbloom.3732	publisher.firstbloom.215	3732	Vero Classico Espresso	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3732"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4024""],""source"":""Firstbloom Data""}"
product.firstbloom.3733	publisher.firstbloom.215	3733	Initio Pittig Espresso	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3733"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4025""],""source"":""Firstbloom Data""}"
product.firstbloom.3734	publisher.firstbloom.215	3734	Initio Mild Espresso	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3734"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4026""],""source"":""Firstbloom Data""}"
product.firstbloom.3735	publisher.firstbloom.215	3735	Espresso Decaf Arabica	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3735"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4027""],""source"":""Firstbloom Data""}"
product.firstbloom.3736	publisher.firstbloom.215	3736	Guatemala Swiss Water Decaf	"[""GT""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3736"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4028""],""source"":""Firstbloom Data""}"
product.firstbloom.3740	publisher.firstbloom.215	3740	Espresso Guatavita #2	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Castillo"",""Caturra"",""Typica""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3740"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4032""],""source"":""Firstbloom Data""}"
product.firstbloom.3741	publisher.firstbloom.215	3741	Espresso Italiano	"[""BR"",""CO"",""CR"",""GT"",""KE""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Brazil"",""Colombia"",""Costa Rica"",""Guatemala"",""Kenya""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3741"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4033""],""source"":""Firstbloom Data""}"
product.firstbloom.3743	publisher.firstbloom.215	3743	Brazil Sitio Da Torre	"[""BR""]"	[]	"[""Âlvaro Antônio Pereira Coli""]"	"[""Yellow Bourbon""]"	"[""Pulped Natural""]"	"{""cleaning_process_names"":[""Pulped Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[],""farm_names"":[""Sitio da Torre""],""firstbloom_product_id"":""3743"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4035""],""source"":""Firstbloom Data""}"
product.firstbloom.3744	publisher.firstbloom.215	3744	Colombia El Paraiso	"[""CO""]"	[]	"[""Ernedis Rodriguez""]"	"[""Castillo""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Finca El Paraiso""],""firstbloom_product_id"":""3744"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4036""],""source"":""Firstbloom Data""}"
product.firstbloom.3746	publisher.firstbloom.215	3746	Costa Rica Coope Tarrazu	"[""CR""]"	[]	"[""Various smallholder producers""]"	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3746"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4038""],""source"":""Firstbloom Data""}"
product.firstbloom.3748	publisher.firstbloom.215	3748	Sumatra Gunung Tujun	"[""ID""]"	[]	"[""Various smallholder producers""]"	"[""Andung Sari"",""Ateng""]"	"[""Wet Hulled Honey""]"	"{""cleaning_process_names"":[""Wet Hulled Honey""],""coffee_origin_country_names"":[""Indonesia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3748"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4040""],""source"":""Firstbloom Data""}"
product.firstbloom.3749	publisher.firstbloom.215	3749	Guatemala La Bendicion	"[""GT""]"	[]	"[""Jose Alfredo Gomez""]"	"[""Pache""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""La Bendicion""],""firstbloom_product_id"":""3749"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4041""],""source"":""Firstbloom Data""}"
product.firstbloom.3750	publisher.firstbloom.215	3750	Indonesie Mandheling Silaban Tao	"[""ID""]"	"[""Sumatra""]"	"[""Various smallholder producers""]"	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Indonesia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3750"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4042""],""source"":""Firstbloom Data""}"
product.firstbloom.3751	publisher.firstbloom.215	3751	Peru El Palto	"[""PE""]"	"[""Amazonas""]"	"[""Various smallholder producers""]"	"[""Catimor"",""Caturra"",""Typica""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Peru""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3751"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4043""],""source"":""Firstbloom Data""}"
product.firstbloom.3752	publisher.firstbloom.215	3752	Peru Tunki	"[""PE""]"	[]	"[""Martin Quispe Guevara"",""Nazario Mamani Gemio"",""Nicolas Viamonte Quispe""]"	"[""Bourbon"",""Caturra"",""Typica""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Peru""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3752"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4044""],""source"":""Firstbloom Data""}"
product.firstbloom.3754	publisher.firstbloom.215	3754	Sumatra Orang Utan	"[""ID""]"	[]	"[""Various smallholder producers""]"	[]	"[""Giling Basah""]"	"{""cleaning_process_names"":[""Giling Basah""],""coffee_origin_country_names"":[""Indonesia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3754"",""firstbloom_roaster_id"":""215"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4046""],""source"":""Firstbloom Data""}"
product.firstbloom.3770	publisher.firstbloom.216	3770	Guatemala El Regalito	"[""GT""]"	[]	"[""Vielman Vides Villatoro Castillo""]"	"[""Bourbon"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Los Angeles y Anexos""],""firstbloom_product_id"":""3770"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4065""],""source"":""Firstbloom Data""}"
product.firstbloom.3771	publisher.firstbloom.216	3771	Colombia Select Decaf Swiss Water Process	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Castillo"",""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3771"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4066""],""source"":""Firstbloom Data""}"
product.firstbloom.3772	publisher.firstbloom.216	3772	Ethiopia Yirgacheffe Gedeb	"[""ET""]"	[]	"[""Aman Adinew""]"	"[""Regional Landraces/Heirloom""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3772"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4067""],""source"":""Firstbloom Data""}"
product.firstbloom.3773	publisher.firstbloom.216	3773	Ethiopia Burtukaana	"[""ET""]"	"[""Oromia""]"	"[""Various smallholder producers""]"	"[""Bourbon""]"	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Ethiopia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3773"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4068""],""source"":""Firstbloom Data""}"
product.firstbloom.3774	publisher.firstbloom.216	3774	Kenya Kiambu	"[""KE""]"	[]	"[""Various smallholder producers""]"	"[""SL28"",""SL34""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Kenya""],""drying_process_names"":[],""farm_names"":[""Ibonia Estate""],""firstbloom_product_id"":""3774"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4069""],""source"":""Firstbloom Data""}"
product.firstbloom.3775	publisher.firstbloom.216	3775	Rwanda Peaberry Inzovu	"[""RW""]"	[]	"[""Various smallholder producers""]"	[]	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Rwanda""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3775"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4070""],""source"":""Firstbloom Data""}"
product.firstbloom.3776	publisher.firstbloom.216	3776	Mexico Chiapas	"[""MX""]"	[]	"[""Various smallholder producers""]"	"[""Bourbon"",""Catimor"",""Caturra"",""Costa Rica"",""Maragogipe"",""Sarchimor""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Mexico""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3776"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4071""],""source"":""Firstbloom Data""}"
product.firstbloom.3777	publisher.firstbloom.216	3777	Kinfolk	"[""NTA""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3777"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4072""],""source"":""Firstbloom Data""}"
product.firstbloom.3778	publisher.firstbloom.216	3778	Mountain Music	"[""NTA""]"	[]	[]	[]	"[""Dry/Natural""]"	"{""cleaning_process_names"":[""Dry/Natural""],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3778"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4073""],""source"":""Firstbloom Data""}"
product.firstbloom.3779	publisher.firstbloom.216	3779	Iron Horse	"[""NTA""]"	[]	[]	[]	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Not Available""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3779"",""firstbloom_roaster_id"":""216"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4074""],""source"":""Firstbloom Data""}"
product.firstbloom.3807	publisher.firstbloom.217	3807	Equator Colombia	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Caturra"",""Colombia""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3807"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4104""],""source"":""Firstbloom Data""}"
product.firstbloom.3808	publisher.firstbloom.217	3808	Paradox Papua New Guinea	"[""PG""]"	[]	"[""Various smallholder producers""]"	"[""Arusha"",""Bourbon"",""Typica""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Papua New Guinea""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3808"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4105""],""source"":""Firstbloom Data""}"
product.firstbloom.3809	publisher.firstbloom.217	3809	Boneshaker Colombia	"[""CO""]"	[]	"[""Various smallholder producers""]"	"[""Castillo"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3809"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4106""],""source"":""Firstbloom Data""}"
product.firstbloom.3810	publisher.firstbloom.217	3810	Green Dragon Costa Rica	"[""CR""]"	"[""Buena Vista de Rivas""]"	"[""Rigoberto Alaya Blanco and José Ureña Ulloa""]"	"[""Catuai"",""Caturra""]"	"[""Double Washed""]"	"{""cleaning_process_names"":[""Double Washed""],""coffee_origin_country_names"":[""Costa Rica""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3810"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4107""],""source"":""Firstbloom Data""}"
product.firstbloom.3811	publisher.firstbloom.217	3811	Ring of Fire Guatemala	"[""GT""]"	[]	"[""Estuardo Falla Castillo""]"	"[""Red Bourbon""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""Finca San Sebastian""],""firstbloom_product_id"":""3811"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4108""],""source"":""Firstbloom Data""}"
product.firstbloom.3812	publisher.firstbloom.217	3812	Snowmageddon	"[""BI"",""BR""]"	[]	"[""Various smallholder producers""]"	"[""Bourbon""]"	"[""Pulped Natural"",""Wet/Washed""]"	"{""cleaning_process_names"":[""Pulped Natural"",""Wet/Washed""],""coffee_origin_country_names"":[""Brazil"",""Burundi""],""drying_process_names"":[],""farm_names"":[""Various smallholder farms""],""firstbloom_product_id"":""3812"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4109""],""source"":""Firstbloom Data""}"
product.firstbloom.3813	publisher.firstbloom.217	3813	Voyager	"[""CO"",""NI""]"	[]	"[""La Rue Palacios Family""]"	"[""Castillo"",""Catuai"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia"",""Nicaragua""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3813"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4110""],""source"":""Firstbloom Data""}"
product.firstbloom.3814	publisher.firstbloom.217	3814	Carnival Brazil	"[""BR""]"	[]	"[""Robson Vilela Martins""]"	"[""Yellow Bourbon"",""Yellow Catuai""]"	"[""Pulped Natural""]"	"{""cleaning_process_names"":[""Pulped Natural""],""coffee_origin_country_names"":[""Brazil""],""drying_process_names"":[],""farm_names"":[""Alta Vista""],""firstbloom_product_id"":""3814"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4111""],""source"":""Firstbloom Data""}"
product.firstbloom.3815	publisher.firstbloom.217	3815	Cream City	"[""CO"",""NI""]"	[]	"[""La Rue Palacios Family""]"	"[""Castillo"",""Catuai"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia"",""Nicaragua""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3815"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4112""],""source"":""Firstbloom Data""}"
product.firstbloom.3816	publisher.firstbloom.217	3816	Green Bike	"[""CO""]"	[]	[]	"[""Castillo"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3816"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4113""],""source"":""Firstbloom Data""}"
product.firstbloom.3817	publisher.firstbloom.217	3817	3 Volcanoes Dark Guatemala	"[""GT""]"	[]	"[""Hugo Chávez Mendez""]"	"[""Bourbon"",""Caturra"",""Mundo Novo""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Guatemala""],""drying_process_names"":[],""farm_names"":[""El Limonar""],""firstbloom_product_id"":""3817"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4114""],""source"":""Firstbloom Data""}"
product.firstbloom.3818	publisher.firstbloom.217	3818	Black Sheep	"[""CO"",""NI""]"	[]	[]	[]	[]	"{""cleaning_process_names"":[],""coffee_origin_country_names"":[""Colombia"",""Nicaragua""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3818"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4115""],""source"":""Firstbloom Data""}"
product.firstbloom.3819	publisher.firstbloom.217	3819	Classic French	"[""NI""]"	[]	"[""La Rue Palacios Family""]"	"[""Catuai"",""Caturra""]"	"[""Wet/Washed""]"	"{""cleaning_process_names"":[""Wet/Washed""],""coffee_origin_country_names"":[""Nicaragua""],""drying_process_names"":[],""farm_names"":[""Apolo 11"",""La Plata"",""Los Mesones""],""firstbloom_product_id"":""3819"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4116""],""source"":""Firstbloom Data""}"
product.firstbloom.3820	publisher.firstbloom.217	3820	Decaf Cream City	"[""CO""]"	[]	[]	[]	"[""Sugarcane E.A. (Ethyl Acetate)""]"	"{""cleaning_process_names"":[""Sugarcane E.A. (Ethyl Acetate)""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3820"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4117""],""source"":""Firstbloom Data""}"
product.firstbloom.3821	publisher.firstbloom.217	3821	Decaf Green Bike	"[""CO""]"	[]	[]	[]	"[""Sugarcane E.A. (Ethyl Acetate)""]"	"{""cleaning_process_names"":[""Sugarcane E.A. (Ethyl Acetate)""],""coffee_origin_country_names"":[""Colombia""],""drying_process_names"":[],""farm_names"":[],""firstbloom_product_id"":""3821"",""firstbloom_roaster_id"":""217"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4118""],""source"":""Firstbloom Data""}"
product.firstbloom.4040	publisher.firstbloom.219	4040	El Salvador Cesar Magana Bourbon	"[""SV""]"	[]	"[""César Magaña""]"	"[""Bourbon""]"	"[""Honey""]"	"{""cleaning_process_names"":[""Honey""],""coffee_origin_country_names"":[""El Salvador""],""drying_process_names"":[],""farm_names"":[""San Martin""],""firstbloom_product_id"":""4040"",""firstbloom_roaster_id"":""219"",""metadata_aggregation"":""stable union of explicit selected-release values; no missing value inferred"",""selected_release_count"":1,""selected_release_ids"":[""4377""],""source"":""Firstbloom Data""}"
