frequency_key	representative_expression_key	representative_basic_normalized_text	normalized_text	expression_frequency	document_frequency	publisher_prevalence_count	publisher_sample_count	country_prevalence_count	country_sample_count	value_semantics
frequency.firstbloom-a6cb002-pilot-v1.5424d2ad004e4529244e3e7cb9f64f82a2bfc014c9076cfd7048e5710f7766b0	expression.observed.en.sha256_5424d2ad004e4529244e3e7cb9f64f82a2bfc014c9076cfd7048e5710f7766b0	strawberry and grapefruit	strawberry and grapefruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a7094a6e2333c57ec4b76ab20e976a92e8b6a2fc05ed0f96b0d26208b9f5d720	expression.observed.en.sha256_a7094a6e2333c57ec4b76ab20e976a92e8b6a2fc05ed0f96b0d26208b9f5d720	strawberry candy	strawberry candy	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.45bb7ea25f945d55e67e1316c531e5ed150d8a76a5adb3612652ee1230263e53	expression.observed.en.sha256_45bb7ea25f945d55e67e1316c531e5ed150d8a76a5adb3612652ee1230263e53	strawberry cream & biscuit	strawberry cream & biscuit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.dcfe076791ccd85b8baa51bc129145b780e57012c21ad3f074fa3764975b9298	expression.observed.en.sha256_dcfe076791ccd85b8baa51bc129145b780e57012c21ad3f074fa3764975b9298	strawberry jam	strawberry jam	6	6	6	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.8a67926a0d33d30e78506c4c88857ce0780c611decf6b27df86c1f92d43c4643	expression.observed.en.sha256_8a67926a0d33d30e78506c4c88857ce0780c611decf6b27df86c1f92d43c4643	strawberry lollipop	strawberry lollipop	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.20f9e62e4c60605ee222d334f8258fbffeaf08ad04380baec927b399260c8ba1	expression.observed.en.sha256_20f9e62e4c60605ee222d334f8258fbffeaf08ad04380baec927b399260c8ba1	strawberry milkshake	strawberry milkshake	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.eda15ce4834ac303532bc6973df5ff8a5deb75d7dfceb9fc2cdf1bb450a01cf5	expression.observed.en.sha256_eda15ce4834ac303532bc6973df5ff8a5deb75d7dfceb9fc2cdf1bb450a01cf5	strong	strong	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.dbab5d93cea011af47897b2c3d29f2c049a35a42ca2f5eae98e1caae57b04f5e	expression.observed.en.sha256_dbab5d93cea011af47897b2c3d29f2c049a35a42ca2f5eae98e1caae57b04f5e	strong chocolate notes	strong chocolate notes	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.71d6a37fa41aba8789868f45be4dfa89f0ad81e93aca9e8b8f1be8abba972ca4	expression.observed.en.sha256_71d6a37fa41aba8789868f45be4dfa89f0ad81e93aca9e8b8f1be8abba972ca4	structured	structured	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.20da943a28deda2a1891bd9303cb1ccdf22df79f190048334657a96d72ebc8cd	expression.observed.en.sha256_20da943a28deda2a1891bd9303cb1ccdf22df79f190048334657a96d72ebc8cd	structured and creamy	structured and creamy	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.17f5c6aa0a0653a3767ee457aee8cbd559bbc7b6c80d3976abd5c3c8b47ace14	expression.observed.en.sha256_17f5c6aa0a0653a3767ee457aee8cbd559bbc7b6c80d3976abd5c3c8b47ace14	sturdy crema	sturdy crema	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.af16de2858f4569d32d56b6ada9a91aabc7ae15d0c4d43469a1acabcdac90ce9	expression.observed.en.sha256_af16de2858f4569d32d56b6ada9a91aabc7ae15d0c4d43469a1acabcdac90ce9	subtle chocolate	subtle chocolate	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2a83444370ba0864e396cc5c9b7720954cab9bc157a9c5af86f67e3d7aeabc39	expression.observed.en.sha256_2a83444370ba0864e396cc5c9b7720954cab9bc157a9c5af86f67e3d7aeabc39	subtle cinnamon	subtle cinnamon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ed426c7ec053533c5a3be1b0ace533ed33cbc7784bd61f39fdb62f72e6a863ae	expression.observed.en.sha256_ed426c7ec053533c5a3be1b0ace533ed33cbc7784bd61f39fdb62f72e6a863ae	subtle cinnamon finish	subtle cinnamon finish	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.9d16951143a67b9da520b8519db658595debc8bf4955f90667ab7f52d96c9004	expression.observed.en.sha256_9d16951143a67b9da520b8519db658595debc8bf4955f90667ab7f52d96c9004	subtle fruit	subtle fruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb	expression.observed.en.sha256_cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb	sugar	sugar	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	expression.observed.en.sha256_315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	sugar cane	sugar cane	14	14	12	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a278db801eb84e95b6c6b577b2000dea365833702b5066018f00c0d6b5cd94f9	expression.observed.en.sha256_a278db801eb84e95b6c6b577b2000dea365833702b5066018f00c0d6b5cd94f9	sugar cane and cola	sugar cane and cola	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b436b09d5b8339051fafe2bd3b931f5e147527e7a4519a83cb0d34996c3ab05d	expression.observed.en.sha256_b436b09d5b8339051fafe2bd3b931f5e147527e7a4519a83cb0d34996c3ab05d	sugar cane and dried fruit	sugar cane and dried fruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.5ff81b00f75c3d788b77a69ef9bfe4117e206ead9185828b0102818a609d6765	expression.observed.en.sha256_5ff81b00f75c3d788b77a69ef9bfe4117e206ead9185828b0102818a609d6765	sugar cane and grapefruit	sugar cane and grapefruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.890ba98dee1c4ccec6141be5bcb02f68a81bb344c95626f35c2740e3eb519559	expression.observed.en.sha256_890ba98dee1c4ccec6141be5bcb02f68a81bb344c95626f35c2740e3eb519559	sugar cookie	sugar cookie	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.1291ff2ab55682e48f1512780a70e2edc608fa9898f4cfd18a34aab4b7b6f4ff	expression.observed.en.sha256_1291ff2ab55682e48f1512780a70e2edc608fa9898f4cfd18a34aab4b7b6f4ff	sugar cookies	sugar cookies	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.42e6ee4d258491aaeec0e9d31d335a9aa7d5edd4a764fef0b29738edde79ed1c	expression.observed.en.sha256_42e6ee4d258491aaeec0e9d31d335a9aa7d5edd4a764fef0b29738edde79ed1c	sugar plum	sugar plum	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b2e55e456cf481005d30ad1df9125fff00c56bc92491dac8af91ec77a931efa2	expression.observed.en.sha256_b2e55e456cf481005d30ad1df9125fff00c56bc92491dac8af91ec77a931efa2	sugarcane	sugarcane	4	4	4	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.dc1ec2132b929b125ae36c4272c6449c8888609a957cf2625bbd8f1404d52597	expression.observed.en.sha256_dc1ec2132b929b125ae36c4272c6449c8888609a957cf2625bbd8f1404d52597	sugared blackberries	sugared blackberries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a15f28b03d7db134e1346bdc30b4aadb6073251d2b1d63697c75772eceddabb6	expression.observed.en.sha256_a15f28b03d7db134e1346bdc30b4aadb6073251d2b1d63697c75772eceddabb6	sugared dried apricot	sugared dried apricot	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.36ba012150decf045e99d9f52b98833f88f03c1029223d7e748cd3cb5066356b	expression.observed.en.sha256_36ba012150decf045e99d9f52b98833f88f03c1029223d7e748cd3cb5066356b	sugarmelon	sugarmelon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.69c0a0a11cfe9fd86d675f3b0d2fbf7159d63636a12d31ccf153be249e3c8745	expression.observed.en.sha256_69c0a0a11cfe9fd86d675f3b0d2fbf7159d63636a12d31ccf153be249e3c8745	sugary	sugary	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.174d2ef545e194ae7ce7b900c882a28540e596e42fac0c4668ada7afdbe3d389	expression.observed.en.sha256_174d2ef545e194ae7ce7b900c882a28540e596e42fac0c4668ada7afdbe3d389	sultana	sultana	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.8c6181a95558939499a1d74d8dba8ce53287f9a965ae111d70c25dd06ce72cb1	expression.observed.en.sha256_8c6181a95558939499a1d74d8dba8ce53287f9a965ae111d70c25dd06ce72cb1	sumo orange	sumo orange	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.3990a79e0ee09924c176b68b3452f9da63d5c36c541950e172a17ccda09a9175	expression.observed.en.sha256_3990a79e0ee09924c176b68b3452f9da63d5c36c541950e172a17ccda09a9175	sun-dried berries	sun-dried berries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.12eb8a602f2f79a346f49dd6456af6583640f34eba84b9ea8a6cae832cf6e001	expression.observed.en.sha256_12eb8a602f2f79a346f49dd6456af6583640f34eba84b9ea8a6cae832cf6e001	super juicy	super juicy	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.cfdc7b324ca35d35a32c6d25b1b2414a35806d10ae833f96952e245401abf6c0	expression.observed.en.sha256_cfdc7b324ca35d35a32c6d25b1b2414a35806d10ae833f96952e245401abf6c0	supported by dark chocolate	supported by dark chocolate	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.726247515b2b91766a6f6265aa75ca7925468fb835242c339a84578dfc9e2479	expression.observed.en.sha256_726247515b2b91766a6f6265aa75ca7925468fb835242c339a84578dfc9e2479	swedish berries	swedish berries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	expression.observed.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	sweet	sweet	55	55	37	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ac57d7f73d42753339fa426129e253c1bd435f79011fc1a1a912565cb5f78bc8	expression.observed.en.sha256_ac57d7f73d42753339fa426129e253c1bd435f79011fc1a1a912565cb5f78bc8	sweet & clean	sweet & clean	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a8590ab767dd40c1e21bab14d31a1a06521f4da9e717a733f3cd42ca33c9835f	expression.observed.en.sha256_a8590ab767dd40c1e21bab14d31a1a06521f4da9e717a733f3cd42ca33c9835f	sweet & juicy	sweet & juicy	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.3e03695b1d5174ba058caf6d005ec2ddbd0bab2632a718d42117328c1bca146b	expression.observed.en.sha256_3e03695b1d5174ba058caf6d005ec2ddbd0bab2632a718d42117328c1bca146b	sweet and comforting	sweet and comforting	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.470ee6d4b7134498103a44fdf87003905998f33e35579195451f97cd9f824f8d	expression.observed.en.sha256_470ee6d4b7134498103a44fdf87003905998f33e35579195451f97cd9f824f8d	sweet and creamy	sweet and creamy	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ae5de3b8cd4f6e56cffb574c7eba27b1eae608c547034a2f8ccbfc25447dbb14	expression.observed.en.sha256_ae5de3b8cd4f6e56cffb574c7eba27b1eae608c547034a2f8ccbfc25447dbb14	sweet and delicate	sweet and delicate	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.85ef175ad47fb8b4c28d9e2550315828818e1a609a3a0c2fe5678afd2b65cefa	expression.observed.en.sha256_85ef175ad47fb8b4c28d9e2550315828818e1a609a3a0c2fe5678afd2b65cefa	sweet and lingering	sweet and lingering	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a799f36aec9499d241d979cb843a71e31623f22f675b1f7c72a51b33716eef14	expression.observed.en.sha256_a799f36aec9499d241d979cb843a71e31623f22f675b1f7c72a51b33716eef14	sweet apple	sweet apple	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ce2e3493d701975f2139f5a3ac8985f00f7f06f71b837d13987ba9aacddace1a	expression.observed.en.sha256_ce2e3493d701975f2139f5a3ac8985f00f7f06f71b837d13987ba9aacddace1a	sweet apple/pear	sweet apple/pear	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.491aa337f928b59544071ca98aa678b0d711a05d418cb1681f66e511e01a7e95	expression.observed.en.sha256_491aa337f928b59544071ca98aa678b0d711a05d418cb1681f66e511e01a7e95	sweet aroma	sweet aroma	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.6619a61f89d41087964f9e23405175c47492687b4677a8a83d5fe2799aea346d	expression.observed.en.sha256_6619a61f89d41087964f9e23405175c47492687b4677a8a83d5fe2799aea346d	sweet berries	sweet berries	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2e481b4875379cf018cd9bcecc4e609e5f2185b9ad132ea6142c1d16829ba03a	expression.observed.en.sha256_2e481b4875379cf018cd9bcecc4e609e5f2185b9ad132ea6142c1d16829ba03a	sweet black cherry	sweet black cherry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.90786cf986cb8298de1e1857b8f2db560de57ec66884424915d27c0d25790e1f	expression.observed.en.sha256_90786cf986cb8298de1e1857b8f2db560de57ec66884424915d27c0d25790e1f	sweet blueberry	sweet blueberry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.61f3c9b8fc1da668dc35ee3b92cce0fac4679f5103c567b51fa88fcd9a405526	expression.observed.en.sha256_61f3c9b8fc1da668dc35ee3b92cce0fac4679f5103c567b51fa88fcd9a405526	sweet butter and brownie	sweet butter and brownie	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.52f7445a25365532e06688c106decd7c8cc1ba66cd2048243f78dca02ce2e818	expression.observed.en.sha256_52f7445a25365532e06688c106decd7c8cc1ba66cd2048243f78dca02ce2e818	sweet caramel	sweet caramel	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.ce3d87d4883759ca5234a9a1a4238b73141d4d2535e8884a4f2992268b752b50	expression.observed.en.sha256_ce3d87d4883759ca5234a9a1a4238b73141d4d2535e8884a4f2992268b752b50	sweet cherries and currants	sweet cherries and currants	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.94264fb8a93cc87e84bc9b4a6ac7bda1407ff19fe4f6d7453fab03b083913a06	expression.observed.en.sha256_94264fb8a93cc87e84bc9b4a6ac7bda1407ff19fe4f6d7453fab03b083913a06	sweet cherry	sweet cherry	3	3	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0c3b18fdf6b9218bf2a0b8326a5090a4b739d4543b00a5550d96f4a39f80cafb	expression.observed.en.sha256_0c3b18fdf6b9218bf2a0b8326a5090a4b739d4543b00a5550d96f4a39f80cafb	sweet cherry notes	sweet cherry notes	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.9b9b2ffa43e9a3ae40132c8fffa73606bd2f4c90aa24b8f5bb6c9609ec7a63e6	expression.observed.en.sha256_9b9b2ffa43e9a3ae40132c8fffa73606bd2f4c90aa24b8f5bb6c9609ec7a63e6	sweet chocolate	sweet chocolate	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.a99492eee5f9257c1fc62fa681f09b7d2e9947c48924b6465e4931c8f0cac4e1	expression.observed.en.sha256_a99492eee5f9257c1fc62fa681f09b7d2e9947c48924b6465e4931c8f0cac4e1	sweet citrus	sweet citrus	2	2	2	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0ad15955c02fe29f7385224f3b4b7cb4af329bd5cca598accee662232337397f	expression.observed.en.sha256_0ad15955c02fe29f7385224f3b4b7cb4af329bd5cca598accee662232337397f	sweet citrus with vanilla in the finish	sweet citrus with vanilla in the finish	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.004c9296a1db68840bac6fba49cf73b4927c0fd928c6609a1e56a1cf951e2e9e	expression.observed.en.sha256_004c9296a1db68840bac6fba49cf73b4927c0fd928c6609a1e56a1cf951e2e9e	sweet coffee	sweet coffee	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.8274ebf2d8fd55a0dccdc960cdf8c9cacc5334d76e89c463a211cc5d742e84b5	expression.observed.en.sha256_8274ebf2d8fd55a0dccdc960cdf8c9cacc5334d76e89c463a211cc5d742e84b5	sweet coffee with a nutty-chocolate aroma	sweet coffee with a nutty-chocolate aroma	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2ce541e0dc7baf3e161b4f2b0c075ad56f94b4c4be2111ec37a2a36772132b62	expression.observed.en.sha256_2ce541e0dc7baf3e161b4f2b0c075ad56f94b4c4be2111ec37a2a36772132b62	sweet coffee with notes of milk chocolate	sweet coffee with notes of milk chocolate	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.46e642a18a7b747593fec418e8356ef9ad3bfc94e35cb824e199af95171c9968	expression.observed.en.sha256_46e642a18a7b747593fec418e8356ef9ad3bfc94e35cb824e199af95171c9968	sweet cream	sweet cream	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.513c7bcec268ce7f73449f5876eead2fe34458c6aa912415dbf6f18990bf4f94	expression.observed.en.sha256_513c7bcec268ce7f73449f5876eead2fe34458c6aa912415dbf6f18990bf4f94	sweet cream and strawberry	sweet cream and strawberry	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.2d2002e38da4910734d37b6e7d7bc1293f9c5bd08a2b3580a52008feaba19c93	expression.observed.en.sha256_2d2002e38da4910734d37b6e7d7bc1293f9c5bd08a2b3580a52008feaba19c93	sweet grape	sweet grape	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.9093d7e4e018e93a5bbfa677f0a54f0ca608979fbb37272106a05d03f5b0d9f5	expression.observed.en.sha256_9093d7e4e018e93a5bbfa677f0a54f0ca608979fbb37272106a05d03f5b0d9f5	sweet grapefruit	sweet grapefruit	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.d954fdb26733d2fc24931ea8e8ae53bf9fbc857ea8941c4653025ac3d949ddbe	expression.observed.en.sha256_d954fdb26733d2fc24931ea8e8ae53bf9fbc857ea8941c4653025ac3d949ddbe	sweet lemon	sweet lemon	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4b291a12d4a0d9f8a851ee96fc51780bb6e031d876c54571feb9d68549482da9	expression.observed.en.sha256_4b291a12d4a0d9f8a851ee96fc51780bb6e031d876c54571feb9d68549482da9	sweet lemon and melon	sweet lemon and melon	2	2	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.12a4b317aea8e14f37f775a58f67f97b39127a79f7e83fd48ae228f4ea919dde	expression.observed.en.sha256_12a4b317aea8e14f37f775a58f67f97b39127a79f7e83fd48ae228f4ea919dde	sweet lime	sweet lime	3	3	3	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.244b31ba7d145613ddf53971104bab2fd533199769a439be024d0b5ed912c5b5	expression.observed.en.sha256_244b31ba7d145613ddf53971104bab2fd533199769a439be024d0b5ed912c5b5	sweet lingering finish	sweet lingering finish	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.669ab269a3a2ba01abcf254bf5267513024293d5ffcb72ce54c9999bb8430ad3	expression.observed.en.sha256_669ab269a3a2ba01abcf254bf5267513024293d5ffcb72ce54c9999bb8430ad3	sweet melon	sweet melon	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.4f1b3e0c66a8beef0d1c7b7d594597c1d9179468876b096a3d599dbd80a2eb42	expression.observed.en.sha256_4f1b3e0c66a8beef0d1c7b7d594597c1d9179468876b096a3d599dbd80a2eb42	sweet nuts	sweet nuts	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
frequency.firstbloom-a6cb002-pilot-v1.0678924d637fd9e29b17fec5afd46e0b32a2310a4e1c8250a487fd3fef052c8d	expression.observed.en.sha256_0678924d637fd9e29b17fec5afd46e0b32a2310a4e1c8250a487fd3fef052c8d	sweet oats	sweet oats	1	1	1	215			Retained normalized phrase occurrence, document, and publisher counts in the frozen pilot. Country prevalence is NULL because roaster country is not source asserted.
