expression_key	language_tag_code	expression_text	basic_normalized_text	normalized_text	raw_variant_count	occurrence_count
expression.observed.en.sha256_1362ad9a31544aa893730839055c7de486af26fcf786c16f94f6a2503b77d33e	en	Roasted Walnuts and Dark Chocolate	roasted walnuts and dark chocolate	roasted walnuts and dark chocolate	1	1
expression.observed.en.sha256_ddfc64e57d3382d03b343eb0dd97ad8d2eb84e837794dd55b9ea6a350cd8674c	en	Roasty	roasty	roasty	1	1
expression.observed.en.sha256_3f650dce81c641b4cf5870eaff5ab08b816b2fed5f8cc38b4693ae41c6b823f1	en	Robust	robust	robust	1	2
expression.observed.en.sha256_bbef3fa4c538bac8c480fbf18f96fd967ba19a6be918da48de9eb649ec4afa34	en	Rock Candy	rock candy	rock candy	1	1
expression.observed.en.sha256_0d1dd2f8d171d54e42ff3a78670f938a513a9cf64fc3d10d8163d9c89b999ff6	en	Rooibos	rooibos	rooibos	1	1
expression.observed.en.sha256_7793bcb86e1ba565e06f096d0e601f15fb87d7105bdc03d6ba4cd67737108701	en	Rooibos Tea	rooibos tea	rooibos tea	1	1
expression.observed.en.sha256_2c9a72131f9470809f9d2f6397cc0475c9f1f3a5441cd9a82b2ff807069541dc	en	root beer	root beer	root beer	1	1
expression.observed.en.sha256_618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	en	ROSE	rose	rose	3	15
expression.observed.en.sha256_c8e80fb7b052e34e8dd649d94069e002f302b9063783bc8146dc147c853f08bd	en	rose and cocoa	rose and cocoa	rose and cocoa	1	1
expression.observed.en.sha256_1681e6c1a55f1bbfcc8114b31ee8676ae922279292cb97187d43728f0b907cdf	en	rose and raspberry	rose and raspberry	rose and raspberry	1	1
expression.observed.en.sha256_8c3c2e02c1fdcf7ec847690f07b921089361a297dc44c345cd812add5bec620c	en	rose hip	rose hip	rose hip	1	1
expression.observed.en.sha256_96eed1e253c8601cf063aa5581ed27b50e18954fe517bb374714a97736aaa7d3	en	Rose hips	rose hips	rose hips	1	1
expression.observed.en.sha256_dfc72cb2e09c27c033d31d49b143512c204bc177a94c855d2c682ca97673a57c	en	Rose lemonade	rose lemonade	rose lemonade	1	1
expression.observed.en.sha256_ce0399308ec5fc6d0120d5e03d3892ba3fc7b993a473ea5cda2472f67690f172	en	rose petals	rose petals	rose petals	1	1
expression.observed.en.sha256_efdfc96f94ef03d415014dac179b5d00b0efaf773efe3155fc5920a1b8e5973c	en	rose water	rose water	rose water	1	2
expression.observed.en.sha256_2b0b012284420f79a1e533966cc39855d140cde1b4ee73db5bdc68d27784f722	en	Rose Water and Strawberry	rose water and strawberry	rose water and strawberry	1	1
expression.observed.en.sha256_6f34996dc5ee9421a867604d140b2dffac971e907ec0157628223483262457af	en	rosehip	rosehip	rosehip	1	1
expression.observed.en.sha256_f5b1f644f7c128b6522f2f49b300557655c5f2db68ef110729c9de88b7c5c0a9	en	rosemary	rosemary	rosemary	1	2
expression.observed.en.sha256_ed59b33d75c761b854d60c78af61573693bb11cc911eb9057aea98aad997af17	en	Rosemary shortbread	rosemary shortbread	rosemary shortbread	1	1
expression.observed.en.sha256_0515aa086a21d9b65d30b41aeb325de3783a40bd9f93ecb3110ef4845aa4848f	en	roses	roses	roses	1	1
expression.observed.en.sha256_a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	en	Round	round	round	2	6
expression.observed.en.sha256_000aa664a0e5e88995e5a764a72db3c60acacbe53bb524198451eb9fe243f2ed	en	round berry acidity	round berry acidity	round berry acidity	1	1
expression.observed.en.sha256_dbd24de4b3bfbc82932a4c84b1edaad60aeb8b8673f18e038041b404050b34d9	en	round juicy aftertaste	round juicy aftertaste	round juicy aftertaste	1	1
expression.observed.en.sha256_01024deec75e9c0eb827d664f2a6880101e363819017fa6d96b0b345ea25ef3e	en	Rounded	rounded	rounded	1	1
expression.observed.en.sha256_57f64f1b45572420f70df63573f4b115970951a20723cd4e8371d88e13dbcea2	en	Rum	rum	rum	2	4
expression.observed.en.sha256_528638bed53175b1490906fcc7a600409483947d21e8923aa0673b2ea3ed853b	en	rustic	rustic	rustic	1	1
expression.observed.en.sha256_5aa1fd8efda357d8319ef81b8fbaa13f8c1ecd0f19522de33da0b0466b73b198	en	rustic quality	rustic quality	rustic quality	1	1
expression.observed.en.sha256_3b7083cb13a4f441b373d698d3aa4f2a546c55357a9c19ea7e97b6761ae21229	en	S'mores	s'mores	s'mores	1	1
expression.observed.en.sha256_37a482d24f470cf2c2d9f2c40b0fc4d326e8f903f8c1dd1d104e201fcc4813d8	en	saccharine	saccharine	saccharine	1	1
expression.observed.en.sha256_4158bb823518e4cd438aa5123fc40ed559adc6e389bf6f16a7c8f897f96ef1b4	en	Sacher cake	sacher cake	sacher cake	1	1
expression.observed.en.sha256_170b2e7292ccf21db9da14e63e95a87f06e1b3e68d15c653d99f9733bf9c6715	en	Saddle leather	saddle leather	saddle leather	1	1
expression.observed.en.sha256_7e5d4325a44714fc86a9b6989e41e966a7297bfe7e913c15fb9ab19588e33d61	en	sage	sage	sage	1	1
expression.observed.en.sha256_100982cff6514d03909ef4949f17074856bf0094d693505b87badda85e0573ba	en	Salted Caramel	salted caramel	salted caramel	2	3
expression.observed.en.sha256_e3f040d1ef768d8ef32bc6f4db446d162d4afa533eeea7dfb1e2d1cad1264c0e	en	Salted Caramel and Almond Paste	salted caramel and almond paste	salted caramel and almond paste	1	1
expression.observed.en.sha256_b9a3419e010b46660fab3e0109102657fd62879f46778462c21d8b6449776334	en	saskatoon berry	saskatoon berry	saskatoon berry	1	1
expression.observed.en.sha256_25b2adcfec3e5d5332604e8b94e0ceb2f359aca275fc4610fab2030bbe566b9b	en	savory	savory	savory	1	1
expression.observed.en.sha256_b3a05760f2e9c0c66272cbe47e9a78d7354375d736b03f02b69d89a5a257f66c	en	sea buckthorn	sea buckthorn	sea buckthorn	1	1
expression.observed.en.sha256_5e0617a0468025cb5141c6849466e9a261031ca3a8200d26500a4d784ced0194	en	Semi-Sweet Chocolate	semi-sweet chocolate	semi-sweet chocolate	2	2
expression.observed.en.sha256_4a6a538581d3522e8c0f015b5999530aaefb46c39e78d733761ce11732ee8c0b	en	Sherbert lemons	sherbert lemons	sherbert lemons	1	1
expression.observed.en.sha256_40a770acbf0d9e02994a89f4b6d01060cac310d1faf5f0968b4583704bb7e4b2	en	short finish	short finish	short finish	1	1
expression.observed.en.sha256_98f3c885ef7edac7c1810dc65bf5eb8a375d41a272be514accb83d3a2c5b5d11	en	Shortbread	shortbread	shortbread	2	4
expression.observed.en.sha256_ecdf180db5c9f056f61292eb86e1d66eb6c660b17c7ba407a769d3d718e827a1	en	shortbread cookie	shortbread cookie	shortbread cookie	1	1
expression.observed.en.sha256_728a07126ea01d49ac050b9acca152451ae22ca6c3a67c800759ce50ffb7d68d	en	Silky	silky	silky	2	6
expression.observed.en.sha256_a323c941b2e613a88676a3106edaeb141016f7c63723f579f75ee7edd9c25f89	en	silky & round	silky & round	silky & round	1	1
expression.observed.en.sha256_126a68e47a731cffec5e37a202794020f26c61b938fdd172a24b160582be794c	en	Silky Body	silky body	silky body	2	3
expression.observed.en.sha256_04d588cb41b8022d1233924f0fe8280d9e2bb92cdc81658eb102ef9c42fc9452	en	Smoke	smoke	smoke	2	2
expression.observed.en.sha256_256612668cdbaa83ac6d4dfbeb4a8b54b37cb01090d26f0d784ce61d2bc6e8a3	en	Smoke & Roasty	smoke & roasty	smoke & roasty	1	1
expression.observed.en.sha256_457d246c3e4b66ce9bce429a0141e61d2d2782515cc6691423f0bb3200d56dde	en	smoked plum	smoked plum	smoked plum	1	1
expression.observed.en.sha256_d443268885f6a8215c70672c4b523cfed398c895e7004741e6389d56957d4ca8	en	Smokey	smokey	smokey	1	2
expression.observed.en.sha256_079f66fe293cb1a6185d5588b13eaadb30475f9c3c6e47495fccfcedbbff7bfc	en	Smoky	smoky	smoky	2	6
expression.observed.en.sha256_744123f392a2b7fce75ba197da704390d65808093926f610c136210062c68ce2	en	Smoky & rustic - Burnt tumbleweed	smoky & rustic - burnt tumbleweed	smoky & rustic - burnt tumbleweed	1	1
expression.observed.en.sha256_444179ce06f4dc1621b7262a34cb3ba25b34d9ea03c63a7e8bcfaa2e47f035fa	en	smoky roast character	smoky roast character	smoky roast character	1	1
expression.observed.en.sha256_c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed	en	Smooth	smooth	smooth	2	17
expression.observed.en.sha256_5e6bc4fcbfc27c9df7fc5b16c2c74796ccc8fec5820092fa92c1f7b63e8944cd	en	Smooth & Syrupy	smooth & syrupy	smooth & syrupy	1	1
expression.observed.en.sha256_2da0577760df754c9d6cb8f0cc6f0e302be30f1008fa6c966071c4f40f4a961f	en	Smooth and balanced	smooth and balanced	smooth and balanced	1	1
expression.observed.en.sha256_d43ed8fdad6cfce254f40d9f636407f39ab7ce4272aec55b08909fee68b1ad2d	en	Smooth and Buttery	smooth and buttery	smooth and buttery	1	1
expression.observed.en.sha256_af4790cde9ddfab7fc89ae01ba2b6b12aeb4cb6f6bf7d2a2a9876a45598de4a0	en	Smooth and Coating	smooth and coating	smooth and coating	1	1
expression.observed.en.sha256_cc444b5267aeca4ec3057972aae84b44c068071289a4ecb57ffd8fc7240e4e6c	en	Smooth and sweet with creamy mouthfeel	smooth and sweet with creamy mouthfeel	smooth and sweet with creamy mouthfeel	1	1
expression.observed.en.sha256_a5535698e3d40bce3f4bb370da5d4618df22a8c565e8352e4f93d6bcae10bdea	en	Smooth Chocolate	smooth chocolate	smooth chocolate	1	1
expression.observed.en.sha256_97521e887688b3cc6fe1aa07715b583c8904348ec779b456ee34e8c1124066be	en	Smooth Mouthfeel	smooth mouthfeel	smooth mouthfeel	1	1
expression.observed.en.sha256_dd4b4166e278c38d3b22dd38da03181a49b87e9d3faf7e4048e91849b4471e4a	en	soda lime	soda lime	soda lime	1	1
expression.observed.en.sha256_fae1c4984cc3e9afb8b2582da73a3db5d6bbcf7985c1f0a47fc3d1554530b15c	en	Soda-pop	soda-pop	soda-pop	1	1
expression.observed.en.sha256_f5f445528f4a0134354c891fbd95fd0734d25cb2c9206c4684545ae49b14d29b	en	soft	soft	soft	1	3
expression.observed.en.sha256_deba54e0e89fa3c8c6ef50a7a40da4eb78f920f720ee0ee3a4cfd4e854a254e1	en	soft acidity	soft acidity	soft acidity	1	1
expression.observed.en.sha256_8a143a00d873f582780dcbec495db3f9f1d64b100821f9b8fa46a692e6616cb2	en	Soft Caramel	soft caramel	soft caramel	2	2
expression.observed.en.sha256_8c964a3df3bed2fc81c25929085b3562ec2481489d2f36188416e1d146fc2445	en	Soft Floral	soft floral	soft floral	2	2
expression.observed.en.sha256_0d65042241bfd05272c20a9f60c09831f82e117497053ace01528d7f5b6928b3	en	soft orange	soft orange	soft orange	1	1
expression.observed.en.sha256_7b5f85caf42158bcb16e380ee4fc75ec8d6c2e29ae1b13a97c1af6cfa5a83fa8	en	sorghum	sorghum	sorghum	1	1
expression.observed.en.sha256_9e1659d5a47ec1e34bce604d11a5dc0a4064ed1f4fc23f608333bb726f3b9207	en	Sour Cherry	sour cherry	sour cherry	1	1
expression.observed.en.sha256_9f7411175a19631ed6da69451bb20ed0c4f7fe6398e123f0217efe4942ad49e7	en	Sparkling	sparkling	sparkling	2	2
expression.observed.en.sha256_6d129d0d1e4fed38ce22af824c92a63d6cde647a2fc93ea21fc9d077a5ad4f30	en	Sparkling Acidity	sparkling acidity	sparkling acidity	1	1
expression.observed.en.sha256_ba40c9291f0e80bf0541e8e3bd456cf6fbd1160afbf9b096909af6a8482ee44a	en	Sparkling Citric Acidity	sparkling citric acidity	sparkling citric acidity	1	2
expression.observed.en.sha256_f6592b15ab9c3e0959cf1f765fc5e7b0bf022e3ebf797c492343345f75e97cd8	en	sparkling pink grapefruit and grape jelly	sparkling pink grapefruit and grape jelly	sparkling pink grapefruit and grape jelly	1	1
expression.observed.en.sha256_509c701f67918dfe56a8fef03381c702f9874c9b37a1ce7fe24dd9119cb70d56	en	spearmint	spearmint	spearmint	1	1
expression.observed.en.sha256_58e989955f4b358feb6e4580eff3c7a04f5d9fa2d8381a6479cdfffa4cbe1211	en	Spice	spice	spice	2	9
expression.observed.en.sha256_fbe22aba40763f73e9e784756c258a64a097c59ba76c7263ea21390e6e5e4c89	en	spice and cedar aftertastes	spice and cedar aftertastes	spice and cedar aftertastes	1	1
expression.observed.en.sha256_1e31121a0ceabd09e25228eadde57fd0c063eabe2996d8e8b6cb59c8417286c0	en	spice and toffee	spice and toffee	spice and toffee	1	1
expression.observed.en.sha256_1705a58c9e6ec3d4e12ae49cb05d1d5f985634bb234ca1bb8dbf7ef5648bed87	en	spiced apple	spiced apple	spiced apple	1	1
expression.observed.en.sha256_646914299a19cb64c31a2e6f0f5c3f7a0852c5883bec239d9bfac07de546b5c3	en	spiced cider	spiced cider	spiced cider	1	1
expression.observed.en.sha256_e1b9e5df7ab2ffbc4742bdc49b0068101d3e84e2c29717ea73da88c5ae8ffa18	en	Spiced Finish	spiced finish	spiced finish	1	1
expression.observed.en.sha256_aac3291f84f814ddce6395ab26fb71a5edd173eb56f77c4bd719a2907c717a08	en	spiced plum	spiced plum	spiced plum	1	1
expression.observed.en.sha256_1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	en	Spices	spices	spices	2	5
expression.observed.en.sha256_2efa64f91736e51bfbcae85be793635c890cf873727a90a959ad0fbcffafbead	en	Spicy	spicy	spicy	2	6
expression.observed.en.sha256_1f565be9abcbf634baf9f07ec98df502afee7be237c96e669d4eb8ad28dd46f1	en	Sponge Cake	sponge cake	sponge cake	1	1
expression.observed.en.sha256_3fe5af94375a6342f57e49742b4af017aac8293adf6a55527f34e23a518798e7	en	Sponge toffee	sponge toffee	sponge toffee	2	3
expression.observed.en.sha256_eab9d253a7e558d5127fbf4c137647d90ebda43d21d2c2342f9930b70d4fd59e	en	stacked with notes of blackberry	stacked with notes of blackberry	stacked with notes of blackberry	1	1
expression.observed.en.sha256_aab8b8d556820d47e2e4ea2faa3aab2a730ad8386ba9f30b457969314b2ec591	en	Star Anise	star anise	star anise	2	3
expression.observed.en.sha256_81ab4c676117ab764e885111141aed5cc8c4c41c0ed4ee8fafe1b09a7ef047bc	en	star fruit	star fruit	star fruit	1	1
expression.observed.en.sha256_b418d9f63527a9a4636469da91e9c2546441540325e6f1b3f0f8774fb4f56930	en	Starfruit	starfruit	starfruit	1	2
expression.observed.en.sha256_fece5b2cf8f84453aec7a1fbd6f49a240f5df30bddd93e86c434e37c41904038	en	Starfruit and Cherry	starfruit and cherry	starfruit and cherry	1	1
expression.observed.en.sha256_8015e44b8c1534b904531b75ce4d070c56713c6e1e4019383af0a4aa8bc2c38c	en	starfruit and grapefruit acidity	starfruit and grapefruit acidity	starfruit and grapefruit acidity	1	1
expression.observed.en.sha256_7f24508f1bcd8761e74038ae7d76c314d2098344a1212f1e5c415c4170a12505	en	Starfruit and White flowers	starfruit and white flowers	starfruit and white flowers	1	1
expression.observed.en.sha256_df758cef8e57e1d924ac6167b5779c8c7af46a7976f39c22532c1f432f38c5ad	en	starfruit/gooseberry	starfruit/gooseberry	starfruit/gooseberry	1	1
expression.observed.en.sha256_941c8fa676ca32c2bba646914d5aafdd4e2d43eb9f53d0470c2242080c0cf17a	en	Stewed Fruit	stewed fruit	stewed fruit	1	2
expression.observed.en.sha256_8c61266f87c40cb6ba6641526dfec3da50840e1f38f2a948f7ab8e1ea265f604	en	Stewed Fruit and Red Grape	stewed fruit and red grape	stewed fruit and red grape	1	1
expression.observed.en.sha256_13cbbf995f33eace50efaf52893e23ed473139426576d123a62179fc92d632ef	en	stewed fruits	stewed fruits	stewed fruits	1	1
expression.observed.en.sha256_9c29e93ba1c4cb77c2fdc62614155347955ca4b18b1f5bada0488cc46172c418	en	Stewed pear	stewed pear	stewed pear	1	1
expression.observed.en.sha256_f37f8b0cd0aca6074cf5597d4f57d45bb53fb0f572c59cd77a7b5ee0a4b10345	en	Stewed Strawberry	stewed strawberry	stewed strawberry	1	1
expression.observed.en.sha256_28348903a0648653045b66aefe37df2c396836ff4f002be805108ec35388958a	en	sticky body	sticky body	sticky body	1	1
expression.observed.en.sha256_f8c95566265e7df28f91169b6fcbf27155fffe69ddb30dbe5a60586baa429d64	en	Sticky Date Pudding	sticky date pudding	sticky date pudding	1	2
expression.observed.en.sha256_5140d5c504538eca8b8c770675f87b11737e4ff12e08ec9251b19a7be559da43	en	Sticky Mouthfeel	sticky mouthfeel	sticky mouthfeel	1	2
expression.observed.en.sha256_e470633ec7ffee567893673fd1565ad464b427a3fa76ea3d746ae06be1375607	en	sticky rice cake	sticky rice cake	sticky rice cake	1	1
expression.observed.en.sha256_00d2064db061fbc29e714b94dd81e903c98af4b411b58cd303e0ecd2753791a9	en	Stone Fruit	stone fruit	stone fruit	3	26
expression.observed.en.sha256_ceae34cedfce1b4ea4b1bf75d0974d62a5f3f8b16ddca9081af0023add566f88	en	stone fruit and citrus	stone fruit and citrus	stone fruit and citrus	1	1
expression.observed.en.sha256_ff84cc18aa280fb603199256a4bdd50aced87eaa8a4d4de4fcd863b862628a3d	en	Stone Fruit and Cocoa	stone fruit and cocoa	stone fruit and cocoa	1	1
expression.observed.en.sha256_a1af68de5be0db7755af3cd96be9990bb77775a1c7e7ac86566a8d572a72eb3a	en	stone fruit and rooibos	stone fruit and rooibos	stone fruit and rooibos	1	1
expression.observed.en.sha256_092b1d27360fc71427fe13a6db809503a31c582b9311e36bce4927ce0cfdf5c3	en	Stone Fruit and Wafer Cookie	stone fruit and wafer cookie	stone fruit and wafer cookie	1	1
expression.observed.en.sha256_2121f1eb4bb07bc223c071d6962ff391d5839657138d188ba326ed3c4a08dd15	en	Stone Fruit Notes	stone fruit notes	stone fruit notes	1	1
expression.observed.en.sha256_cf614a9ad2119f98f41eb1ac01b09cbc1bf9e312a22d25e4848424eaff85ff01	en	Stone Fruits	stone fruits	stone fruits	3	7
expression.observed.en.sha256_99f8cc0b0006d781bab2748b861b2cfbb6ee053b21b901bd858ce1d38a57cd3d	en	Stonefruit	stonefruit	stonefruit	1	3
expression.observed.en.sha256_2e58b593d1f27effa552b70dcd27349c0b44591c37043babc7e4b3254de91bdb	en	Strawberies	strawberies	strawberies	1	1
expression.observed.en.sha256_1ff0938846474bffb82fe6f107422337fd051c1191c9cc3584854fbb1501b276	en	Strawberries	strawberries	strawberries	2	4
expression.observed.en.sha256_5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a	en	Strawberry	strawberry	strawberry	2	58
expression.observed.en.sha256_842ca233e3e10698a4de88965a0d842eb716f1146546a4df807675c73ee9df85	en	Strawberry and Almond	strawberry and almond	strawberry and almond	1	1
expression.observed.en.sha256_5424d2ad004e4529244e3e7cb9f64f82a2bfc014c9076cfd7048e5710f7766b0	en	Strawberry and Grapefruit	strawberry and grapefruit	strawberry and grapefruit	1	1
expression.observed.en.sha256_a7094a6e2333c57ec4b76ab20e976a92e8b6a2fc05ed0f96b0d26208b9f5d720	en	Strawberry Candy	strawberry candy	strawberry candy	2	2
expression.observed.en.sha256_45bb7ea25f945d55e67e1316c531e5ed150d8a76a5adb3612652ee1230263e53	en	strawberry cream & biscuit	strawberry cream & biscuit	strawberry cream & biscuit	1	1
expression.observed.en.sha256_dcfe076791ccd85b8baa51bc129145b780e57012c21ad3f074fa3764975b9298	en	Strawberry Jam	strawberry jam	strawberry jam	3	6
expression.observed.en.sha256_8a67926a0d33d30e78506c4c88857ce0780c611decf6b27df86c1f92d43c4643	en	strawberry lollipop	strawberry lollipop	strawberry lollipop	1	1
expression.observed.en.sha256_20f9e62e4c60605ee222d334f8258fbffeaf08ad04380baec927b399260c8ba1	en	Strawberry milkshake	strawberry milkshake	strawberry milkshake	2	2
expression.observed.en.sha256_8f8da9df4994946e66a0f54dced987ded3df0575e8031ae42fbdc5aba7ff98bb	en	Strawberry – sweetness	strawberry – sweetness	strawberry - sweetness	1	1
expression.observed.en.sha256_eda15ce4834ac303532bc6973df5ff8a5deb75d7dfceb9fc2cdf1bb450a01cf5	en	Strong	strong	strong	1	2
expression.observed.en.sha256_dbab5d93cea011af47897b2c3d29f2c049a35a42ca2f5eae98e1caae57b04f5e	en	Strong chocolate notes	strong chocolate notes	strong chocolate notes	1	1
expression.observed.en.sha256_71d6a37fa41aba8789868f45be4dfa89f0ad81e93aca9e8b8f1be8abba972ca4	en	structured	structured	structured	1	1
expression.observed.en.sha256_20da943a28deda2a1891bd9303cb1ccdf22df79f190048334657a96d72ebc8cd	en	Structured and Creamy	structured and creamy	structured and creamy	1	1
expression.observed.en.sha256_17f5c6aa0a0653a3767ee457aee8cbd559bbc7b6c80d3976abd5c3c8b47ace14	en	Sturdy Crema	sturdy crema	sturdy crema	1	2
expression.observed.en.sha256_af16de2858f4569d32d56b6ada9a91aabc7ae15d0c4d43469a1acabcdac90ce9	en	subtle chocolate	subtle chocolate	subtle chocolate	1	1
expression.observed.en.sha256_2a83444370ba0864e396cc5c9b7720954cab9bc157a9c5af86f67e3d7aeabc39	en	subtle cinnamon	subtle cinnamon	subtle cinnamon	1	1
expression.observed.en.sha256_ed426c7ec053533c5a3be1b0ace533ed33cbc7784bd61f39fdb62f72e6a863ae	en	subtle cinnamon finish	subtle cinnamon finish	subtle cinnamon finish	1	1
expression.observed.en.sha256_9d16951143a67b9da520b8519db658595debc8bf4955f90667ab7f52d96c9004	en	subtle fruit	subtle fruit	subtle fruit	1	1
expression.observed.en.sha256_cc767fb1c6efc232caf9dd1f6e853d853b58ddd2c058c8820320e69d755c18fb	en	Sugar	sugar	sugar	1	1
expression.observed.en.sha256_315600a556a5376ebaeccc4aef26957fce167570b384a06e7b4a4ba7d617d7f3	en	Sugar Cane	sugar cane	sugar cane	3	14
expression.observed.en.sha256_a278db801eb84e95b6c6b577b2000dea365833702b5066018f00c0d6b5cd94f9	en	Sugar Cane and Cola	sugar cane and cola	sugar cane and cola	1	1
expression.observed.en.sha256_b436b09d5b8339051fafe2bd3b931f5e147527e7a4519a83cb0d34996c3ab05d	en	sugar cane and dried fruit	sugar cane and dried fruit	sugar cane and dried fruit	1	1
expression.observed.en.sha256_5ff81b00f75c3d788b77a69ef9bfe4117e206ead9185828b0102818a609d6765	en	Sugar Cane and Grapefruit	sugar cane and grapefruit	sugar cane and grapefruit	1	1
expression.observed.en.sha256_890ba98dee1c4ccec6141be5bcb02f68a81bb344c95626f35c2740e3eb519559	en	Sugar cookie	sugar cookie	sugar cookie	2	2
expression.observed.en.sha256_1291ff2ab55682e48f1512780a70e2edc608fa9898f4cfd18a34aab4b7b6f4ff	en	sugar cookies	sugar cookies	sugar cookies	1	1
expression.observed.en.sha256_42e6ee4d258491aaeec0e9d31d335a9aa7d5edd4a764fef0b29738edde79ed1c	en	Sugar plum	sugar plum	sugar plum	1	1
expression.observed.en.sha256_b2e55e456cf481005d30ad1df9125fff00c56bc92491dac8af91ec77a931efa2	en	Sugarcane	sugarcane	sugarcane	2	4
expression.observed.en.sha256_dc1ec2132b929b125ae36c4272c6449c8888609a957cf2625bbd8f1404d52597	en	sugared blackberries	sugared blackberries	sugared blackberries	1	1
expression.observed.en.sha256_a15f28b03d7db134e1346bdc30b4aadb6073251d2b1d63697c75772eceddabb6	en	Sugared dried apricot	sugared dried apricot	sugared dried apricot	1	1
expression.observed.en.sha256_36ba012150decf045e99d9f52b98833f88f03c1029223d7e748cd3cb5066356b	en	sugarmelon	sugarmelon	sugarmelon	1	1
expression.observed.en.sha256_69c0a0a11cfe9fd86d675f3b0d2fbf7159d63636a12d31ccf153be249e3c8745	en	sugary	sugary	sugary	1	1
expression.observed.en.sha256_174d2ef545e194ae7ce7b900c882a28540e596e42fac0c4668ada7afdbe3d389	en	sultana	sultana	sultana	1	1
expression.observed.en.sha256_8c6181a95558939499a1d74d8dba8ce53287f9a965ae111d70c25dd06ce72cb1	en	Sumo Orange	sumo orange	sumo orange	1	1
expression.observed.en.sha256_3990a79e0ee09924c176b68b3452f9da63d5c36c541950e172a17ccda09a9175	en	sun-dried berries	sun-dried berries	sun-dried berries	1	1
expression.observed.en.sha256_12eb8a602f2f79a346f49dd6456af6583640f34eba84b9ea8a6cae832cf6e001	en	Super Juicy	super juicy	super juicy	2	2
expression.observed.en.sha256_cfdc7b324ca35d35a32c6d25b1b2414a35806d10ae833f96952e245401abf6c0	en	supported by dark chocolate	supported by dark chocolate	supported by dark chocolate	1	1
expression.observed.en.sha256_726247515b2b91766a6f6265aa75ca7925468fb835242c339a84578dfc9e2479	en	Swedish berries	swedish berries	swedish berries	1	1
expression.observed.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	en	Sweet	sweet	sweet	2	55
expression.observed.en.sha256_ac57d7f73d42753339fa426129e253c1bd435f79011fc1a1a912565cb5f78bc8	en	Sweet & Clean	sweet & clean	sweet & clean	1	1
expression.observed.en.sha256_a8590ab767dd40c1e21bab14d31a1a06521f4da9e717a733f3cd42ca33c9835f	en	Sweet & Juicy	sweet & juicy	sweet & juicy	1	1
expression.observed.en.sha256_3e03695b1d5174ba058caf6d005ec2ddbd0bab2632a718d42117328c1bca146b	en	Sweet and comforting	sweet and comforting	sweet and comforting	1	1
expression.observed.en.sha256_470ee6d4b7134498103a44fdf87003905998f33e35579195451f97cd9f824f8d	en	Sweet and Creamy	sweet and creamy	sweet and creamy	2	2
expression.observed.en.sha256_ae5de3b8cd4f6e56cffb574c7eba27b1eae608c547034a2f8ccbfc25447dbb14	en	Sweet and delicate	sweet and delicate	sweet and delicate	1	1
expression.observed.en.sha256_85ef175ad47fb8b4c28d9e2550315828818e1a609a3a0c2fe5678afd2b65cefa	en	Sweet and Lingering	sweet and lingering	sweet and lingering	1	1
expression.observed.en.sha256_a799f36aec9499d241d979cb843a71e31623f22f675b1f7c72a51b33716eef14	en	Sweet Apple	sweet apple	sweet apple	2	2
expression.observed.en.sha256_ce2e3493d701975f2139f5a3ac8985f00f7f06f71b837d13987ba9aacddace1a	en	Sweet apple/pear	sweet apple/pear	sweet apple/pear	1	1
expression.observed.en.sha256_491aa337f928b59544071ca98aa678b0d711a05d418cb1681f66e511e01a7e95	en	Sweet aroma	sweet aroma	sweet aroma	1	1
expression.observed.en.sha256_6619a61f89d41087964f9e23405175c47492687b4677a8a83d5fe2799aea346d	en	sweet berries	sweet berries	sweet berries	1	1
expression.observed.en.sha256_2e481b4875379cf018cd9bcecc4e609e5f2185b9ad132ea6142c1d16829ba03a	en	Sweet black cherry	sweet black cherry	sweet black cherry	1	1
expression.observed.en.sha256_90786cf986cb8298de1e1857b8f2db560de57ec66884424915d27c0d25790e1f	en	Sweet Blueberry	sweet blueberry	sweet blueberry	1	1
expression.observed.en.sha256_61f3c9b8fc1da668dc35ee3b92cce0fac4679f5103c567b51fa88fcd9a405526	en	Sweet Butter and Brownie	sweet butter and brownie	sweet butter and brownie	1	1
expression.observed.en.sha256_52f7445a25365532e06688c106decd7c8cc1ba66cd2048243f78dca02ce2e818	en	Sweet Caramel	sweet caramel	sweet caramel	1	1
expression.observed.en.sha256_ce3d87d4883759ca5234a9a1a4238b73141d4d2535e8884a4f2992268b752b50	en	Sweet Cherries and Currants	sweet cherries and currants	sweet cherries and currants	1	1
expression.observed.en.sha256_94264fb8a93cc87e84bc9b4a6ac7bda1407ff19fe4f6d7453fab03b083913a06	en	Sweet Cherry	sweet cherry	sweet cherry	2	3
expression.observed.en.sha256_0c3b18fdf6b9218bf2a0b8326a5090a4b739d4543b00a5550d96f4a39f80cafb	en	sweet cherry notes	sweet cherry notes	sweet cherry notes	1	1
