pair_key	subject_expression_key	object_expression_key	subject_basic_normalized_text	object_basic_normalized_text	subject_normalized_text	object_normalized_text	document_cooccurrence_count	sample_count	npmi	subject_given_object_probability	object_given_subject_probability	subject_document_frequency	object_document_frequency	value_semantics
cooccurrence.firstbloom-a6cb002-pilot-v1.d8f93e33292cc4bd0c0da82da2e2857ba0099a23a2469ba81a852db0437245d4	expression.observed.en.sha256_1efc9d513b5d61d0b2eef2067e4a05f2ee274b3debe3fe94fd0928fe9f6abbf4	expression.observed.en.sha256_0884de8a81876ed196b9ccbe8b6523ac44765949cbf2f72b28eb941516084d2a	mission fig	papaya and maple syrup	mission fig	papaya and maple syrup	1	2474	0.911289555403234	1.0	0.5	2	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2ffed4eea7ddae1ee2025d4262e2057f8850abf4873715c5c6ec61f3ee43c2c9	expression.observed.en.sha256_1efc9d513b5d61d0b2eef2067e4a05f2ee274b3debe3fe94fd0928fe9f6abbf4	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	mission fig	peach	mission fig	peach	1	2474	0.36755813391063913	0.014285714285714285	0.5	2	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.32f1fd35cec5c3801e3d3902a679142bf0e52c942562ef796142bdf99691f482	expression.observed.en.sha256_660fb1c7dbd938c9f1fefd9a08321c958db3e5913c8b41daa177585cd05fc4f0	expression.observed.en.sha256_b1ac925abd78d567db945a680efbc10682cf0328c04819ebd77c4dde387de443	mixed berries	syrup	mixed berries	syrup	1	2474	0.911289555403234	0.5	1.0	1	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.4d4b2f2f38e71501d8feed957535cd565c13790ebd9123a22ec606f6ebeb222a	expression.observed.en.sha256_f70933143342ccb3d044a37e96c44d5d2b414e39db7ef0f37f4c12e53f4266c9	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	mixed berry	nectarine	mixed berry	nectarine	1	2474	0.4894813710787068	0.037037037037037035	0.5	2	27	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1f996bd192e4f230faf6412ea16f27bad19883f99d8bb93002bcceb65a0f82c5	expression.observed.en.sha256_f70933143342ccb3d044a37e96c44d5d2b414e39db7ef0f37f4c12e53f4266c9	expression.observed.en.sha256_e9664961c84a9974da38803129ebf9ca14db2d1902631408950c49f0eb3201aa	mixed berry	tropical fruits	mixed berry	tropical fruits	1	2474	0.5932659381015264	0.08333333333333333	0.5	2	12	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.55b28b7d8d9d1bb267a71c0593f68235cbc4c5fc52cc2f01a194445569a7b9e1	expression.observed.en.sha256_d9dd37da9c7d903de18831b9eadc59d97a9c30b18bc347346bd60564941c67bd	expression.observed.en.sha256_c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed	mixed nuts	smooth	mixed nuts	smooth	3	2474	0.7416818448548137	0.17647058823529413	1.0	3	17	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.bc0b1de6628b3d3730d9dbc2d78791d448f9e259e3d34a3d6f6ca4e8efb8a0b1	expression.observed.en.sha256_6d883c31f9e52e154dee8487548f65ac915fa215a61e4736bfbc01df740b3718	expression.observed.en.sha256_a15f28b03d7db134e1346bdc30b4aadb6073251d2b1d63697c75772eceddabb6	mixed spices	sugared dried apricot	mixed spices	sugared dried apricot	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d2e039e5b884466e11e82f0e1a7b3642c51127c7fe52c529c4d411cabaa15e2c	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	molasses	nectarine	molasses	nectarine	1	2474	0.14723816175506632	0.037037037037037035	0.034482758620689655	29	27	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a07130666a2c7f7eb1196a67c67427c323e9b129600c321a9d23c94169289fab	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_3ae755cc6122a54cc873e3ba2bd8703883b4a711d1af2707ef00f2c2c963ee8d	molasses	nougat	molasses	nougat	1	2474	0.1991304452664761	0.05555555555555555	0.034482758620689655	29	18	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.fb0ecf9e56a4ca30fa5569dc4aacd02228018d7b2e8466dad06713a4af717b4f	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	molasses	nuts	molasses	nuts	1	2474	0.1922108077471786	0.05263157894736842	0.034482758620689655	29	19	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.42f350d6b29529e122de9366e773973f703b6459121cc2ecf215b1b22b232e73	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	molasses	orange	molasses	orange	1	2474	0.04504345515870622	0.016666666666666666	0.034482758620689655	29	60	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f2d13fa83af157f6c587ede33f3b1d8144c823aaa19f9e6e3f6ed9c873e3dc08	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_8ae6b3fb7e1fc16bee1e8a222b637a1cc3babe18ff62bf201b36a89db506eea2	molasses	orange peel	molasses	orange peel	1	2474	0.30291501228929574	0.125	0.034482758620689655	29	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6a37f72df683413bf54061aa52693fd40d7a16802e3a8dedf7b30c1cd4f8a4ce	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_36ae583609d7fb39f8b89851e2001526f3da6593f584bbe8091f165d9ec57565	molasses	orange zest	molasses	orange zest	1	2474	0.30291501228929574	0.125	0.034482758620689655	29	8	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.c7275e073a27b5f98e8eaafe05922c2d1c2ab51822ff6174e9337a72204ae1cb	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	molasses	peach	molasses	peach	1	2474	0.025314924586998595	0.014285714285714285	0.034482758620689655	29	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.28299cb18ea6b7c6d35e1fa094ea7116289a0ea9736fe8051f9d80ac75fbd8ae	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_2ae6bd8d61819c1142b0ba6a845085e5b2cfd3cee099cad1000452322ea78396	molasses	plums and berries	molasses	plums and berries	1	2474	0.5690463460795936	1.0	0.034482758620689655	29	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ed8c78de21bfd60680c42bcbde37516077a4842b17036585ea4d88a19f0ee294	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_04189155a5580e82b9dec9f97e140341ed0a42ee708ff4d173b95b6a03fdd01f	molasses	preserved peach	molasses	preserved peach	1	2474	0.5690463460795936	1.0	0.034482758620689655	29	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.2a480b5917d663eb8ad00cd7b2fd0859f67425f0a30c27e3108213e5381d3a83	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_510e9cd005e362235259c1dbb49fe549fa788a63b29535195f9d396f79e9a05b	molasses	red apple	molasses	red apple	1	2474	0.12549412309576377	0.03125	0.034482758620689655	29	32	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f5d048db83085c0b0d71d6739268fe90e9a16566722c6345a589535c5a2cb04d	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_7baa68f2418ba82d2545a780c00d7a8778249bbcdaf7369114534874ea6d3bd6	molasses	rich	molasses	rich	1	2474	0.2510227287778859	0.08333333333333333	0.034482758620689655	29	12	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.71ec240c3fe61b2da39aacaabcd07145e2189fdd021cef0e4d2cdafc5bebdb19	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_98b946f0ec07b871cc5b32923c8a8f96804e46428af8a4b6eb14672a0bca3338	molasses	rich body	molasses	rich body	1	2474	0.4284436179714178	0.3333333333333333	0.034482758620689655	29	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7a298c788e08b4b494fadce56f7b4510e98bb2f0e5b75b1a032e042dab2274ce	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_c0f1779c16d26bac92c4e32fe385d4214da39e7bd6f87aa7a4ce2bef8fb669ed	molasses	smooth	molasses	smooth	1	2474	0.20644570015951574	0.058823529411764705	0.034482758620689655	29	17	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.64b0d4409393f01b1a245ac50f73e084cfa83987109318eb4bb11f1850b3d8fa	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_509c701f67918dfe56a8fef03381c702f9874c9b37a1ce7fe24dd9119cb70d56	molasses	spearmint	molasses	spearmint	1	2474	0.5690463460795936	1.0	0.034482758620689655	29	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.c684b3751f61413dcbdf7038d5735707f128de352555ff1f5652ef0c834091f6	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_9b9b2ffa43e9a3ae40132c8fffa73606bd2f4c90aa24b8f5bb6c9609ec7a63e6	molasses	sweet chocolate	molasses	sweet chocolate	1	2474	0.4803359014828276	0.5	0.034482758620689655	29	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8a8a8e492ac8cd06c9fdd70fc54479d4999d5a875918174634ff103e8c3bcc12	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_b974df55f0865156e97a17f0af0b3f3c6a6b9b615ef557ddb2d6643853952174	molasses	tahini	molasses	tahini	1	2474	0.5690463460795936	1.0	0.034482758620689655	29	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.da5e50783d217b31bb50f285157bf6e976bfaa330374429ab295a76b1400b9a9	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_143f85ab87ccece7e2a4b55061ebccff227169876b64949c25ec9db3fafb7191	molasses	tart cherry	molasses	tart cherry	1	2474	0.4803359014828276	0.5	0.034482758620689655	29	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a621b3652bd00acd9f5989c84e73e034fdaf038d745df35a045cdef74b003af1	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_a9f74d1ec36ebdeb2da3f6e5868090cd2a2d20b3dcca7b62f60304b1d3d9ef42	molasses	tea	molasses	tea	1	2474	0.39162545688606165	0.25	0.034482758620689655	29	4	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e15b26e2f29a22af5b62e5f937fd138437d13bbeaad88282ed2a05eb6ce36309	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_002fabc2076a4a2310bcf4504248ab0a6d1eb99e34b36e705ac20bf948f7bc50	molasses	thick & syrupy	molasses	thick & syrupy	1	2474	0.5690463460795936	1.0	0.034482758620689655	29	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ed2c5331653fd1d7cfb01cac786a90998c7d00e67d3d4bb12b16080ded4e24cc	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_5296c024e03e439ba3d72c8e432d4f890b3cd0d2c36d67d428aa1e401e675b69	molasses	vanilla	molasses	vanilla	1	2474	0.06091997594038239	0.018867924528301886	0.034482758620689655	29	53	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f72cd4d8f5ce53f0e7c266ba9a87e249495e4fad338aaef2c6a5d0208b3a748f	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_9bb08ca6b768057777dcf673cebce564a3aaebdeaebc2dd48a3ba0d9356a8b67	molasses	vanilla pound cake	molasses	vanilla pound cake	1	2474	0.5690463460795936	1.0	0.034482758620689655	29	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.803c3b853b359d0c47c9dfa273e0014bb57b890480f516edd4b98808d51e08d2	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4	expression.observed.en.sha256_3748fbd132cd645a37562a4dd529c91442bfa156adcf96a311c1e1ff98f46636	molasses	walnut	molasses	walnut	1	2474	0.26215862913816923	0.09090909090909091	0.034482758620689655	29	11	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.92739f695a9325228215242e62dc87d90257a7af757e14a3c599d687f825804b	expression.observed.en.sha256_4baf5aa44b8f85e902a0d4660be126c1acab61c31292515f10f5ea42528a3f48	expression.observed.en.sha256_5e0617a0468025cb5141c6849466e9a261031ca3a8200d26500a4d784ced0194	molasses & baking spices	semi-sweet chocolate	molasses & baking spices	semi-sweet chocolate	1	2474	0.911289555403234	0.5	1.0	1	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.349914dfb77d9cfae43e95724bc26462d97fa039397d30815bd5342efad01bc2	expression.observed.en.sha256_70f95f6f2058419b4d1da6697b1b0c5252dbeb86aa824b456d7bebe7f4f065ca	expression.observed.en.sha256_1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	molasses cookies	spices	molasses cookies	spices	1	2474	0.7940207263808203	0.2	1.0	1	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8a6904965c97437368cb7d944a2e9a4c999544ff2e883cd9c13a82732b42a87f	expression.observed.en.sha256_1b0b25a7bf3e4c16d0bf9856e3504a9653ae4f4b30b919cd776dd96648df7006	expression.observed.en.sha256_87d1ecd93fcce38393230b585edb039ff0ad9e905484ee1493f5add59bc2497c	morello cherry	pecans	morello cherry	pecans	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.7a0f009c4863bf6a48c74d5b7ebff93b2c1d21fb5d8611db83b50753e8a68284	expression.observed.en.sha256_1b0b25a7bf3e4c16d0bf9856e3504a9653ae4f4b30b919cd776dd96648df7006	expression.observed.en.sha256_a7f62d7fa5c552c0f254e33bcbbd67088304c2f65753ad1e5b844b3a08a3b67e	morello cherry	raisins	morello cherry	raisins	1	2474	0.7940207263808203	0.2	1.0	1	5	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.f04c2e304c1ce7fc6ca1b26d2be62e5c29d0bfee43c8f12717b276d169d2f6a2	expression.observed.en.sha256_97dbb7c9afa052ccaa154070cc41ad06af31bf2d1e47fcf5e96e0ea3a9fca71b	expression.observed.en.sha256_b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c	mullbery	pineapple	mullbery	pineapple	1	2474	0.5486889094831563	0.029411764705882353	1.0	1	34	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3553740e475cfc387be7a53160a7c3d2a7c6cc0c2239e5303148cfff163c5f9f	expression.observed.en.sha256_58c6b19560b9ffdde64435b0ed2d47369cb80a2543b89624dba112102d9ca8c8	expression.observed.en.sha256_fe89356ef5dbee75414235998dcc94dc77324961f8fc7bf7edee9d94212bc664	mulled wine	white nectarine	mulled wine	white nectarine	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8583bdaeda2d631f47551039220a79886c054bc1b7af011642ec9d5506bb4ca6	expression.observed.en.sha256_d5f7639311020e617710da245408501bbc5244e41ebe897a3417bf7513df9a5a	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	muscovado	nectarine	muscovado	nectarine	1	2474	0.5781918156754727	0.037037037037037035	1.0	1	27	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.aecff5fc2e643805e12ac20add8ac17230aacfdb09f1509355c2176b322f46c1	expression.observed.en.sha256_69298dc702e5f70d3e8f69dfeb7c5479ff2f1b549a6be7ad324a1b0bedbe2989	expression.observed.en.sha256_db2ca3cb92017fa91cdd6ea80f2e9cfbed3c4cc71de9b3455335c777cd94bc7f	muscovado cane sugar	plums	muscovado cane sugar	plums	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.edac49544d7127747ac2de433c5c4e766c4dc511191f405256a19b78faa7bdd7	expression.observed.en.sha256_69298dc702e5f70d3e8f69dfeb7c5479ff2f1b549a6be7ad324a1b0bedbe2989	expression.observed.en.sha256_9226474be87d4ea2e549f3f16fe854e68283d3c8faabaf3c04beccdf783761dc	muscovado cane sugar	tropical fruits jam	muscovado cane sugar	tropical fruits jam	1	2474	1.0	1.0	1.0	1	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.1504f3f7f46edb57543a5632562fe04825b2e36f24897d31a95fc78f872f8968	expression.observed.en.sha256_a21a296b6ffb3b5fdff5fe044de61ebe4945bb481bf7162a44ae45a3eb896790	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953	muscovado sugar	raspberry	muscovado sugar	raspberry	1	2474	0.36755813391063913	0.014285714285714285	0.5	2	70	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.069fa488c80e39a83cf3e585a14d27061ed3dd4fc32b9e2a4c71dc1b37d2b7ec	expression.observed.en.sha256_a21a296b6ffb3b5fdff5fe044de61ebe4945bb481bf7162a44ae45a3eb896790	expression.observed.en.sha256_2cc79945b26a61a5ba0914676f2215a5c06b423eb8a247ed03357251d2c23f1a	muscovado sugar	walnuts	muscovado sugar	walnuts	1	2474	0.7706868272950583	0.3333333333333333	0.5	2	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.d5e77f6c1ed67a7b417ecb53bccebe73729b11e9c79cb996444151aa797fbebd	expression.observed.en.sha256_74ba6d8693cfd875b0b4b5a42c2206467ab9604aa280b94322ff5593197b11d8	expression.observed.en.sha256_bae6406a5ce1ad701bb5b22b8276b9b6b5b6e7b1f6a05bb256c83acad6785ac7	natural wine	wild strawberries	natural wine	wild strawberries	2	2474	0.9430562073232058	0.6666666666666666	1.0	2	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.6ff10e4883f14330bcc1ee51510cb29dd5a0e68dedee7134f622f8641261ebbe	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_ad428662b8229f21f7b88596321ea0f714b320e09dc31b910f37bab73a7cf5ef	nectarine	oolong tea	nectarine	oolong tea	1	2474	0.437589087567297	0.3333333333333333	0.037037037037037035	27	3	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ad8ac4fa0a314d8754d24ae61ab8a41bff6fb834145ed4b1980956ccfcd3ba0d	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_1b4c9133da73a711322404314402765ab0d23fd362a167d6f0c65bb215113d94	nectarine	orange	nectarine	orange	1	2474	0.0541889247545854	0.016666666666666666	0.037037037037037035	27	60	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.44949ba42336dbed6dc602ba8b86e1343497b7b9473e55eb279b575b703028f0	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_9b93e56bac7dafe920105787c5b3377827cb129ebea9b78df9488da3449360ce	nectarine	panela	nectarine	panela	1	2474	0.24992416307564516	0.07692307692307693	0.037037037037037035	27	13	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a6d2d9c8661e7dc0034f47f2cf3ceb54f48f25ca62c27986d9f35b6ef981b7e7	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_ff0aca4c16e6879510b6e0c79e08eaac459b7622097359769dbcdb7e3f9e36e9	nectarine	peach confit	nectarine	peach confit	1	2474	0.4894813710787068	0.5	0.037037037037037035	27	2	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3bf2aea439862cd9e4b98fd6b6c576c3f2794a8c2790c9d8784299e4440c88df	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_4c4667ac0145721845b6a59b0f265d2b830be70e5cbb1bd77048f414b2def6a0	nectarine	perfumed	nectarine	perfumed	1	2474	0.5781918156754727	1.0	0.037037037037037035	27	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.e839f1dd751d4f312f3d27dad7f66c9cf027fffa562b5ff92f13a1ba7c9e93e8	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	nectarine	raisin	nectarine	raisin	1	2474	0.14289936935135136	0.03333333333333333	0.037037037037037035	27	30	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.3c3b0e9edac33ff6ffe21348147c4d2b2d6681d72473c381f794f50933e3d4cf	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_b3f487fbc1970da93ec061155c4f98a8831b35abd531ddcc216ea9cf29ed3e1e	nectarine	rhubarb	nectarine	rhubarb	1	2474	0.2713040987340484	0.09090909090909091	0.037037037037037035	27	11	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.8b399cb6481c7e0f230a98ee0cadc8751de231e11f27e026eacaf1487f0880c9	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_618d663af0f1ec88a5a19defa65a2f80d06582a832510b12f475d80870bdb3ab	nectarine	rose	nectarine	rose	1	2474	0.23160981394811733	0.06666666666666667	0.037037037037037035	27	15	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.a35557631a96ad807bc580551435dfe6768d7ad7293bfd71f544c1bc2f7d3f6f	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_dd4b4166e278c38d3b22dd38da03181a49b87e9d3faf7e4048e91849b4471e4a	nectarine	soda lime	nectarine	soda lime	1	2474	0.5781918156754727	1.0	0.037037037037037035	27	1	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
cooccurrence.firstbloom-a6cb002-pilot-v1.ef9c25dbf81a596ac652c431ceb1696d55bd66a5bd5b15d7d84ce5e445bbd6a9	expression.observed.en.sha256_94e44d9d24608ae2161d0c56704f226dc89c2cd8be566abb8fbfbded5a507401	expression.observed.en.sha256_b9043c16af362f30807deaf692025d61c3c803bba1efc43fe2f63dc8b507418d	nectarine	sweet	nectarine	sweet	1	2474	0.06532482511486871	0.01818181818181818	0.037037037037037035	27	55	Document-level co-occurrence and NPMI over retained normalized expressions; not perceptual similarity.
