observation_key	document_key	ordinal	observation_text	raw_phrase_sha256	unicode_character_count	source_character_start	source_character_end	retained	exclusion_reason	basic_normalized_text	normalized_text	expression_key
observation.firstbloom.release_1444.002	document.firstbloom.release_1444	2		47951833ecf6211793c07d246c29b2314abdd784d806d2253c5723dc5e3b0d74	7	96	103	false	dual_review_narrative_or_non_descriptor			
observation.firstbloom.release_1444.003	document.firstbloom.release_1444	3		6449c74852fc3303db3e0536ccca7578c3bd707807436cc1e94e09f68a3ea822	44	105	149	false	dual_review_narrative_or_non_descriptor			
observation.firstbloom.release_1474.001	document.firstbloom.release_1474	1	Black Cherry	ff5a92eced6b9183b82f323273b22241d196ed1a9b5f5658739a316f4c8678ea	12	0	12	true		black cherry	black cherry	expression.observed.en.sha256_545ce787c410276d227955b06ea5e6c1f3e3d611dc3f50594e556cce34b5ce4e
observation.firstbloom.release_1474.002	document.firstbloom.release_1474	2	Almond	81fda04b5cade7f0dba73f34d3385accf1e18bc7cd92740365fa41b5fd6df143	6	14	20	true		almond	almond	expression.observed.en.sha256_90e62b92a956add6e1c3871b7f592616665e610f12c6468eaad9533ef50834bc
observation.firstbloom.release_1474.003	document.firstbloom.release_1474	3	Vanilla Pound Cake	8bcbcd2c6a73d83ed56fe96fba30933e31f6759878e76c782658334b001f4150	18	22	40	true		vanilla pound cake	vanilla pound cake	expression.observed.en.sha256_9bb08ca6b768057777dcf673cebce564a3aaebdeaebc2dd48a3ba0d9356a8b67
observation.firstbloom.release_1474.004	document.firstbloom.release_1474	4	Molasses	a45b21cde08b85209a71171eea1bc8d1928c260cac62007acffc2e3aa5ec584f	8	42	50	true		molasses	molasses	expression.observed.en.sha256_abe10a7b1ab725a978ccf7e84f2b60cf1d24717c819664a46569099a88e57bc4
observation.firstbloom.release_1515.001	document.firstbloom.release_1515	1	Malt	5c8f604c8a3c7fa1a4d79c65996a063a50ca1bbe9aa3884a1b2b065aaf8206e4	4	0	4	true		malt	malt	expression.observed.en.sha256_d0dccc851781f55eb0c7e01c26f0c594f0404531cf640f66ed8c08ff636c42eb
observation.firstbloom.release_1515.002	document.firstbloom.release_1515	2	Golden Raisin and White Chocolate	a38e426b2c6f735d1829a476ef5ca633c8d5d8cd0951b95a77b9266e0e5b0692	33	6	39	true		golden raisin and white chocolate	golden raisin and white chocolate	expression.observed.en.sha256_99bb9e10f11ded9340f1182235bce8719ec72562f4ab409e84612347340ce3bc
observation.firstbloom.release_3584.001	document.firstbloom.release_3584	1		fd439f6fe1231922b020b063aeef444ac55870a49ec41c6c99714b7c4526eb4d	37	0	37	false	rights_complete_field_surface			
observation.firstbloom.release_2019.001	document.firstbloom.release_2019	1	Peach	2b1f3f0b7afa26e4a824521353a48880a0dbb7c6f7a371056fbde0c6ee03f407	5	0	5	true		peach	peach	expression.observed.en.sha256_85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265
observation.firstbloom.release_2019.002	document.firstbloom.release_2019	2	Floral and Milk Chocolate	af24c2c7d5ca3e0479b6acc173c4e4684551ec1f5e83ab6061cb8ee4293c3e83	25	7	32	true		floral and milk chocolate	floral and milk chocolate	expression.observed.en.sha256_c1367151fa59026892e2f6d6f257feb367cc50e5d975aef40b4cc8fddb95e2d3
observation.firstbloom.release_2396.001	document.firstbloom.release_2396	1	White Grape	fe44e8aa82aba92c9d679a6181a608c7ab555d1c9ea0faadcc8da332847053bf	11	0	11	true		white grape	white grape	expression.observed.en.sha256_1ad25926af75be80d80a6551f4a80010e7436f774874de6d96a05b61d61493da
observation.firstbloom.release_2396.002	document.firstbloom.release_2396	2	Honeydew	549cf5e0dd063abb70149b3c8f79b17252f523d838bf8b9efffc212b552521d7	8	13	21	true		honeydew	honeydew	expression.observed.en.sha256_99a5ec8dee37605d9718ee4d9bcee84fcf1af8b5ead8353e8163229a6087fec9
observation.firstbloom.release_2396.003	document.firstbloom.release_2396	3	Chocolate Covered Almonds and Naval Orange	fb0bc54ca3a15a8b1b46c690ee6d993af4c807e31bf89f9e904751d9bdc915a3	42	23	65	true		chocolate covered almonds and naval orange	chocolate covered almonds and naval orange	expression.observed.en.sha256_06117af3d4854299db443c054e779e69cece5a5610741e28d1f5289c80d5a2a0
observation.firstbloom.release_3909.001	document.firstbloom.release_3909	1	Tea-like flavours	13d497e34326691454bf4cf1bee918ce9023814163b4e0146dde6d16eb3bed51	17	0	17	true		tea-like flavours	tea-like flavours	expression.observed.en.sha256_60ee484997506a246487f069284400c81516dd76bc3c8a3aed83f86d964e03f6
observation.firstbloom.release_3909.002	document.firstbloom.release_3909	2	fruitiness	da891e4864f34e0cb4cbe704c3f31f5d724943d62a69f4c4fe0a8669fe89281a	10	19	29	true		fruitiness	fruitiness	expression.observed.en.sha256_da891e4864f34e0cb4cbe704c3f31f5d724943d62a69f4c4fe0a8669fe89281a
observation.firstbloom.release_3909.003	document.firstbloom.release_3909	3		e9182f3c6be3ef66243373bd7af1a73e41a79d8127fff09a016da98ef5fd6603	10	31	41	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_2243.001	document.firstbloom.release_2243	1		85459711ae9b1afdcbbf742be9bc4dfba6ed9be2873acb032dca129469e331c4	35	0	35	false	rights_complete_field_surface			
observation.firstbloom.release_1862.001	document.firstbloom.release_1862	1	Ripe citrus	dc66691eadfa6fc0fdda2a19f8e573643f583d9f151744b481dfd6d98d2256c8	11	0	11	true		ripe citrus	ripe citrus	expression.observed.en.sha256_d5465326e3fe0d5802b6f10c93372e9442a7b2ee01e316cda399af673a48808c
observation.firstbloom.release_1862.002	document.firstbloom.release_1862	2	blueberries	550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1	11	13	24	true		blueberries	blueberries	expression.observed.en.sha256_550b8ce3d164393f314eb1ba5a8cc74face29b90f9c94242c7182c448aa6a4c1
observation.firstbloom.release_1862.003	document.firstbloom.release_1862	3		f625217cfe744627d6fb0824553bbc2d6a2ebc5022ebc1e3488f899029739e02	16	26	42	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_2157.001	document.firstbloom.release_2157	1		dadcc4a330b017ca9d9ae587547d4db43620fb6b9d27e6230350a7436ef75c1a	14	0	14	false	rights_complete_field_surface			
observation.firstbloom.release_2157.002	document.firstbloom.release_2157	2	Brown Sugar & Red Cherries	80e8d9ab6c601c2d0d1da0d09c956c64df9bc51b4b9db12899d622020e795c01	26	16	42	true		brown sugar & red cherries	brown sugar & red cherries	expression.observed.en.sha256_f5e12711dc86cec1320b7a5611fd89a153e117a3b51564af4c0638c61fcd88ba
observation.firstbloom.release_1803.001	document.firstbloom.release_1803	1	Orchid	baf5d82057e714c2c75b2cf6e26fb389b6645f0965addb25f825c7fbe070928e	6	0	6	true		orchid	orchid	expression.observed.en.sha256_608738e4ac086c407df30170a91d0df99790ad277058b64cd8ee0b24cb29dfa3
observation.firstbloom.release_1803.002	document.firstbloom.release_1803	2	Browning Sugars and Cocoa	0851eac586d3904d29428c35415d3555f13178c5d1d4cb0d9bb4227dbf91f131	25	8	33	true		browning sugars and cocoa	browning sugars and cocoa	expression.observed.en.sha256_33f4e3c42656c968ebeab92d68284a2dc4c1b7b0bc716a1b148286f6bba96f31
observation.firstbloom.release_1854.001	document.firstbloom.release_1854	1	Mango	6455dbcb9597e2174aedccfd387db577d487fc7fc6027c2d66eb7c239cf56922	5	0	5	true		mango	mango	expression.observed.en.sha256_6815f3c300383519de8e437497e2c3e97852fe8d717a5419d5aafb00cb43c494
observation.firstbloom.release_1854.002	document.firstbloom.release_1854	2	Strawberry	8b08b70bef0c5f31046c217add159aca8236f286665088b39d872ae5b37c1771	10	7	17	true		strawberry	strawberry	expression.observed.en.sha256_5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a
observation.firstbloom.release_1854.003	document.firstbloom.release_1854	3	Pineapple	80421e0021c50527f28a00a856c834752d5ce3d3071e2c02a00479301975b81b	9	19	28	true		pineapple	pineapple	expression.observed.en.sha256_b0fef621727ff82a7d334d9f1f047dc662ed0e27e05aa8fd1aefd19b0fff312c
observation.firstbloom.release_1854.004	document.firstbloom.release_1854	4	Apricot Passion Fruit	0967b96f05751104c8de4b4e54fd17153a65b29ec931777e0cc018914128fa80	21	30	51	true		apricot passion fruit	apricot passion fruit	expression.observed.en.sha256_6b2c5df901b1e723c352d364b45d69ab0d52698cea11e82c64103007803c4c0a
observation.firstbloom.release_1854.005	document.firstbloom.release_1854	5	Currant and Baker's Chocolate	aecd66b01128de9fb8a8e92990f3add0af9195bbbcbcd37673a229f67e8662df	29	53	82	true		currant and baker's chocolate	currant and baker's chocolate	expression.observed.en.sha256_40c057e0a04472b46cdfc8b4118ac8ba7bda1f6c1db92ce12bcbee0a2d24187c
observation.firstbloom.release_2460.001	document.firstbloom.release_2460	1		45894655e4873b454c41106cb77fbbc1166deb76e60a1a16c56e54e729c39c8c	32	0	32	false	rights_complete_field_surface			
observation.firstbloom.release_1974.001	document.firstbloom.release_1974	1	Ripe Fruit	8d020d583c54180e5e9249dd9826e852fd2fce8ef1a5a06cf928f6cf9db72b2c	10	0	10	true		ripe fruit	ripe fruit	expression.observed.en.sha256_3d6794d7fc3303bc318aa74ccafe1365088a8f5c335166f26d8af5ae9685cb5a
observation.firstbloom.release_1974.002	document.firstbloom.release_1974	2	Agave	e40042bf271712e8b2764cb44b69768987c108c56fa53aea5e9f852e272c52ba	5	12	17	true		agave	agave	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e
observation.firstbloom.release_1974.003	document.firstbloom.release_1974	3	Graham	5d422d0acb34b8c10ed55cc2809937c8226538ec1729f5cade99449c597b30e4	6	19	25	true		graham	graham	expression.observed.en.sha256_fa7c171ac94aac19ab64b4e84469f6956f9d89fe62fdf657b9323f34f83eee44
observation.firstbloom.release_2877.001	document.firstbloom.release_2877	1	Prune	79403a38ef252306a966db0b3b1ec65a034e2980db1427dfda8dcadf9df0d926	5	0	5	true		prune	prune	expression.observed.en.sha256_6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67
observation.firstbloom.release_2877.002	document.firstbloom.release_2877	2	black cherry	545ce787c410276d227955b06ea5e6c1f3e3d611dc3f50594e556cce34b5ce4e	12	7	19	true		black cherry	black cherry	expression.observed.en.sha256_545ce787c410276d227955b06ea5e6c1f3e3d611dc3f50594e556cce34b5ce4e
observation.firstbloom.release_2877.003	document.firstbloom.release_2877	3	cocoa	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	5	21	26	true		cocoa	cocoa	expression.observed.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8
observation.firstbloom.release_2030.001	document.firstbloom.release_2030	1	Balanced	5386ea5db81c8579a363438895a447d9580cbca1bdecdad43f2839af6d6fbf5c	8	0	8	true		balanced	balanced	expression.observed.en.sha256_c0905088ba5b80677849d4824f21b8b075ab49c6a7f58b5b84815ccd69f3b0a5
observation.firstbloom.release_2030.002	document.firstbloom.release_2030	2	Floral	b579d00d3939d52a938bd668aac42867b420e42ac987dd438beafb1a4f637d20	6	10	16	true		floral	floral	expression.observed.en.sha256_12fad53d7ead16e0de5e2f4ecf70102a8f1971916c5a1bd7dbf7360f5d5ac1b0
observation.firstbloom.release_2030.003	document.firstbloom.release_2030	3	Crème Brulée	05888f35635eef553bcf7e4ccbe044683927039cf16071fa32e6bd8ef9f9cf69	12	18	30	true		crème brulée	crème brulée	expression.observed.en.sha256_d429541d34ed6481b6b8d46e23096c476e98fff49835d9ac5491ef11853e29c0
observation.firstbloom.release_2030.004	document.firstbloom.release_2030	4		a553986d008fc6c211f163c1912275c764b254eaf29618478bbd2f638b41bab9	16	32	48	false	dual_review_disagreement			
observation.firstbloom.release_3565.001	document.firstbloom.release_3565	1		a61c254e6f4e5fe86e90ac52bee7cd8c8367b2f9b50310410f8024d29e9aacab	9	0	9	false	rights_complete_field_surface			
observation.firstbloom.release_3565.002	document.firstbloom.release_3565	2	nuts	9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	4	11	15	true		nuts	nuts	expression.observed.en.sha256_9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe
observation.firstbloom.release_3565.003	document.firstbloom.release_3565	3	caramel	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	7	17	24	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_2134.001	document.firstbloom.release_2134	1	Strawberry	8b08b70bef0c5f31046c217add159aca8236f286665088b39d872ae5b37c1771	10	0	10	true		strawberry	strawberry	expression.observed.en.sha256_5e737f891db1175442a39fde73e51d781a545506d71c95477a6deb5988bd7f9a
observation.firstbloom.release_2134.002	document.firstbloom.release_2134	2	red grape	dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b	9	12	21	true		red grape	red grape	expression.observed.en.sha256_dd2f52a82f601d000cfa9a926e9289aab5524cb3edb4ecea5ca1ebf7ce0ed99b
observation.firstbloom.release_2142.001	document.firstbloom.release_2142	1	Lime	c9665c96a8678e037a9ca363b9b6fbf0b7942ae352f1f6c807f45f9094c9ec9a	4	0	4	true		lime	lime	expression.observed.en.sha256_efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505
observation.firstbloom.release_2142.002	document.firstbloom.release_2142	2	dark cherry	ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a	11	6	17	true		dark cherry	dark cherry	expression.observed.en.sha256_ff1307dd21bf26857a4a4248980fc0241921452c68686a5bbb23705015e7621a
observation.firstbloom.release_2142.003	document.firstbloom.release_2142	3	blueberry	ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c	9	19	28	true		blueberry	blueberry	expression.observed.en.sha256_ab45e8474269b026f668d49860b36850122e18a50d5ea38f3fefdae08261865c
observation.firstbloom.release_2142.004	document.firstbloom.release_2142	4	cocoa nibs	8390cc279c5b4fc52ac15ec3ea7910c72f16f65428b49e14f43d05ad06ff62e9	10	30	40	true		cocoa nibs	cocoa nibs	expression.observed.en.sha256_8390cc279c5b4fc52ac15ec3ea7910c72f16f65428b49e14f43d05ad06ff62e9
observation.firstbloom.release_3896.001	document.firstbloom.release_3896	1		dd49b684f04df6d1eef53a057084a5eb9a94b6e27a3daf7314dc9e71e4e987d6	25	0	25	false	rights_complete_field_surface			
observation.firstbloom.release_2202.001	document.firstbloom.release_2202	1	Cocoa	527859c0ad13e24ca8c9b65edd36de55aaf1b66a5c4a1419865a5e77a9447184	5	0	5	true		cocoa	cocoa	expression.observed.en.sha256_740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8
observation.firstbloom.release_2202.002	document.firstbloom.release_2202	2	raisin	9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773	6	7	13	true		raisin	raisin	expression.observed.en.sha256_9aa26756cc9def1c1f971640932ea1ba3bec7e19085b47519d58bda30b21a773
observation.firstbloom.release_2202.003	document.firstbloom.release_2202	3	grape	0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496	5	15	20	true		grape	grape	expression.observed.en.sha256_0f78fcc486f5315418fbf095e71c0675ee07d318e5ac4d150050cd8e57966496
observation.firstbloom.release_2947.001	document.firstbloom.release_2947	1	Apple	f223faa96f22916294922b171a2696d868fd1f9129302eb41a45b2a2ea2ebbfd	5	0	5	true		apple	apple	expression.observed.en.sha256_3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b
observation.firstbloom.release_2947.002	document.firstbloom.release_2947	2	Caramel	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	7	7	14	true		caramel	caramel	expression.observed.en.sha256_a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a
observation.firstbloom.release_2947.003	document.firstbloom.release_2947	3	Citrus	16eddf1578aee94c7b5263733073b5c63362785e77583fc4b188e5d8881fe3a3	6	16	22	true		citrus	citrus	expression.observed.en.sha256_9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014
observation.firstbloom.release_3548.001	document.firstbloom.release_3548	1		9289e95db519b15fe29cf47bb3cfaab822c74dde12f7519d5e9f0df428f6dbdc	95	0	95	false	rights_boundary_gt_80_unicode_characters			
observation.firstbloom.release_3548.002	document.firstbloom.release_3548	2		766872f2065157772918094e101fe5ead743f3bd35fe0c3378acf2cc4764aa51	110	97	207	false	rights_boundary_gt_80_unicode_characters			
observation.firstbloom.release_3435.001	document.firstbloom.release_3435	1		c52b3f56f07cbc86b7b1d0410656711913eaf0a90643ea347a32b00d21fbb80d	63	0	63	false	rights_complete_field_surface			
observation.firstbloom.release_2596.001	document.firstbloom.release_2596	1	Cola	daa964cf628e82d31df976c249effe6e18d29adcf11db5c482a11cde6b28b804	4	0	4	true		cola	cola	expression.observed.en.sha256_42be22c266603b34e0931de4d85a66ac830546d63afbb777a1a623e8e376ae35
observation.firstbloom.release_2596.002	document.firstbloom.release_2596	2	Tamarind	d85576a38083305042ed8a63691bb1553c274f2dad26e46b28f5a4f3e93f98df	8	6	14	true		tamarind	tamarind	expression.observed.en.sha256_f898cb1f16b1e45f23aebdd5214f849671e1afcb05b0e8648617603cd1d072a1
observation.firstbloom.release_2596.003	document.firstbloom.release_2596	3	Raspberry	6b9e1f86100c7a63b855407d3032e014cb668c33aec60779cbe1c24381da0980	9	16	25	true		raspberry	raspberry	expression.observed.en.sha256_e97407735e49029c96e5708c724fc9ce57b6335dba804a893320fcb7c0a07953
observation.firstbloom.release_2451.001	document.firstbloom.release_2451	1	Salted caramel	989dcb05f89bcde2c8d27afb730d77debdc5a61b7faf6cee9aefd8421103579f	14	0	14	true		salted caramel	salted caramel	expression.observed.en.sha256_100982cff6514d03909ef4949f17074856bf0094d693505b87badda85e0573ba
observation.firstbloom.release_2451.002	document.firstbloom.release_2451	2	pomegranate & walnut	b0b4461303e8096660c683f200853ea04fda031668128b6276c419613c22ae9b	20	16	36	true		pomegranate & walnut	pomegranate & walnut	expression.observed.en.sha256_b0b4461303e8096660c683f200853ea04fda031668128b6276c419613c22ae9b
observation.firstbloom.release_2769.001	document.firstbloom.release_2769	1	Melon	9b1b8c9a1c9239e8ca19745715b317768aca94d57ddf810ea29e9bdb590e246c	5	0	5	true		melon	melon	expression.observed.en.sha256_a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27
observation.firstbloom.release_2769.002	document.firstbloom.release_2769	2	Brown Sugar	5e356f10ef7b19891dcc27e5fd0dd87d5e930881eef225ba9a993e5a9a6a0eab	11	7	18	true		brown sugar	brown sugar	expression.observed.en.sha256_d751ccb2237a8c78679d94d57d2713690958a34b440e7a141bc0aaedabde095b
observation.firstbloom.release_2769.003	document.firstbloom.release_2769	3	Textured	b29877fb90e6f701d6b3410a323b1f0923add3c366b0275913462ec1c038f0f4	8	20	28	true		textured	textured	expression.observed.en.sha256_0edcf57f439f07efedccfb4158e35be72d798fc2c230589e62fb99a533cd5d15
observation.firstbloom.release_2523.001	document.firstbloom.release_2523	1	Cane sugar	baaf95cfd231171df3511c2d02fea5bea110f70b9b641987126e79f34c25d67b	10	0	10	true		cane sugar	cane sugar	expression.observed.en.sha256_0b571c894bfaacb2f4d9edb2611bd8894d32465cfb14834bc178b18aa11da8a5
observation.firstbloom.release_2523.002	document.firstbloom.release_2523	2	cherry	2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e	6	12	18	true		cherry	cherry	expression.observed.en.sha256_2daf0e6c79009f9234ed9baa5bb930898e2847810617e118518d88e4d3140a2e
observation.firstbloom.release_2523.003	document.firstbloom.release_2523	3		a32366c4cbdb0e1a5d13297e89d650935165ec099e220fa104cdcd48430427b3	8	20	28	false	structural_gate_sentence_punctuation			
observation.firstbloom.release_2546.001	document.firstbloom.release_2546	1	aromas of nougat and caramel	ddced757adb4f20a789242c175c29815bd3ceab585e0ae6d16ce74ce0756f2ae	28	0	28	true		aromas of nougat and caramel	aromas of nougat and caramel	expression.observed.en.sha256_ddced757adb4f20a789242c175c29815bd3ceab585e0ae6d16ce74ce0756f2ae
observation.firstbloom.release_2546.002	document.firstbloom.release_2546	2	flavors of molasses and nougat	cad8aacbdaf0a6abd1207f5438e0017b08433cb1753e111cda0cc1167b58122d	30	30	60	true		flavors of molasses and nougat	flavors of molasses and nougat	expression.observed.en.sha256_cad8aacbdaf0a6abd1207f5438e0017b08433cb1753e111cda0cc1167b58122d
observation.firstbloom.release_2546.003	document.firstbloom.release_2546	3	honey aftertastes	e7636c3dc86a50de1b5c9fc1a0c492b8a39f2d5c4c4149e134afb6be763ec1ac	17	62	79	true		honey aftertastes	honey aftertastes	expression.observed.en.sha256_e7636c3dc86a50de1b5c9fc1a0c492b8a39f2d5c4c4149e134afb6be763ec1ac
observation.firstbloom.release_2546.004	document.firstbloom.release_2546	4	a mild acidity	0e2819f8823e1085168c21d275287a6ce8e6cd6bc2d966dd7d55cb145145c44b	14	81	95	true		a mild acidity	a mild acidity	expression.observed.en.sha256_0e2819f8823e1085168c21d275287a6ce8e6cd6bc2d966dd7d55cb145145c44b
observation.firstbloom.release_2546.005	document.firstbloom.release_2546	5	a thick body and a rounded sweetness	eb6b4e803bb068842c09b0faa5634773c842a881b1273fde6413f031ee507ee2	36	97	133	true		a thick body and a rounded sweetness	a thick body and a rounded sweetness	expression.observed.en.sha256_eb6b4e803bb068842c09b0faa5634773c842a881b1273fde6413f031ee507ee2
observation.firstbloom.release_2564.001	document.firstbloom.release_2564	1	Notes of Bittersweet Cocoa	4e4e904f144442bcb0173ae67d701205c49d5c66176c7c00fb108583e53cad34	26	0	26	true		notes of bittersweet cocoa	notes of bittersweet cocoa	expression.observed.en.sha256_48eb44451985a030f13f8d2d5c89cc2cbcc91e72f4088dec608f3bce0e02db59
observation.firstbloom.release_2564.002	document.firstbloom.release_2564	2	Smoke & Roasty	fa52135523a7b10389777ed9541897ccc01610c5a54405ed2b86b0e50f269bb8	14	28	42	true		smoke & roasty	smoke & roasty	expression.observed.en.sha256_256612668cdbaa83ac6d4dfbeb4a8b54b37cb01090d26f0d784ce61d2bc6e8a3
observation.firstbloom.release_3520.001	document.firstbloom.release_3520	1	Blackberry	0187cf006f58f6f8aa69b24023ca18894ba5384582b76eb54a69ad1e46402544	10	0	10	true		blackberry	blackberry	expression.observed.en.sha256_fc7647bee720ef94013a9ff03d93d7bdc231eaa072f7312e27558fecf5dde52c
observation.firstbloom.release_3520.002	document.firstbloom.release_3520	2	Wild Strawberry	e8f2958be5cd4892a8caa0f9050ffa2110237a5d0d88b415294341ad9bb8aabe	15	12	27	true		wild strawberry	wild strawberry	expression.observed.en.sha256_faf33453d390947e7e80d8d36ac83c9ba100e8d9378a3fa106adc18361d77ccd
observation.firstbloom.release_3520.003	document.firstbloom.release_3520	3	Earl Grey Tea	61deb40f49937507248514d29612ecba1ce88fa23c954c6eff42a26351f4b5c5	13	29	42	true		earl grey tea	earl grey tea	expression.observed.en.sha256_54812827019300c86adffb813d460fb2cd5a1d28aeed9919c98e47c08072dfc2
observation.firstbloom.release_3259.001	document.firstbloom.release_3259	1		e303814ec71356ef8a2f69d397c1e1c6e693decf6277df2a2cfe9f155149599f	42	0	42	false	rights_complete_field_surface			
observation.firstbloom.release_4669.001	document.firstbloom.release_4669	1	Tropical fruits	1946372a486bacc797f28adccb3823e3d41ad0b7a2de4ded51cf31f3739446d0	15	0	15	true		tropical fruits	tropical fruits	expression.observed.en.sha256_e9664961c84a9974da38803129ebf9ca14db2d1902631408950c49f0eb3201aa
observation.firstbloom.release_4669.002	document.firstbloom.release_4669	2	Hoppy	df4929e5274b0d9d6f0664998cbd6d035305c9451c3ae86f11cddba6d28acd8e	5	17	22	true		hoppy	hoppy	expression.observed.en.sha256_a1245ed1440c54cea2e06f98d1d8087d4662fa689e8559ce39f39e167ab5ef88
observation.firstbloom.release_4669.003	document.firstbloom.release_4669	3	Mixed berry	56d4aebfe2207464a03a69e618b378111455fa759e35ada6a0a0bec11cc3e67f	11	24	35	true		mixed berry	mixed berry	expression.observed.en.sha256_f70933143342ccb3d044a37e96c44d5d2b414e39db7ef0f37f4c12e53f4266c9
observation.firstbloom.release_4669.004	document.firstbloom.release_4669	4	Florals	7fa95aefe60fcc1156a4772bc0ffef6a9a5cea0af8d9abae17be80f401a842a6	7	37	44	true		florals	florals	expression.observed.en.sha256_fce1233657ad207fed4b3a5190fd3d745c8a2093f43f0fd51279429fa2f2bd7b
observation.firstbloom.release_2850.001	document.firstbloom.release_2850	1	WILD STRAWBERRIES	e6d7019ebf960974645a078afe1cdcadce50ebd77d67f46d1b3470b5ec5ff4a0	17	0	17	true		wild strawberries	wild strawberries	expression.observed.en.sha256_bae6406a5ce1ad701bb5b22b8276b9b6b5b6e7b1f6a05bb256c83acad6785ac7
observation.firstbloom.release_2850.002	document.firstbloom.release_2850	2	NATURAL WINE	371c77f56c96b778d34a8bf5dc7101a2927444e2a797676c0462fa0769a3d7f5	12	19	31	true		natural wine	natural wine	expression.observed.en.sha256_74ba6d8693cfd875b0b4b5a42c2206467ab9604aa280b94322ff5593197b11d8
observation.firstbloom.release_2850.003	document.firstbloom.release_2850	3	HONEYSUCKLE	16f2a397dbd5df6f23c4a4dd6bf77a3aae8eb3e1ea1f027000a227d3a5940234	11	33	44	true		honeysuckle	honeysuckle	expression.observed.en.sha256_3efaf748979e929f47a9bcd1bac5c3abd35bbd923aeac977a50cb7382e2570f0
observation.firstbloom.release_2850.004	document.firstbloom.release_2850	4	AGAVE	e82a2d2204abbd229f9b7ed585edb43cdd0365298e7e6b8068399fccba168a64	5	46	51	true		agave	agave	expression.observed.en.sha256_95fb1fa9a88b393c74600f448a8966f514ccf21e497273484b7010dab6f0880e
observation.firstbloom.release_3707.001	document.firstbloom.release_3707	1		011edb9c7d86cde11ace21d944a353b871e59013c95834d63d9532cb81748015	17	0	17	false	dual_review_non_english			
observation.firstbloom.release_3707.002	document.firstbloom.release_3707	2	prune	6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67	5	19	24	true		prune	prune	expression.observed.en.sha256_6c83126bfcb0c11f963495f9102d4a1ea0a90a7e1a65c67878bc7e1e18beac67
observation.firstbloom.release_3707.003	document.firstbloom.release_3707	3		8d16498453b03d4420d90362d71e6c36bb1564aeea53f36f206746e7cb5a5175	8	26	34	false	dual_review_non_english			
observation.firstbloom.release_3291.001	document.firstbloom.release_3291	1	fruit jam	fb8971b373b0f161877d8f5457c0237de0ec6ea054c9c77376157b6f31b4aced	9	0	9	true		fruit jam	fruit jam	expression.observed.en.sha256_fb8971b373b0f161877d8f5457c0237de0ec6ea054c9c77376157b6f31b4aced
observation.firstbloom.release_3291.002	document.firstbloom.release_3291	2	melon	a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	5	11	16	true		melon	melon	expression.observed.en.sha256_a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27
observation.firstbloom.release_3291.003	document.firstbloom.release_3291	3	papaya	98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18	6	18	24	true		papaya	papaya	expression.observed.en.sha256_98a4f7655958a385a0667bad61bac1b10f31df5f39eb57e06527dc1949acaf18
