cleaned_descriptor_assertion_id	source_descriptor_assertion_id	snapshot_version	source_dataset_id	source_family_id	source_route_id	source_artifact_id	source_file_sha256	source_locator	effective_record_id	coffee_identity_id	edition_year	preparation_service_id	publication_layer	source_field_label	source_field_text_sha256	atomic_source_text_sha256	source_native_form_or_restricted_pointer	cleaned_lexical_form_or_restricted_pointer	cleaned_lexical_form_sha256	semantic_class	canonical_mapping_state	canonical_concept_id	cleaned_descriptor_identity	mapping_confidence	segmentation_decision	evidence_tier	rights_state	panelist_identity_sha256	panelist_sample_observation_sha256	roast_evidence_sha256_or_state	counts_as_cleaned_assertion	counts_as_record_unique_cleaned_descriptor	publication_duplicate_suppressed	human_reviewed	expert_adjudicated	model_eligible	cleaner_version
cleaned-assertion:00469851c3d3b1ef577ad88e	assertion-b2:0ed73aff1dfa6be6f0d656b3	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:546216275e1cb777c9175406	546216275e1cb777c917540640eebf30537e6a393d83649dcbf63100ded069ab	html:item-attr=Aroma / Flavor;index=2	effective-b2:1f5bf3f06219d25146dce8ff	coffee-b2:2b07d1ecf4f40c7ce7ea0d0b	2026	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	ed403d771cf9090fdc2a08f87f78a88a3313d4ae3e99a57c2497f6bc7dbbfcca	dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	hash:sha256:dca40757d00d1d85634daa896b0947fc9ef6033fad5a09340c6dd555094f826d	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	sensory.caramel	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0046c845732785851b13c5c1	assertion-b2:30659fdf317df75993c5a0c6	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d7fc73a59068cc251533c6ec	d7fc73a59068cc251533c6ec33ca92d6b85d39f48e2d563856b548ead76ccd2e	html:item-attr=Aroma / Flavor;index=2	effective-b2:5fb5e54e397cda2ed96912a0	coffee-b2:8f1275f73f442ef9833737fc	2019	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	7a7c0f3a5b79475f4f20064e031805f91afc37619f796261a0d084b77a5904cb	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	hash:sha256:7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	hash:sha256:7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	7d108ddb9255c7f990a9ec23453aea2b99ac06e5150c1e70e804e64dc22ee748	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:7d108ddb9255c7f990a9ec23	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:004832fe57005354e324d419	assertion-b2:32fd9f4a310c45b2676d7099	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:9d13b659dde9d73700c494b7	9d13b659dde9d73700c494b77bc1f36221a14111044632df4e1de2b19d10c0c0	html:item-attr=Aroma / Flavor;index=2	effective-b2:f5512cc6cdef8a0e0a765c21	coffee-b2:f50773abb39d38402392c7bc	2019	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	95ecd46801c6962b945efead9fc734a6dd3a8a62ef858e3111021d4ad9bfa3d2	8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	hash:sha256:8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	hash:sha256:8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:8e1dee69c7fd4f27ae10cf45	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:00501c10e3e6b58250de329e	assertion-b2:a1221e5f73663865f372c2a8	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:7a89cfcef02bbdf71ca368ed	7a89cfcef02bbdf71ca368ed2aa0fd60494d85b0ee71805ba412e132d1619be8	html:item-attr=Aroma / Flavor;index=2	effective-b2:cb6b96d7076418aacd64d1f7	coffee-b2:076d218c950224cee5e40a10	2015	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	48ec62dfe727e0a503ddb843336d5fbaca1a77d7a1c94fc38a45efee6c3d4650	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	sensory.caramel	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0059c1f472d6b9ea6c6538ac	assertion-b2:08731cfb1b4c13569bf4385c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=14;column=7	effective-b2:17455893ca9329468f7c1523	coffee-b2:80e44224013850f18bd9e471	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	e0ecff7f62e762f3ee25e90cfd4486ee4921c8e41f16053a7c924f5f929a9e11	2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	hash:sha256:2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	hash:sha256:2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	2e86ba52ae062c2fa970c83e0b76c0b2c5c612ff79213fdc1c433afa17afd8ff	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:2e86ba52ae062c2fa970c83e	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	6c8b76911f032e7304f25c264bbc5cd82a39f1f199f401ffe013196febb670a1	hash:sha256:708d03e548f65e34bf756909a16b47e78a9fbec9d4f1809b55fcdf2d9ec3cbb7	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:00610b3eeb85fe3ef87a3611	assertion-b2:f3f55ab3b7c2deed9ae0b39b	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:c6b9cdc47ac0ba006434369b	c6b9cdc47ac0ba006434369b0734969ee97676596496416959b8d519546d47d2	html:item-attr=Aroma / Flavor;index=2	effective-b2:f3ee6065685aac602248bdc8	coffee-b2:a975e53481471f17c97771e2	2021	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	fe0b3d61e0bc38ea41850834e044391e544f6e1d688d411f62f92f6931626213	872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c	hash:sha256:872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c	hash:sha256:5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	5c17109d20746ad75bc1bb9d345b114adc6dca927bd8ed3980c2aa8b1f37d944	BROAD_SENSORY	ONTOLOGY_CANDIDATE		cleaned-form:5c17109d20746ad75bc1bb9d	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:00622965bcd2216fed34dd8d	assertion-b2:36a2e8951104760069a8c94c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:ba43a6de65bf11ef41a2721c	ba43a6de65bf11ef41a2721cb2827a832ef08a7058af7e72421a084d18511eb3	html:item-attr=Aroma / Flavor;index=2	effective-b2:a1ed721014cf285d6d9bd1a2	coffee-b2:431fcb756d04c0d1611be27d	2014	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	7d0d00fa1e0babd97296e013a2792120f159328b726873147b3ea66c25ebd073	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	hash:sha256:a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	a40010d6046616915d64e2b0c761a63858860ef38d35a3a19193d6e42ed14d1a	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.caramel	sensory.caramel	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:006338c3607c4586e366289d	assertion-b2:9eae20ac7396f109de028344	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:d8d046a7d71e9c0c25975f64	d8d046a7d71e9c0c25975f642c2bfabeaa42dff3baa1e0a5dc597ebf750bfa50	html:item-attr=Aroma / Flavor;index=2	effective-b2:18de3fe3ee22d62eebeb7b4f	coffee-b2:cdf5147e3fcc342737515a95	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	5cc12d1c341174350f6547be6ada3d2046ea7de13120c2aa2e6e40c29d931e07	968fe5f7c57be727a231fcc2a49d2b2a6071757070d5183948863f6b54259864	hash:sha256:968fe5f7c57be727a231fcc2a49d2b2a6071757070d5183948863f6b54259864	hash:sha256:0a3fbd76022074f7e31cddf75c46884774e0c0260ed0ccc5e060bf6b5b8a7504	0a3fbd76022074f7e31cddf75c46884774e0c0260ed0ccc5e060bf6b5b8a7504	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:0a3fbd76022074f7e31cddf7	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:006663d04157b3ca36d4f0b5	assertion-b2:dce45b85356a11c93bfb36aa	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=501;column=7	effective-b2:1a1f1b29ea02d25f4230afce	coffee-b2:2f3305e9e32bd777c8f66a73	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	4c1dab6e571994d03b6bce23c76184eb1010b7597db60b7b79c755861dbafdeb	95c62f4729267dc1938c5579f414a001746e04f7373b3183d343ca67ed6a8ac3	hash:sha256:95c62f4729267dc1938c5579f414a001746e04f7373b3183d343ca67ed6a8ac3	hash:sha256:95c62f4729267dc1938c5579f414a001746e04f7373b3183d343ca67ed6a8ac3	95c62f4729267dc1938c5579f414a001746e04f7373b3183d343ca67ed6a8ac3	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:95c62f4729267dc1938c5579	0.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	2295a473714f445774e7a6c3e36c139eb283cd17f8d21b7878a8eb2b2d54637f	hash:sha256:666b80451cf213c1824ae8df97f9c0f3854ba6aa5d049893c874a8531b90e386	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:00679cdcfcdaed8d63fefea7	assertion-b2:b700c48b934d2668e72e09ef	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:c25b52ff1fd5f58e1c74b4ae	c25b52ff1fd5f58e1c74b4aecfaff669c168fd38bffbdfdada58683e5f6678fd	html:item-attr=Aroma / Flavor;index=2	effective-b2:0ecba0bf72da59f984bc26ea	coffee-b2:68c47314100aa4ba228d4ecb	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	837b98298992f053cd146f243953cff23e1032fa9e6e8f9b7c95d65e9c316afb	4c71d89a97c1b2a60765b35fd85f5c9d32eeec7c3bf89acaf5f341ae0e21fa66	hash:sha256:4c71d89a97c1b2a60765b35fd85f5c9d32eeec7c3bf89acaf5f341ae0e21fa66	hash:sha256:efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	efbaa8cbfffc1af3afcf8082a3732e4d5111104ae3f6ef8b2545975e50497505	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.lime	sensory.lime	1.000000	SAFE_LIST_SPLIT	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0067b7dce0482cf6454dfebe	assertion-b2:f832869b68dd4893e0408e0c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.zenodo_golovinsky_q_grader_dataset	route.zenodo.20840464.panelist-descriptions	artifact-b2:85df699ea18f5849ef310410	85df699ea18f5849ef3104100a20570d5df13e7d6cc7ce53e20c3df8a5219150	sheet:All Panelists#row=181;column=7	effective-b2:660abd302bc781bd6c90c792	coffee-b2:b235432b266b201fcf3d0df8	2026	CUPPING	JUDGE_LEVEL_OBSERVATION	Bouquet description	e74fcb36ee16645b3e00be3182148543e0091f9e3a14768848d38b14b32e0bd9	058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	hash:sha256:058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	hash:sha256:058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	DEFECT_OR_NEGATIVE_SENSORY	AUTO_EXACT_CANONICAL	sensory.rubber	sensory.rubber	1.000000	KEEP_ATOMIC	P1	AFFIRMATIVE	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	33a3c52d3086f4b1aaf74375800d885b22e63e77a267d22ef58928b5f7dbbc1a	hash:sha256:53e982251b5e24fc3cc224774d203b681bd1363512fdcc93842a7e2be3f1b5b0	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:006a23b9a5334c9b6304294f	assertion-b2:99ce594f28e43cd299dbc5a1	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:1b002ca827f4632b12e2d363	1b002ca827f4632b12e2d363c6e2eb2e81c16365daacc7730eaabac821b42268	html:item-attr=Aroma / Flavor;index=2	effective-b2:b525d6b9c44ee23f8aabada3	coffee-b2:26f094c5013b2def385304d0	2022	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	a131f9728a9c3d3a28a1b5eeab878277222443e628256be8cb3149f8f16c87d1	b47a49efd2ed642c4b1573315ce18b301783897dc73a84cc6a19371ecf23fc4f	hash:sha256:b47a49efd2ed642c4b1573315ce18b301783897dc73a84cc6a19371ecf23fc4f	hash:sha256:c9452dcec3d330f089036f5bdd23c12a421cee51c316169199a3a1596b52e4bb	c9452dcec3d330f089036f5bdd23c12a421cee51c316169199a3a1596b52e4bb	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:c9452dcec3d330f089036f5b	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:006b57f250d36df1b48a4c07	assertion-b2:6100dab31f538304868b1a48	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:515d8f046acf8b2d55c440cc	515d8f046acf8b2d55c440cc1ca77e9d06f13e63786ac52df8f5df0bcc54d73d	html:item-attr=Aroma / Flavor;index=2	effective-b2:11f1cf64a257ecbb152a6416	coffee-b2:918d9e55dcb54128123a1778	2018	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	c5eeb1d2018b26c6e3a062e38b93f73361771220650585466996a447cdbaa529	8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	hash:sha256:8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	hash:sha256:8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	8c39c63488260c318aea4cb09df75d79e27f13c6997489d4aee818cbb88a7d23	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:8c39c63488260c318aea4cb0	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0072c0d8e0e85ae548767a5a	assertion-b2:9544205d97775a6ead19ab95	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:0a689d5631e383e325d4e75e	0a689d5631e383e325d4e75eb9e22627e9d01ed48cc9c10c4191c5b44fcbf436	html:item-attr=Acidity;index=3	effective-b2:366c3523ef969a734f383ef4	coffee-b2:476b48cb5fa170d855eeb0bd	2026	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Acidity	9e201d6c0747f23d69f21e9046837c7edddf017cbd8166fd0bb80007cbf6425e	ef2a28f03f6eafb0fe030794be2c6714d743f2b28e13b40d022393a0debfaa9f	hash:sha256:ef2a28f03f6eafb0fe030794be2c6714d743f2b28e13b40d022393a0debfaa9f	hash:sha256:73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	73cce42f1f0e9099688b8eb6294f7a9963c937a8e47315ccb759f499ada648d9	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:73cce42f1f0e9099688b8eb6	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	false	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0072c62a659790edb7cfe1be	assertion-b2:054fb8935c5b941908eb3a3b	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:1c3ad8442e8096b23260bce7	1c3ad8442e8096b23260bce723a6dd6f3e0aeefb7900e0300e7919d3c9b439d8	html:item-attr=Aroma / Flavor;index=2	effective-b2:77407f95b650c3e9ea5ebf9b	coffee-b2:db742abe135373c8460e4fca	2010	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	7ecf59cc8cb064895e04abfc124f8118d12980a1d5568d12ee89128229b98e67	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	hash:sha256:9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	hash:sha256:9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	STRICT_FLAVOR	AMBIGUOUS_MAPPING		cleaned-form:9738eaf312d761a8ae49f777	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0073bf7f5ea9400809048020	assertion-b2:ad2015e27c912d0909519128	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:323c719291f7d2b8cfd7881b	323c719291f7d2b8cfd7881baedbd34322d11b1e13ed84418128042e3e76b124	html:item-attr=Aroma / Flavor;index=2	effective-b2:a4bc07aa674662088dc6aa73	coffee-b2:561982481025429394acbdd9	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	2adf9804e76d68144370303af2eff9891529c2c304e3ec0f83e77465aefa1cbe	676448222f60559937ba24bdfc1abe95cb89914dfa4f73d5608d567b7e88249a	hash:sha256:676448222f60559937ba24bdfc1abe95cb89914dfa4f73d5608d567b7e88249a	hash:sha256:f9e263cde179789459a96a0f045d56bbf99f0076cdb7fb49e7508453654e7252	f9e263cde179789459a96a0f045d56bbf99f0076cdb7fb49e7508453654e7252	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:f9e263cde179789459a96a0f	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:007c29f5497710367fcd8fc4	assertion-b2:8d4a81d2c1b12ce52b4d5ea6	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:56da46df5130bffd7526734c	56da46df5130bffd7526734c74a8e4a76d4b0af51c759bf1f57c6669f2dbb782	html:item-attr=Aroma / Flavor;index=2	effective-b2:3fbe413ebe16b4d9a74f828b	coffee-b2:ebfadd546c3377909eac0010	2020	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	6c65ec80b800d82f614f48a6911788cd4ff6149d43495abfe798dc64754f8948	2da4003607500a03f7077e18c0a66962111db1d26b5c11cf7ec73327e0b318b2	hash:sha256:2da4003607500a03f7077e18c0a66962111db1d26b5c11cf7ec73327e0b318b2	hash:sha256:8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	8e1dee69c7fd4f27ae10cf4589b12aa7a808271ac61b85938b4fbc55829cb509	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:8e1dee69c7fd4f27ae10cf45	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:007e9226f00b7aa522a69484	assertion-b2:83b2b33541c65e5f022ba9c0	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:065ac21ad3a2d7632d037c31	065ac21ad3a2d7632d037c31c63f04e947c5f46ea9fd9f7a7d10a793b79c4845	html:item-attr=Aroma / Flavor;index=2	effective-b2:df2e8f31b0d97171f1400aca	coffee-b2:87cb7afbfee4cd45c8c0f9da	2023	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	f8a3175d8f75e9af000c6dec99509f3c8b5557cf9260b4791b12f75770b86276	9b1b8c9a1c9239e8ca19745715b317768aca94d57ddf810ea29e9bdb590e246c	hash:sha256:9b1b8c9a1c9239e8ca19745715b317768aca94d57ddf810ea29e9bdb590e246c	hash:sha256:a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	a73860a05ec07cb9ce86d8022312d6e32e5048f44e33e3386cf1ce8a6dc4fe27	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:a73860a05ec07cb9ce86d802	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:0082437c407bbbc048d6b6dd	assertion-b2:9bd3bd76dcbaeb7684dac3ce	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:834b19d37f126f7523f3cfec	834b19d37f126f7523f3cfec23bc902e09a299747eaf2fc2ff8e93614076ca97	html:item-attr=Aroma / Flavor;index=2	effective-b2:166e10102c5c0833b2d2bf6b	coffee-b2:3a29791053de9dd50505052a	2025	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	3f4b7b82836046f2be04d7fc915d7a2245eb817c0a59871237c30105b03b14a8	97e1c1c9e0bdd1a7c434c688a8f40c30416782e471254ddca98a84de2d40dbc1	hash:sha256:97e1c1c9e0bdd1a7c434c688a8f40c30416782e471254ddca98a84de2d40dbc1	hash:sha256:3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	3a7bd3e2360a3d29eea436fcfb7e44c735d117c42d1c1835420b6b9942dd4f1b	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.apple	sensory.apple	1.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
cleaned-assertion:00828ef28fbaf0168e5a6dcc	assertion-b2:635c006246fbb28d849bdd8c	professional-descriptor-candidate-v0-20k	professional-descriptor-scaleup-batch2-public-safe	family.ace_cup_of_excellence	route.coe.generic-official-sensory-detail	artifact-b2:3d846a51f43852bb7d1ed942	3d846a51f43852bb7d1ed9423e01a9f87930728fc75fe3ec891916a587f45cef	html:item-attr=Aroma / Flavor;index=2	effective-b2:29d168a6445e586cdb35e5aa	coffee-b2:be24a65fefc6ded853e12e75	2014	CUPPING	GENERIC_ORGANIZER_SENSORY_FIELD	Aroma / Flavor	afe67783fdde8e4e57a26876a91c303b3bc7f61492d6e956aae9eb3e1030ecb9	71244365f8af3d21d39152c0894af0eb8fb1b90c4a539fde103e88e8c83174fe	hash:sha256:71244365f8af3d21d39152c0894af0eb8fb1b90c4a539fde103e88e8c83174fe	hash:sha256:71244365f8af3d21d39152c0894af0eb8fb1b90c4a539fde103e88e8c83174fe	71244365f8af3d21d39152c0894af0eb8fb1b90c4a539fde103e88e8c83174fe	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		cleaned-form:71244365f8af3d21d39152c0	0.000000	KEEP_ATOMIC	UNRESOLVED	UNKNOWN			UNREPORTED	true	true	false	false	false	false	batch3.restricted-semantic-cleaner.v1
