review_item_id	review_rank	concept_cluster_id	mapping_state	assertion_support	effective_record_support	source_family_ids	year_ids	suggested_action	restricted_pointer	project_owner_decision	decision_reason	reviewer_id	reviewed_at
cross-form-review:14183c1f1da66a717ac45b7e	177	concept-cluster:c09881e8dfa888d7be278385	GENUINE_ONTOLOGY_CANDIDATE	29	29	family.ace_cup_of_excellence|family.project_origin	year.2014|year.2017|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:14183c1f1da66a717ac45b7e				
cross-form-review:9a29076a5e5f6e0fc1524129	178	concept-cluster:10b83ef52026973d5abef7b6	GENUINE_ONTOLOGY_CANDIDATE	28	26	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:9a29076a5e5f6e0fc1524129				
cross-form-review:b4658631f102b66140d63f42	179	concept-cluster:ab8b2dd528a9d8f27944585b	GENUINE_ONTOLOGY_CANDIDATE	27	26	family.ace_cup_of_excellence|family.project_origin	year.2015|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:b4658631f102b66140d63f42				
cross-form-review:ee21d41ac775c164f8604b1b	180	concept-cluster:3efeb5625d37739b90fc2053	QUALITY_OR_STRUCTURE_ATTRIBUTE	26	26	family.ace_cup_of_excellence|family.coffee_board_of_india_fine_cup	year.2009|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2023|year.2024	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:ee21d41ac775c164f8604b1b				
cross-form-review:1daa1975afc11e14b2db34ec	181	concept-cluster:12d8ac2ccbbbda2088d9a602	GENUINE_ONTOLOGY_CANDIDATE	25	23	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2011|year.2017|year.2018|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:1daa1975afc11e14b2db34ec				
cross-form-review:dcf79f4315433645d1ba83e0	182	concept-cluster:30bf292980aaa6ae45087e75	GENUINE_ONTOLOGY_CANDIDATE	25	24	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:dcf79f4315433645d1ba83e0				
cross-form-review:01caadd1257641d9f1515654	183	concept-cluster:30a39e20fd7ec7ac1efa18a3	GENUINE_ONTOLOGY_CANDIDATE	24	24	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2018|year.2019|year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:01caadd1257641d9f1515654				
cross-form-review:392c954055c4529d7204e59c	184	concept-cluster:3e50480a2ae1708f1e73670b	GENUINE_ONTOLOGY_CANDIDATE	23	23	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2018|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:392c954055c4529d7204e59c				
cross-form-review:115026dc319b64ee19b0682c	185	concept-cluster:9fa60cc8bcb7e6d3c8e851a8	DEFECT_CONCEPT_CANDIDATE	23	21	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:115026dc319b64ee19b0682c				
cross-form-review:5ace95380d5669b05708c01f	186	concept-cluster:d646e3fe2cfdbb97f88bdc50	GENUINE_ONTOLOGY_CANDIDATE	22	22	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2012|year.2016|year.2017|year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:5ace95380d5669b05708c01f				
cross-form-review:e2a5f2b624b25bd532a19e05	187	concept-cluster:5608e1c50933250d80615986	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	21	19	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2014|year.2017|year.2018|year.2021|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:e2a5f2b624b25bd532a19e05				
cross-form-review:737a8149c387cac486801e4e	188	concept-cluster:b73679955544dc3c92c26b6a	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	21	21	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:737a8149c387cac486801e4e				
cross-form-review:78e95f2bee92e841ddd21fef	189	concept-cluster:4fed16163c6c0cd3e4093e69	GENUINE_ONTOLOGY_CANDIDATE	20	20	family.ace_cup_of_excellence|family.frontiers_cenicafe_lengupa_trained_cuppers	year.2012|year.2015|year.2018|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:78e95f2bee92e841ddd21fef				
cross-form-review:e287b86405fe0f860038b693	190	concept-cluster:a00a5ef4f2c04f07e70fabd0	GENUINE_ONTOLOGY_CANDIDATE	20	20	family.ace_cup_of_excellence|family.project_origin	year.2009|year.2012|year.2015|year.2017|year.2018|year.2020|year.2021|year.2023|year.2024|year.2025	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:e287b86405fe0f860038b693				
cross-form-review:07f4ee96a080976297089582	191	concept-cluster:957b011d1622e05ed242c6f0	CROSS_LANGUAGE_REVIEW_REQUIRED	39	39	family.mdpi_certified_q_grader_storage_panel	year.2026	DEFER_TO_SENSORY_EXPERT	restricted://batch6_semantic_review/cross-form-review:07f4ee96a080976297089582				
cross-form-review:9c4132fd63881f1af5cd54e7	192	concept-cluster:db5a6c2c53e93cb98c1713b6	GENUINE_ONTOLOGY_CANDIDATE	19	17	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2021|year.2022|year.2023|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:9c4132fd63881f1af5cd54e7				
cross-form-review:5fe54cbcec0ecc80690c2f1c	193	concept-cluster:7f4aa1ac6eb82a04798fa566	GENUINE_ONTOLOGY_CANDIDATE	18	18	family.ace_cup_of_excellence|family.project_origin	year.2009|year.2018|year.2020|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:5fe54cbcec0ecc80690c2f1c				
cross-form-review:342037a5adfcbc09e4d9ce7e	194	concept-cluster:1dd7bcd47aafb150d0e9cb9f	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	17	17	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2015|year.2019|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:342037a5adfcbc09e4d9ce7e				
cross-form-review:b5085f58c91d241de626a413	195	concept-cluster:5afe3a7c274f54a7e3556d16	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	17	16	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2024|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:b5085f58c91d241de626a413				
cross-form-review:2d5f986a39966d000993caf9	196	concept-cluster:853c656e00f24a6eca32ed9e	GENUINE_ONTOLOGY_CANDIDATE	17	17	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2009|year.2012|year.2015|year.2017|year.2018|year.2019|year.2022|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:2d5f986a39966d000993caf9				
cross-form-review:bf2f22ddabb5fc4dbcbb9348	197	concept-cluster:8a98ebf056d4444c3755b383	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	17	17	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2017|year.2020|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:bf2f22ddabb5fc4dbcbb9348				
cross-form-review:1755588b65f093a61a9d4eec	198	concept-cluster:a41ca2fdaceeb91c614bc988	GENUINE_ONTOLOGY_CANDIDATE	17	17	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2018|year.2019|year.2023|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:1755588b65f093a61a9d4eec				
cross-form-review:812220e39b1b0b5fbc82723f	199	concept-cluster:49f8e0988cd90670bd9579a1	GENUINE_ONTOLOGY_CANDIDATE	16	16	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2014|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:812220e39b1b0b5fbc82723f				
cross-form-review:c27d003587977fc4ab5f61f0	200	concept-cluster:5a95f420eb0771a6e4833c3f	GENUINE_ONTOLOGY_CANDIDATE	16	16	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2017|year.2018|year.2023|year.2024|year.2025|year.2026	MAP_TO_EXISTING	restricted://batch6_semantic_review/cross-form-review:c27d003587977fc4ab5f61f0				
