review_cluster_id	cleaned_lexical_form_or_restricted_pointer	source_language	semantic_class	mapping_state	canonical_concept_id	assertion_support	effective_record_support	source_family_count	year_count	gold_support	silver_support	selection_reasons	codex_decision_type	review_state	human_reviewed	expert_adjudicated
cleaning-cluster:4ed81649044a4bd52537ab69	hash:sha256:0a3fbd76022074f7e31cddf75c46884774e0c0260ed0ccc5e060bf6b5b8a7504	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	12	1	6	0	12	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:5394933402b9afcc0dd2837e	hash:sha256:f25abed045720ecedb4e55b529d5e707db47bc0c6310c320fefca35278c89d50	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	11	2	3	10	2	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a44736f191790dba857a0633	hash:sha256:68eb4dd9bf894f6eb07654d30a42f95b957e1036a87a996d443a5684c87afc46	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	12	2	9	0	11	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:af40a412766d075b15da9ea6	hash:sha256:f7b6ddda10b9046dad4be34641619b3ec3c3a8ded771579483b0a77e47877fc1	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	12	1	6	0	12	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c139def64a539e0487b644b6	hash:sha256:d4d6cb99915dfaa46ca7528ee7808edd647313302c8153bc6a3bf1d6b5c60687	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	11	1	5	0	12	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:d674f78eb98cc31b7e3e173b	hash:sha256:a1e634d900bf403fe72ab7bd3a20ca6f5130e76038585a94b21194960484e924	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		12	12	2	7	4	8	CURRENT_TOP_200|TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:09f7fc0d2040db891860f6ed	hash:sha256:95163716f595838207178682af9d39338cd210925e98f9b5fa8169ce9a1b483b	en	STRICT_FLAVOR	AUTO_APPROVED_ALIAS	sensory.cocoa	11	11	2	7	0	10	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:0acf15869798cd46b6304259	hash:sha256:a60f512f1c4ae117d46a82125fd0147e80a051312e2d7776e65d5ecb79d9f225	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	5	0	8	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:0bcc0daed8732be0b4f1bbf1	hash:sha256:52f9f23c45b58c61bbe90e7437d16a01a7064d63f7f71eae8b8f89295f9939e4	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		11	11	1	2	0	11	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:17e6e895a77b6baa1e3b2173	hash:sha256:a9423b17e82a35bfb30d60f1be4ca4c53d0959276144e4482d633f74ce591ec5	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	10	1	9	1	10	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:1a19157348ee2152c4b2dd06	hash:sha256:7eaa01ebd672a7f17bf18d6c2d2818a000d9dfd5191fcf97831226032adcb496	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	1	7	0	11	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:1c87f8a15d4bd9ef876024b6	hash:sha256:f6cc5b085b61387ac2c125bd1289137d02bc58a07af9a766fa0de45e0e5066f8	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	2	10	1	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:572704dd0ee44499e3b98f56	hash:sha256:3efaf748979e929f47a9bcd1bac5c3abd35bbd923aeac977a50cb7382e2570f0	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	7	2	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:5ffd135448b26d27ca9c0d83	hash:sha256:77ea6b39ea79be35577303262099a5df517ebbfd5b46a485d0b6d85d15e61c59	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.almond	11	11	2	6	5	6	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:61b17c348424d6a675552c47	hash:sha256:3b10795fbe4e5737c352ebc466d2bc1ef666f972e56368bd1c638e1986f29831	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	3	6	5	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:62e2e236e442b5e711596488	hash:sha256:3d5478b51790b364dfb4dd6764e900adc7cee8a09cabcf4b24b04e16c78687da	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	9	1	1	11	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:76c983f39094d8187df3b587	hash:sha256:23ebce72c4424e81ef48a495bc9ca88c93b8a34ab398bed854b76f1c784ab227	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.coconut	11	11	1	8	0	11	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:9979eb4102acc7f7279d7e02	hash:sha256:b0df7aca2b1494807e448a180bb058000ad683abfdd0c2d1c0386d6f43715119	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	7	1	10	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:9a05ea2b450a0b089c4fb0b6	hash:sha256:01024deec75e9c0eb827d664f2a6880101e363819017fa6d96b0b345ea25ef3e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	5	6	5	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a1e3b5df95429095fa8c6333	hash:sha256:a6b2cbeb7f34e8016cd93172571ff245881c907185f69326b176b32cb5aa972b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	6	1	1	11	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a6676aeee965d40ac09dc455	hash:sha256:a7a39b72f29718e653e73503210fbb597057b7a1c77d1fe321a1afcff041d4e1	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	4	5	6	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:a93ca0748c2c3703f59b4bed	hash:sha256:36ae583609d7fb39f8b89851e2001526f3da6593f584bbe8091f165d9ec57565	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	7	3	8	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:c22534ccd72bb17cad9a1a3f	hash:sha256:4481797fbe2b0cd788c5b5872332d0a32462fd2c090d75530aa4a245e9c57ac8	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	10	1	1	11	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:e1e89a0c05bc4dea855e0e61	hash:sha256:985604c2b60243122c24d4e18363e6434c535923be05f760204a1aef023aae9b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	6	4	7	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:ede5280e8a2322c0cfd1f55a	hash:sha256:b9fdc539aabca967bdd0f4f94bc4618d99a5968ea721a16730b1190f95d18fc2	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		11	11	2	8	0	10	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:f6513a8bbdf32c4b08580e7f	hash:sha256:cc1d86b81a087c9a92cda82911e1efa303b138fd084483d6a0dedff2a53e1f7d	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.raspberry	11	10	2	3	8	3	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:1b2c453d8bb0d85323a05008	hash:sha256:bb3c78a5ebceae972f96ce02703dc26cc38605228683877d214c3d8138cf0b0b	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	2	5	0	8	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:2e38257279ca35d9a1078316	hash:sha256:70de2441f437ae244aa8ac0ff2254fc9f8bf835a8a3a057fb1e05204e801f2c0	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	8	2	2	9	1	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:2e48d948ebd1310d4b794377	hash:sha256:fb1e08db57c3853bc932aaecae6ba0f12b3e9881be52866d717a1cd128955425	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	1	6	0	10	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:3a40b72a0bce048cc089efc7	hash:sha256:bbe8e9531e011540d71bdd2ba9addd73edf7e56313c446d5cf014f09e4e42eb1	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.bitter	10	10	2	3	7	3	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:634ed6a96e6d65176f6111e1	hash:sha256:22d2084f01936c564e690d170959976647b46c843bcb313ff7312fc169dc889c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	2	5	0	8	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:75cb838b8a358c06265f73f7	hash:sha256:a2d9e49e4622ce052276b03f541d95d8131f529e1dc25bc6601d274c757fe9e3	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	1	1	10	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:7df07e49736704e22fc547d6	hash:sha256:eebbf6457e46a7f63acdf9b97390f790ba443d60cfa44b607da7e5c40aa1cc1d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	1	6	0	10	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:881fe2ab255e211b0922dc81	hash:sha256:9fc0acf02304c58ef11763d6ed9229a99bc2da63b083950b7744f67161602469	en	STRICT_FLAVOR	AUTO_EXACT_CANONICAL	sensory.creamy_mouthfeel	10	10	1	9	0	10	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:8f2bbb8cca57e090bc1a7ad5	hash:sha256:5751e048eb6fee3eb9bb4ea70f107f19c35863766bee5100044e52ab60d9edcf	en	BROAD_SENSORY	ONTOLOGY_CANDIDATE		10	10	2	6	1	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:933b69f2f5801ff1278bd708	hash:sha256:28a608c7ef2dc2a07ab074d4fc24221ba0e84685f880c3b49891a491fd657a0a	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	2	5	4	6	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:965e9122493cba51157d5199	hash:sha256:99f8cc0b0006d781bab2748b861b2cfbb6ee053b21b901bd858ce1d38a57cd3d	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	8	1	6	0	10	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:9ba34113dcf7105e94142a32	hash:sha256:1ff0938846474bffb82fe6f107422337fd051c1191c9cc3584854fbb1501b276	en	STRICT_FLAVOR	AUTO_MORPHOLOGICAL	sensory.strawberry	10	10	2	7	3	7	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:ad5f47d43464ae89a1f8718f	hash:sha256:a3629aaf207d10a32d39b93b0325f20948606fd973a6aff846f79005f4d6d63c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	10	1	1	10	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:b133f3fb3d86df1f189138ef	hash:sha256:80694b4ddde0a513e37552d4e28c081bc42eadbda33b759aabfdfdd67101336f	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	5	1	1	10	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:f4dbf99d56a2763a55620778	hash:sha256:760d7e3244ca2c5df42f5f05b68a3deaa90f5933e197ac88986c165d654debfd	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		10	8	1	1	10	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:06c765e5f8e9928c0664625b	hash:sha256:5bed85bd69a5502a8f645a58a05e979f94bdeb77b957199ce8429e0ffbc01257	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	1	1	9	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:1b5b964655d67d46a2720664	hash:sha256:6295abce4ea1588dc65a1a6723c4fd9ba717dcf5eaafbb45974db28186508e9e	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	1	5	0	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:2727a61a0ba13323fec0ae10	hash:sha256:126a68e47a731cffec5e37a202794020f26c61b938fdd172a24b160582be794c	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	1	5	0	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:295b1e5f8eeb651b23decbb8	hash:sha256:51446de343eb0aacf099fb16579afb7d067176f254c58d25a0aed88d59ceca46	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	1	4	0	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:313c86ebc4c453b7a999e389	hash:sha256:0a052c147632c55a2ac98b4578fd75a8ff142bff9c94be915a41f0c4cca06630	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	1	5	0	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:5c0e84dc783aab05e2c1908a	hash:sha256:2906010acb3279f7a91a4d48573952d449908d163bbcb2f56d7e5441e3ed4ef8	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	1	6	0	9	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:bce4df02ecf0c8aa2258f144	hash:sha256:37290d74ac4d186e3a8e5785d259d2ec04fac91ae28092e7620ec8bc99e830aa	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	2	3	6	3	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:cd94e2b20c2dfb244f54ea78	hash:sha256:4e32948c362f084514ebafbc15807d573abbc4ab7e6c94d2c088e1a3fbce49d0	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	5	1	1	9	0	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
cleaning-cluster:e62cd0874d6c4833e1bc8a97	hash:sha256:058ce9bd95f5595d789494945ff8f29948c9e608550bee23198c81333d6ac756	en	DEFECT_OR_NEGATIVE_SENSORY	AUTO_EXACT_CANONICAL	sensory.rubber	9	8	1	1	9	0	TOP_COVERAGE_80_PERCENT	AUTOMATED_SAFE_RULE	AUTOMATED_SAFE_RULE	false	false
cleaning-cluster:fb638647c7eb6b6019347b04	hash:sha256:2afc0f6bdffa147426d3e311b88f48817dc01349b225d30eca39332dd9304c09	en	STRICT_FLAVOR	ONTOLOGY_CANDIDATE		9	9	2	4	0	4	TOP_COVERAGE_80_PERCENT	MACHINE_PROVISIONAL_REVIEW	MACHINE_PROVISIONAL_REVIEW	false	false
