review_packet_rank	concept_cluster_id	source_native_form_ids	cleaned_form_ids	mapping_state	canonical_concept_ids	semantic_classes	assertion_support	effective_record_support	source_family_ids	year_ids	gold_assertion_count	review_reason	suggested_action_set	project_owner_decision	project_owner_canonical_concept_id	project_owner_reason	project_owner_reviewed_at	sensory_expert_decision	sensory_expert_evidence_locator
170	concept-cluster:da726f682acadbdb22f847a2	source-form:3fee95da5ab69ebfdc16ec89|source-form:a7a39b72f29718e653e73503	cleaned-form:a7a39b72f29718e653e73503	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	13	13	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2020|year.2021|year.2023|year.2024|year.2025|year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
171	concept-cluster:f5403427a0acd97321d6bc2e	source-form:93e331cc6c13f27c1069c1c5|source-form:de5dec4117b85fc4c58c4ef6	cleaned-form:93e331cc6c13f27c1069c1c5	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	9	8	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2021|year.2025|year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
172	concept-cluster:1c37f818d822058162125432	source-form:cf3dea6543ff7338f9529b83	cleaned-form:cf3dea6543ff7338f9529b83	QUALITY_OR_STRUCTURE_ATTRIBUTE		BROAD_SENSORY	7	7	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2025|year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
173	concept-cluster:5e26315a5f2cce9b2b8cf2f3	source-form:241daf2e753a6a2f37a1b147|source-form:5d08f304a03e1fedc20358f8	cleaned-form:241daf2e753a6a2f37a1b147|cleaned-form:a70a59b3981af385be12b293	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.metallic	DEFECT_OR_NEGATIVE_SENSORY|STRICT_FLAVOR	6	6	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2025|year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
174	concept-cluster:b77b96ee0bfa8a921a73db3b	source-form:3481546dac1a2c59d3a470b6|source-form:bd071899591c00d2276d2254|source-form:f477e6d56dd7d04e9f9e28bb	cleaned-form:bd071899591c00d2276d2254	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	47	47	family.ace_cup_of_excellence	year.2012|year.2013|year.2014|year.2017|year.2018|year.2020|year.2021|year.2023|year.2024|year.2025	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
175	concept-cluster:21dd026e08142f25fffea3cd	source-form:9304e2bfd44ade20c3406f7d	cleaned-form:9304e2bfd44ade20c3406f7d	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
176	concept-cluster:35175f6b5e59103067b68da4	source-form:dc9c5edb8b2d479e697b4b0b	cleaned-form:dc9c5edb8b2d479e697b4b0b	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
177	concept-cluster:3d1980df70389e219dbb2b0c	source-form:2d76a962410431da253d6682	cleaned-form:2d76a962410431da253d6682	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
178	concept-cluster:46bb4dea01260cf9e7672a25	source-form:b5e0eee6e28efca6d6ad05d7	cleaned-form:b5e0eee6e28efca6d6ad05d7	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
179	concept-cluster:4788b73aedc9fb8f89176a9f	source-form:ab745d3e3d629027b3c3bcc8	cleaned-form:c9a209d8b257599aaab43b0c	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
180	concept-cluster:6583841e42bc5c937bd74ebe	source-form:a4b3d668642de5d2897a1c96	cleaned-form:a4b3d668642de5d2897a1c96	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
181	concept-cluster:a553ab2f11c9b079e22c8f88	source-form:6750f335a549c8d2d9a88ab9|source-form:d92c07ad493ff6a533049fbf	cleaned-form:14ee39530b5f5baf964df133|cleaned-form:d92c07ad493ff6a533049fbf	COMPOUND_OF_EXISTING_CONCEPTS		DEFECT_OR_NEGATIVE_SENSORY	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
182	concept-cluster:b49d72b8c9f8974717afa5de	source-form:e6b023fb0803a70668b04462	cleaned-form:e6b023fb0803a70668b04462	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
183	concept-cluster:dce39af63f583ac74951f833	source-form:9226ba0f75ba7a60b4c004be	cleaned-form:9226ba0f75ba7a60b4c004be	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
184	concept-cluster:e8a39ab4419863964eaefa10	source-form:ee578d1b0263c94ae731b1bc	cleaned-form:06f8382071a4109d1a103703	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
185	concept-cluster:ef2ba70eaac8a9be54dae332	source-form:14aeaabd808c7690be105a78	cleaned-form:14aeaabd808c7690be105a78	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	5	family.zenodo_golovinsky_q_grader_dataset	year.2026	5	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
186	concept-cluster:5faaae2d03369d3ceaca9e6d	source-form:0467255695084cc12ffe0c55|source-form:065bfb8faf7c9aa6b30f741c|source-form:08400e878824214c1f0d5ca7|source-form:1152a334a0dd1926bf954921|source-form:1241a9f4dc3664e0be08a2e9|source-form:14529c1f5d6d04c86079e5bd|source-form:176d144a4b203cb0b063f16a|source-form:1b60359140b9310c4af1db4a|source-form:1d129239ea4b2c0ff87b6fbb|source-form:1d18aa0bf87bbdde24536444|source-form:1f5c543fe49fcecb8fe38716|source-form:1f6d3a5357837f3828af49eb|source-form:2033dcfda0057117bb9b6738|source-form:2d5721a349db3d9991fdcfd4|source-form:30f6cd750a57aecabec4fa08|source-form:44f040ac065e609f8f66d3a8|source-form:4bafcdaa5c27459cf0fb7561|source-form:4d1adce3a94b11ac8a4755b0|source-form:50ca1f6103c4c797f617fc71|source-form:52c8aecedac9b9a6bef663c2|source-form:5412e166ee30777c1258f681|source-form:667a6251cdbad1c19b42af5e|source-form:6f3a46dc0ce39bb3001b1cbc|source-form:80ad796c1c796e05d57177f7|source-form:84d5d875c2f18daa8ef057c8|source-form:8d63aad99559de0f1d2b961d|source-form:8dc5c1f1825c1364c66f8b44|source-form:90e98dce7c5338ad1d82b779|source-form:a3a17deb31e6c1294c098edc|source-form:a60f512f1c4ae117d46a8212|source-form:b42cc0e477a9fa245554bdf8|source-form:b6e973ba06e282775e1de27c|source-form:b881ac1e45e7c5f06115f1f2|source-form:bf63d38ea2839e8697764425|source-form:c220601a7f5da6bf6ae22624|source-form:c35bb74fe88e203f3e38fa4f|source-form:c58fe637d56b9e9c8dce10eb|source-form:c8b2fae9f5dc3c52c4e22332|source-form:cd85eb85f5f50ec1d2e77e47|source-form:cd8bd045e8ae906ddce90a6e|source-form:db2ca3cb92017fa91cdd6ea8|source-form:dc39beaa7d1b422825d2d0ec|source-form:e42ab44b771278d861e948a7|source-form:e931ad93681e1a911466d3fe|source-form:f137b6025e0a7821de58725c|source-form:fff294d5c137bfb7f01d687a	cleaned-form:0467255695084cc12ffe0c55|cleaned-form:065bfb8faf7c9aa6b30f741c|cleaned-form:0a6c8a62a8e4319500597a7a|cleaned-form:14529c1f5d6d04c86079e5bd|cleaned-form:2d5721a349db3d9991fdcfd4|cleaned-form:412d075698b052aea40d1ad7|cleaned-form:4d1adce3a94b11ac8a4755b0|cleaned-form:4d3b820d7a4738eac4c8f8c1|cleaned-form:560adf435246adcd7e3c6d62|cleaned-form:5a1c6d9704ad8cef49e4c926|cleaned-form:5de5ea58b8d48d2d3430404f|cleaned-form:60c764918a5ee73621a75e49|cleaned-form:65c589a44f53a3c86c18bc4d|cleaned-form:825b799d448cf4a46ef6becf|cleaned-form:9d65c94e3e7d92f1484f4239|cleaned-form:a60f512f1c4ae117d46a8212|cleaned-form:ab43785d969cf3b1278e8419|cleaned-form:ccd446ae1c3b1caed81f5210|cleaned-form:db2ca3cb92017fa91cdd6ea8|cleaned-form:e3867cf4ceefeef2b7c95d46	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.plum	STRICT_FLAVOR	375	328	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2010|year.2011|year.2012|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
187	concept-cluster:82c756a8fbc42cd508483204	source-form:db7b253fcee6e2fc9d8c140c|source-form:dca63bd6e65a45927827e3a9	cleaned-form:dca63bd6e65a45927827e3a9	QUALITY_OR_STRUCTURE_ATTRIBUTE		BROAD_SENSORY	35	35	family.ace_cup_of_excellence|family.project_origin|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2012|year.2014|year.2015|year.2017|year.2018|year.2019|year.2020|year.2023|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
188	concept-cluster:b7ac5a1f28b6a832f2fc23b2	source-form:596b2d328e3ed66b54a2da22|source-form:7e4690419f4bacc0a9784c72|source-form:93ba752a42f4607a0a491c72|source-form:cf614a9ad2119f98f41eb1ac	cleaned-form:cf614a9ad2119f98f41eb1ac	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	11	11	family.ace_cup_of_excellence|family.sheba_coffee_yemen_auction|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2018|year.2020|year.2021|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
189	concept-cluster:6970ef28230d2f692599c38d	source-form:0035449412680c15d2fcd33c|source-form:00c1bfc25e3f420f698eb4e4|source-form:02b95c451964b70f0d65c870|source-form:05af0612360ece1d46dc7891|source-form:0fb6bf0de7d008da3f07f5e5|source-form:1947620a91166d223c8397ff|source-form:33426f0cf1d09101f65da363|source-form:389c92a7a2ded768508ceb0f|source-form:3e8c84d3dbc84b1dd5a6092d|source-form:4002f60428183a2c3618f8e5|source-form:45fa6790cb0bee3b3bf143ae|source-form:4faac16d831af781c116bb17|source-form:5b597a1ea34683ca24932720|source-form:5d9c4332561f210caa305fe0|source-form:78bb2891d4f4137299252613|source-form:80e5b5a554cccea7aad01d91|source-form:83e88386767150df88f8550f|source-form:87ef1130754cc43fa5146d48|source-form:a04336de2167f714c69e2743|source-form:afce6732ca50a63698de265e|source-form:b0615c142dbf88d4f601750d|source-form:ba4a5e8cd4e87052ac540bd4|source-form:be18ed0be30737db396f2653|source-form:c0db3dca9797e2cc1a43f83e|source-form:c9b82b90ae572c840a7698cf|source-form:cfca599b974150bcc4143320|source-form:e8dae4ca88e65697d6785421|source-form:e9450f31881a58dfd5b04106|source-form:ee2a2f294684eb1bcc2a8c75|source-form:f582315c0c170f422e149bc7|source-form:f6c544f14cf432eb80745e96|source-form:f922921b82d5bb3eca59435b	cleaned-form:0035449412680c15d2fcd33c|cleaned-form:1947620a91166d223c8397ff|cleaned-form:233ae0abc36a0533dfbfc998|cleaned-form:3e8c84d3dbc84b1dd5a6092d|cleaned-form:42a1fd3b5264e5620f2cb817|cleaned-form:45fa6790cb0bee3b3bf143ae|cleaned-form:4c570be7074c2e289657d109|cleaned-form:511bc6925441f1aca85e3240|cleaned-form:5b597a1ea34683ca24932720|cleaned-form:6f5acefe2a5d0136d25e4236|cleaned-form:80e5b5a554cccea7aad01d91|cleaned-form:83e88386767150df88f8550f|cleaned-form:b09837b2d5279605023d5a44|cleaned-form:c0db3dca9797e2cc1a43f83e|cleaned-form:c9b82b90ae572c840a7698cf|cleaned-form:e8dae4ca88e65697d6785421|cleaned-form:ee2a2f294684eb1bcc2a8c75|cleaned-form:f6c544f14cf432eb80745e96|cleaned-form:febdf8738ebc55dce7d060c4	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	sensory.butter	STRICT_FLAVOR	130	125	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2017|year.2018|year.2019|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
190	concept-cluster:79f10b53b985639a1dc6734a	source-form:31a2d5282683edb3a22c565f|source-form:34b76ab513730c06424f5cdf|source-form:398bf2a23ed4e0480b5758f1|source-form:4b4e11cc0735d5727305af84|source-form:ea741fcb0f440ba23e7eb46b	cleaned-form:31a2d5282683edb3a22c565f	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	77	75	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2012|year.2013|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2022|year.2023|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
191	concept-cluster:e5c38b99a0f29dd0f7d6de10	source-form:a1e634d900bf403fe72ab7bd|source-form:a9c1c61f452a9ed3330eeccd|source-form:d0a9e6d55ff4fbd14e7e5788	cleaned-form:a1e634d900bf403fe72ab7bd	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	12	12	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2013|year.2018|year.2019|year.2021|year.2022|year.2023|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
192	concept-cluster:664b88cd2d59e38ee55df406	source-form:20255182563f9dbeb70b21b8|source-form:28a608c7ef2dc2a07ab074d4	cleaned-form:28a608c7ef2dc2a07ab074d4	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	19	19	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2019|year.2021|year.2023|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
193	concept-cluster:da2e8ea7ccdf491d4e8c234b	source-form:2177e891a8a6cc17608d8653|source-form:2527d51db7c4e48646a0d326|source-form:3b02dc54b7f94f8453f38b84|source-form:94b813768c15a91c3ce1c0cd|source-form:aaade61a0ee4e4e8c139ad1b|source-form:eda15ce4834ac303532bc697|source-form:f7fdafbd26c7504cca4f6796|source-form:fd19efb386ea5e01c8f7d95b	cleaned-form:eda15ce4834ac303532bc697	MODIFIER_OF_EXISTING_CONCEPT		INTENSITY_OR_QUALITY_MODIFIER	9	9	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2008|year.2009|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
194	concept-cluster:d3a89b60d2434473dcf68d40	source-form:3bc4a8a885c931ecc8247352|source-form:869e960ea12a88bea3ed2ab4	cleaned-form:3bc4a8a885c931ecc8247352	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	7	7	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2017|year.2018|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
195	concept-cluster:bd4416b93cb87f85a2ed256a	source-form:3c322fdd1cdc5903c7f6cd21	cleaned-form:3c322fdd1cdc5903c7f6cd21	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	5	4	family.ace_cup_of_excellence|family.zenodo_golovinsky_q_grader_dataset	year.2022|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
196	concept-cluster:c79b4b426236e461988aaaec	source-form:0a86c26473f035616cc4f20f|source-form:0d99546e26f4208a998a0f1f|source-form:358c62ae6fec02aae21e5078|source-form:480c58a399f8d1716c098e4a|source-form:4e86be2abc9c3ae6d4075af0|source-form:54963297c7b4288d0c0f73e1|source-form:610336bb5c274474798a6118|source-form:61a5381a7e80734a8fbedd59|source-form:61e8268a0247958c3a668b11|source-form:664e5d27ed51dfb168cb64b1|source-form:7d108ddb9255c7f990a9ec23|source-form:7e8081bc1c01117bdbf58ee2|source-form:a9db7ca39fdee8519ab3fa17|source-form:ac916c844aae22048e466fe2|source-form:b35011c497cdbebbeb2c78ad|source-form:b94e241ee5e738b004db0751|source-form:bca8e96c0e9de31d201a90df|source-form:c278da1a53ec06b0808d6458|source-form:c43642c523853e8b6af7b741|source-form:df078f914a10890270ab4a32|source-form:df4c335fa54c570c1df9ca7b|source-form:e406140be1d6d85f6f749083|source-form:f845a7e15a0f3e2fd14aee5a	cleaned-form:7d108ddb9255c7f990a9ec23	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	218	211	family.ace_cup_of_excellence	year.2008|year.2009|year.2010|year.2011|year.2012|year.2013|year.2014|year.2015|year.2016|year.2017|year.2018|year.2019|year.2020|year.2021|year.2022|year.2023|year.2024|year.2025|year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
197	concept-cluster:0cbc69352ce0814b22d5d6f2	source-form:d65819e43e55a7c231ee3233	cleaned-form:40f2d5de4a4456e3ac91fdfe	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
198	concept-cluster:101671cb8276ad3bafc12ab2	source-form:54238e9415df5dffbf4ba272	cleaned-form:54238e9415df5dffbf4ba272	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
199	concept-cluster:7ef06913f50700001cfbae75	source-form:163288c54a3842cff84eda0c|source-form:ad5417dfe1d99950851e92fc	cleaned-form:163288c54a3842cff84eda0c	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
200	concept-cluster:8a381e839b97fedd9c22786e	source-form:68acb6bbed573939a8b8b9d5	cleaned-form:68acb6bbed573939a8b8b9d5	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
201	concept-cluster:943318dc538d05851ba7750c	source-form:f956962d754632f3faf6283e	cleaned-form:f956962d754632f3faf6283e	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
202	concept-cluster:94c9e1bb15364a0c6276e269	source-form:0267c63d718c9d786ac15930	cleaned-form:0267c63d718c9d786ac15930	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	4	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
203	concept-cluster:aae7a3901a4f96503b6253c1	source-form:04d588cb41b8022d1233924f	cleaned-form:04d588cb41b8022d1233924f	GENUINE_ONTOLOGY_CANDIDATE		STRICT_FLAVOR	4	3	family.zenodo_golovinsky_q_grader_dataset	year.2026	4	HIGH_SUPPORT_GOLD_MULTI_FAMILY_OR_MULTI_YEAR_CONSOLIDATION	MAP_EXISTING|CONFIRM_CANDIDATE|MERGE_CLUSTER|SPLIT_CLUSTER|REJECT_NON_DESCRIPTOR|DEFER_EXPERT						
