language_occurrence_key	language_document_key	language_expression_key	raw_source_phrase	source_locator	observed_value
language.occurrence.firstbloom.sha256_359f908b32ee1792dafc831ff4c501a68ed4fdf520cfea1ec3309eec019628f5	document.firstbloom.release_4188	language.expression.en.sha256_26b88faa606ffa9961833ed4934429f4c8c97e5600855b814de46cd6eb4bea97	jasmine tea	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0816cfc3f6fbb0f625534b26e99800363b6becaeada720a7248aeca937b44d73	document.firstbloom.release_4189	language.expression.en.sha256_121860d8b55fed3bec76ee361061dc03f32eee2aa5df9e7c9f2c375b8bae2b6a	Acacia honey	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_85b98b285dbdc3fd84d9279b2b907639aae1da407e2b45be799aece1a034b64a	document.firstbloom.release_4189	language.expression.en.sha256_425fdb3e4c45156468f348cd97ed1db1e2a65163ac55c292cbb1b57e616bea9e	grapefruit candy	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b91f014b699a8161d00cef9e1cccdde381c89a86d9b4d357158bb37db282dabd	document.firstbloom.release_42	language.expression.en.sha256_6433d14f04153e8d94fc94e4a34e1872d9691ffa6ee0b0f40e9fce7fbfa504c9	Brownies	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3d3a1a63cebc91e87ea2bcd95301836e2a6b33ac90175301e46b6423a2049dfa	document.firstbloom.release_4203	language.expression.en.sha256_07a407c6cad8de1afc2853f72ea581ac3d66ab97168aa9a19e2e4eac0ced5991	chocolate cake	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_1d8dcb8fe3133c59f3678bd073c4e61d01bd8637cf622c54e17b89153a23b6db	document.firstbloom.release_4203	language.expression.en.sha256_2a3b7d68e3676e82dbbafd85ccc13f5d46e279482fb7d608f71d2584f2fdf15b	wild berry preserves	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_57b0e2deefc95bb79ac795865e58e68508ec8b4e9b09c19b8bd7fa7342069871	document.firstbloom.release_4205	language.expression.en.sha256_d0cf22139572072295d491b9c8a602b42fdf2488964d8767f6e4a79a4ba18578	Freeze-dried Strawberry	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fa0f9677aba6d50f78a5236887baaf05a8da671325c502e33530126842cf8e6e	document.firstbloom.release_4209	language.expression.en.sha256_74721d2aedbfbde424923b1d9671070a8ae54f1a4a374622167ab9e9e64325df	72% Dark Chocolate	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c3fd18cdfbe12e8ce5f3109a1c06e21713fe235e2faddf0500233604b875f9b1	document.firstbloom.release_4211	language.expression.en.sha256_6f3a5dd03787db6d4935b7de5b6c3f596e354f28f6f00fc79964a7ea7ac64e04	Pineapple Candy Sweetness	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_4527b0f3b4fafb1f148cb98470991bf7b0fcc484e49fac62dffa2ea1ddf3ad4f	document.firstbloom.release_4211	language.expression.en.sha256_b7fc422cf3647366006c514910c3c649a2d9b44a1249f6fb4a2f8a1de72722bd	Black Tea Finish	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a63d987c406a6149cf73cbdee9d736a1d9d02a42306a27d097c785d98b730e8d	document.firstbloom.release_4212	language.expression.en.sha256_ee8cf19ff8d51a276827b24ccca08ba82e4d11256368ee6da3c4ac16ed6bdabf	88% Dark Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9f7fb28fe12252f78afdd75525273ade6c6d3693d38f660253eb2e15c7f195f3	document.firstbloom.release_4216	language.expression.en.sha256_0bd998672b54bb6b8e2fc6fb8fc92617256e8e71b97511b2bd7116e95becddf1	Strawberry Peach Drops	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fd6d15548da4a3964ddb00892eae0efa9ec30f392a5e10044e599fe517d4e721	document.firstbloom.release_4216	language.expression.en.sha256_5b43a385ca2f5265e478f84ed119d91a737e73b19451941b2549d4b515588847	Osmanthus	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f163e798783e5ba7315bec4d945d8e039caa840383d122bd92a9b3ca7aa5cf54	document.firstbloom.release_4217	language.expression.en.sha256_198ef2eb151e9a4d7c100b8fda04132b51d3ce96863fb2ed638dd9128a318e9e	Osmanthus Jelly	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5d1eaedc678050dbc676cb21066f51ef83e3588777f2026f31b7f4b3b700fd9c	document.firstbloom.release_4217	language.expression.en.sha256_b0df7aca2b1494807e448a180bb058000ad683abfdd0c2d1c0386d6f43715119	Yogurt	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e9499975dc3f09d3e5b13206c0959202ad5ff23c7b5b4ce148e278459759e152	document.firstbloom.release_4219	language.expression.en.sha256_445ca6eb84d257e5297ec9ecd59b056a5db34530a509a561ca905621a678336a	nectar	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f8b157971cd03427160d34c2315abc9908f903d96de49021754c348abaffaf56	document.firstbloom.release_4220	language.expression.en.sha256_37d062a8caa499a5d780660208fd4c15851d6b0dc3e3a24c1de986cf16cdd1bc	Smores	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e68757d061acb837bfee56d47817e4bf6d169da14c7ccd2a1e987de571a64dc3	document.firstbloom.release_4222	language.expression.en.sha256_42930fd42fee93d48aea877142b0dae515ab111fe6e36636f94674d6b96b7b16	Floral Water	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8135f26bfb013cbf46d18402675222b188b82caa007073c379820ab1882f5758	document.firstbloom.release_4252	language.expression.en.sha256_41fbf12c5647ddd77193c04e77c57d09f7669b92bc1e44cd94dd23fd08aa5dd5	Vanilla and Banana	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_bfc1072a7c7eacc95d5d60c267a21f4314fc630719c21fdaa4ef28f5d737fca4	document.firstbloom.release_4254	language.expression.en.sha256_08a82689915e88d615cb3d450a4d78aa243dffc0d9635add056fe5b2f20c11de	Molasses and Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_58abf1c25414aa09f4ec98df04cc6856940821ac5c13c9e1e1dc4672548615eb	document.firstbloom.release_4258	language.expression.en.sha256_80308d43006e41957181408348f35e26f244b2654d108bf025bc73a30a98cb5d	Vanilla and Red Cherry	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_55ca4fb6ad152276ab86cdbb4bce8a6a498cc1a23b7697e7d108f8c9fa15b23f	document.firstbloom.release_4263	language.expression.en.sha256_cd8fdf6cc478a4ce27bb35cdeef0def92dae6d93dda5ce00bf5151a23d27964e	Blackberries and Grape	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8f746e9da264cae809f2d85ab256bc268bec3f884f08d46cf06edc647550ea93	document.firstbloom.release_4265	language.expression.en.sha256_627c37a10d4756f1a8d8a07342a6df718947f95229bf3d8dbadb27f270874460	Jasmine and Toasted Bread	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_4b13ef8f143f6d39746a2a0d69a362172f45a21e1dc211425aba7f80048fad94	document.firstbloom.release_4269	language.expression.en.sha256_46cad11ed46896d6ee83c5d70745804ee2fab9d4ef103674df9e9e539bbaecb7	Cherry and Chocolate	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_bc71b643bc8a931b6d659192b878e9f4fe4d6e186c2585053325169eba956086	document.firstbloom.release_4270	language.expression.en.sha256_a0faf744dcec1e822a9b6b0fc4c2ac71ec699cd18e88bda4a2d5043683655d1e	Floral and Sugar cane	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_744659cc3287ea8fe4dcfe664673c1e2013baa376727b3ad31538d2d60522fc6	document.firstbloom.release_4272	language.expression.en.sha256_96f1c0ae307df34748b8d1005d2d9c70c3ad18af1613008b2d8d2b32ca4a4c1d	Red Apple and Butterscotch	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b5b4f9846e23f1162f17423164e18c613c2b38e8e31f5092f1b221a03d5bd158	document.firstbloom.release_4275	language.expression.en.sha256_0931055aa6b95202c0054405ac712297aa20b1c62ccbfa8f4770be423e7d9e66	Caramel and Black Tea	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f85d9939fb3a7de76bf1ba11a755195b6169fd5010964336f834af86bd667320	document.firstbloom.release_4279	language.expression.en.sha256_6afb96c35d39c148ba2d5b820e0741458c6ac59ac3bd24807f716803d45c81c1	mûre	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_558c9c99a0491f11e94d01264d18ff2d31a72a2e20d1777559c1965f149e277f	document.firstbloom.release_4279	language.expression.en.sha256_396074b978bffca8d9b027213e575e505e552831238e9f8d6c4d953c1de0d9ce	raisin sec	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_24bfd0ecc76d7dc69df74be1b77e429bba8a2dee16df05e8d95a142e91a18243	document.firstbloom.release_4279	language.expression.en.sha256_82ff82883d20941e9c9d8126e2fa2bb41909bd7be45709b538c3d8a65c04b3e2	tabac sucré	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_92241ffe9ae3ac9b39979f376f4eb036157fd6716c6860235c4c7c2d4a6c08b7	document.firstbloom.release_4279	language.expression.en.sha256_18bc1dddc37a7af601aca18f78bc88f4aece178d37caa31ca99cac902233d169	orange et baies	tasting_note.fragment.004.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0b71b26e651d1b4043a75b64d13cafed97a3e4ec8c59e609627a4cd1199761e9	document.firstbloom.release_4279	language.expression.en.sha256_5c7c84d3e3654cbe7cc8eb64a45aaf3205ee301ac93163aa30bf0fe5eb47f218	citron vert	tasting_note.fragment.005.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_95bbafcb76d384eb8b69b487018460bb8e1737cd9d56f1da521a7b1933f4016b	document.firstbloom.release_4279	language.expression.en.sha256_4b8b91f6e421d7caf921a7cbeae993c1b9af09fba06b3de8eaf97e95c556cc0e	zeste d'orange	tasting_note.fragment.006.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_376582b0b986eb9397a7d69ad9a4fc1f5b60dcbe07e822583449489bae49265d	document.firstbloom.release_4279	language.expression.en.sha256_7250f744197dc9c92c4cf82a23bee68a52953fdccc39c1d014bb59b359502e5b	pulpe de café	tasting_note.fragment.008.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_05971ab731df123ebca5ad12490e4821a85261218dcdc98d5324acaa35b356b3	document.firstbloom.release_4279	language.expression.en.sha256_aec28e68553c281bc2f2f54de3546d8af8fa3152ab059956d4ca652907ed1c6b	marmelade	tasting_note.fragment.009.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_8679745814f7a7c5da7e52017721a13f512d44c1f140d4ee290cbc521e8df1eb	document.firstbloom.release_4279	language.expression.en.sha256_3a3efee0cf6fc0ae3956524f1f8e9db619debeb9594039ea2e9bb9d3fb0dce63	fruits rouges	tasting_note.fragment.010.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e54781d5507935a668543196141ca025cff05c4260a78ac855d343f81bbf931a	document.firstbloom.release_4279	language.expression.en.sha256_17041895738992968b3dfba11d6f150b70e6778e84bb6b4fb053ad22622c59da	miel	tasting_note.fragment.011.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fc62980f1a466e2d9846c62b083ff3d75677c3af2a2a7c1019465aa979c82618	document.firstbloom.release_4279	language.expression.en.sha256_46ff81d8900f7bd8377771df908ec9d2699587346ea32d75c8020d7f6f9f9097	canne à sucre	tasting_note.fragment.013.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_fd4fd545ba8dbd54090dd36b666f8eda11bf3246ef857af243239b7762d7cc21	document.firstbloom.release_4279	language.expression.en.sha256_75371bb01ca568c05e2f39e67ae27920d4a2bfd04023ca5fd8968583d1cb6a64	chocolat au lait	tasting_note.fragment.014.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_3540cb4c7daf7d01dae401c6aff0e69620cffc1d9a47f4208f23351f860805f5	document.firstbloom.release_428	language.expression.en.sha256_13b2ed885fa23e5721bd21e6f62fbc9297ef7a7cf059d6223db190be3bca4ad8	red apples and grapes	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b98cfa239c1456e9559d114bde06d13d1c3d5566704a0b8bfe8e03ba210e8ce2	document.firstbloom.release_4290	language.expression.en.sha256_c3fefb1559b780f62f824bde0f5783727772a7e27b0798e0e4f1a04b6777b79c	Profile: Delicate bitterness	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_60ce0d76e4514789678f448beaf6bc50a7bd98a4015ce74feed298593e9415ef	document.firstbloom.release_4290	language.expression.en.sha256_51b30c3940f1ac5c337c31fdbcca77a13ad88fb3b413e00041c326cb3df1aa31	tangy	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a30fddcc42f35e42d9d5809049871ff66d8176d657f7e4e73f951e6a84910db5	document.firstbloom.release_4295	language.expression.en.sha256_67397dbc9f8df32c49e63f4a804b9b3a50f4287ee85c67ff7c23b983f458384e	Le résultat final est un café particulièrement citronné	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_078120fbdb787eed041da743a5930d37c0c9ef6d8f13af4f9073eb6f1ba2bdcf	document.firstbloom.release_4295	language.expression.en.sha256_f4af323530389ad0d6226571a8b560d095d9423a56a74e2ca2da47f4977f0784	rehaussé de notes de thé noir	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a4d113d7147ead88219424765237f16de7fa18d2185ef5102e3e5169c0214b4a	document.firstbloom.release_430	language.expression.en.sha256_7e803fa828578691cd18bb2919ede00cc0a7b095facce8f815e8f09946794820	Dutch Cocoa	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_099e1147d5f876806ac8fc43f0a84e8f9d7c475481343bc7a56d0da2e9e82258	document.firstbloom.release_430	language.expression.en.sha256_677e903199916067c479594e77308560145a863b94342cc471f0043403c92d0e	spiced	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f9b9ce006ec4824ea305d07aa39b7c7a812f06c44683c7111a8edfedc09af01a	document.firstbloom.release_434	language.expression.en.sha256_3f0d272e1f8aec18029d1a3c814e8d86cf6ea3a6c4990292226fdf78f0031949	watermelon and coconut	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_f48420ed79ad74760172e1ed4fb17bc4d2dd635818f2fdd0a9f38980dfc126c4	document.firstbloom.release_4343	language.expression.en.sha256_0e1267eb579d22d6c493eedfb53aefc0f942b0153769854c35a651037c198f59	grilled orange	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_373e4e848cb6e7f8832c8113352497cad6c9bd778ae9d9c7acf0f94acf5b4409	document.firstbloom.release_4380	language.expression.en.sha256_3c53788e6c3349d2210ad29ce4d09d65ee461fa8b5b9d010059b4a9112506c72	Tart lime	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_84f6df6a58de821be2c2df2315137edf5b5e719a76f4e18fc4201a5676547314	document.firstbloom.release_4380	language.expression.en.sha256_cec830d3bbf75d336d2b6852c63b845e2725e92396fd9e26d9af1c7b5d5befe1	savoury	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_6b7d0d6c24c7df6ca9c0c93cb165d6b4603c4b93c8e78afb0a2dc6150af86d37	document.firstbloom.release_4384	language.expression.en.sha256_1d06d9b017cff0639368373e9264a413ebc31bebdf5facbd052ce348483943a2	Milk chocolate caramel	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9530c9dcb888541fc61f8becc11f7549954b67b73c1dc09636e7b781d00799b7	document.firstbloom.release_439	language.expression.en.sha256_c674a8df8162c90f941bc38a20a9db308188dfb401058a19ccef9a79e6ef4e50	kaffir lime	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_7f7c417e00d41bb6a59703b411fed01cd9a5b69c903ccd2f5a6bce04e1007345	document.firstbloom.release_440	language.expression.en.sha256_d58d4e7ff099962982c1b0656a7162e3b6a02f6d60cfc4b0734d8dd6c47c5124	Speculaas	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_c4e9a307ab122bc605fbe19331bc861787684a73ccc90652b37e62bbea73b826	document.firstbloom.release_440	language.expression.en.sha256_1569e9062553f1da4cc0be7838dd765717b8ec12dbc12f6161b04fb4bee6dee4	pannetone	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b2e1d047d7d4e2638bb9d70ee51057c4f1503acada61f4cf2375b6a66f0efc58	document.firstbloom.release_4409	language.expression.en.sha256_8eb79a7236179f15dae6c7081b6218091b5cf8aa0c58c5f8ecbfdc006a435f4f	Ripe black currant	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a3525cc963179fbbe6a7f64b31690b0fb89a0c91930dbb72cfa858e53c5bdd3a	document.firstbloom.release_4409	language.expression.en.sha256_1941c30d533caceeb3ba00142ee71a3bccd5e35816aca79ccf8ed2be679b90c9	and honey sweetness dominate the cup	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_bc8340e2a12f56a9d28617a67d2be6d36addacebe62b46a9cb96409275db3d64	document.firstbloom.release_4422	language.expression.en.sha256_e695b18027a84e10ce9c8c1de10f9ae8b39b742d988ee198403ec8b1b24ca126	berry jam and toffee	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0fd3cbffeac8a54d72aa8257f5f41a4163f4a1165dc1e78d44143168ec26aa4e	document.firstbloom.release_4424	language.expression.en.sha256_74cf37b21acd50e0523d35191e26d059140809e97977e4286357b6fbd759a89c	raspberry tart	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_432316334f45b993b25a46f2b9df601f5743efb7b6c020ecec872f80298c98ba	document.firstbloom.release_443	language.expression.en.sha256_a49946912697ad71c6ada643ddaf2c4cd4992d8223ed10479fc44a54184d3e83	caramel au beurre	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_db971cc56e93b3844a341b2a8fb6918ed92cee24391e815222521c33e779a741	document.firstbloom.release_4451	language.expression.en.sha256_3ac51089c7e0ba8048e9a89d07bcd61ccd4e92decd24075a3ecf5ea907fa319e	McIntosh apple and butter-tart	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_72ef32445ef8a6cfa87cde91d960ba837c9c4061ac9bd80beb33b0dac83a1201	document.firstbloom.release_4467	language.expression.en.sha256_8dbf0fef5d358e81a8fcbc5a58b3a6fdc24b55963299cfc90b1d19be02ff5aa0	Grilled Pineapples	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_0a5955239e643c0d51af7fe82e48bd3c22e838e8b517e85d74a831abb2cd8f41	document.firstbloom.release_4467	language.expression.en.sha256_04dc445864e8cd56f7c7739b625b77a3889847ca59b6fb38b436f76cc5de459f	Nectarines	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_5126591a6a258139addc2feaca6112270128eebe777d8d3c58f8d21422f27cc2	document.firstbloom.release_4471	language.expression.en.sha256_43f100253eb239b1bab38aab48ff4aa8074b3bf03f30738c7dd5a9761e52de09	PAMPLEMOUSSE	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_160fa1c4c84543f35fcafe0bb2f32d13b84cb0fc5d66903c0a03a383a5b6c75d	document.firstbloom.release_4471	language.expression.en.sha256_011ed55c1cd8b529efc54dc6775b4840e378b8de95f06ace5eb52dfcc715eebf	MIEL BRUT	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_ba0c22f225dfa14c02ddf522d6c40c6f64739d39965c83888545c071b1d33a4c	document.firstbloom.release_4474	language.expression.en.sha256_039593ca2213a3a945122952a0eb7c6adc529e90306cadf334d77c9e73edb293	BLEUETS	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_a26d7848c6f418dba42783e928abc475e2e9ac302732dcbbf995436417c19152	document.firstbloom.release_448	language.expression.en.sha256_34f92fb38780b2f97dad4044c2359c3638ebcfa4a89521c5d8abc20293f462d7	Sweet Pear	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9c18a47e23a7f6196c83321d688e2fdb46c163395bff2cc9434f23778d4674f1	document.firstbloom.release_4480	language.expression.en.sha256_3bf02eb27985fdc7d655eb4cba3c40c24a2c770bbe385945142ad2268c673f3e	Financier	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_9acdbe451d24601ef3e06cffee5e9a6876c6ae60b703848f5743b2aa9374c1c7	document.firstbloom.release_4481	language.expression.en.sha256_c25fdfe383ff264a0a3bf3155090c890df96c41c675c9240ea7224d7a14c5606	Baked Peach	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_684a111620440c0f677ad31500d101eca967e6f8533f636ccd6a7939ceefbf6e	document.firstbloom.release_4483	language.expression.en.sha256_296076f0388840c556271c17f56554034043e0685479fd0c51c40cf56fa73dbd	Toasted walnut	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b46a910eaf756747ea8ccf2d4a899396edaa2dcf8da6917ebbf99e07e435a5eb	document.firstbloom.release_4500	language.expression.en.sha256_d4221f83d367b090f84622788409e758808afd0da7cb38555f7b08318f973d90	STRAWBERRY-RHUBARB	tasting_note.fragment.001.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_e8f846f2a9c747788a82b189917be671dcb672ac8ef51edad39f7c6f1311c3b8	document.firstbloom.release_4507	language.expression.en.sha256_32cdb619196200050ab0af581a10fb83cfc63b1a20f58d4bafb6313d55a3f0e9	Cake	tasting_note.fragment.003.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_b93b018a5bdddfb03cf28bc0f4398e87c31e9a66acb0d97c695fa1b7b8ecf48d	document.firstbloom.release_452	language.expression.en.sha256_7467cbb453b49a429445ebd0039aac4beb12f94d314d493cccd28d64d63bb1f3	Nut and Berries	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
language.occurrence.firstbloom.sha256_60a5f5327a35f261f0de5f9dd7b80de99278de0cf3048d887adacab2a52c3d06	document.firstbloom.release_4522	language.expression.en.sha256_c96252fedeb1dd3c159a26b142571eeb97fe177b9f62a630959422101e4d86ee	Apricot and Lemon Pie	tasting_note.fragment.002.occurrence.001	"{""admission"":""dual-review-consensus"",""normalization"":""round2b-v1""}"
