semantic_audit_id	descriptor_assertion_id	source_family_id	audit_stratum	edition_year	source_field_label	publication_layer	raw_field_text_sha256	atomic_source_text_sha256	panelist_identity_sha256	panelist_sample_observation_sha256	effective_record_id	audit_outcome	valid_atomic	valid_broad	compound	over_segmentation	under_segmentation	non_descriptor_leakage	strict_broad_misclassification	publication_duplicate	audit_method	human_reviewed
semantic-audit:94691abec3fac15e0255da4a	assertion-b2:e1cb6e9aecb0f441f0309e52	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	1b35cfba043c1d10319eaf830c8b0e3ad846e6c2249b2c12a250eea00f281919	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	f99e0f6b22fe3d2d1faecfc863a6012007d8ac2be8e9c033cf860b088145fed9	effective-b2:5dc1ec638b1b96cf1beffd5b	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a964b63fef283e2c3f86f08c	assertion-b2:e1f1fb800173a3326e16ab5d	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	4b0eea9a4814d1dd86862402edb32759b6cee33ee83e47afb3c6fca2e79f6ebb	effective-b2:923b4e51db1d3f9dc94dc2f2	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:bd26730a656cadb4615555a2	assertion-b2:e1f3a16cc04e3721aed63e8f	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	52d6d48564e6576416d536c427e6affea4309210aad801de5f9433d4d4050061	effective-b2:c39da4ecabf61b39d3e20ba1	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:b964611b0abc3c280d28fed2	assertion-b2:e20797075a227ec5f70259b9	family.ace_cup_of_excellence	COE_GENERIC_STRATIFIED	2023	Aroma / Flavor	GENERIC_ORGANIZER_SENSORY_FIELD	b1d5f013239c0afb69385212b57da8f0e1f0839ef307d7985c2901837c8bb10e	bf3aad6d6b610967e8446ea86ac6675c55f47ce3d4ef45ab20ca4e41aafca161			effective-b2:3b10461778e0373137bc9aa5	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:6e10a4f3d0ff1c428eaa525d	assertion-b2:e20edff473da2c227cf99473	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	d7c49d61dd930bff63bc479927dc17361150c068ce62a943fd7635986616278b	7499aced43869b27f505701e4edc737f0cc346add1240d4ba86fbfa251e0fc35	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	204bc4e2ff7ea4f563a8cd3ffbdcdceeed18333d44dd08dea76429e894ef4921	effective-b2:b7fb9b562e4af14d74f5efdc	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:25175d6a319fbe81a9f34ecd	assertion-b2:e2184eaf97b64afea3def245	family.coffee_board_of_india_fine_cup	INDIA_FINE_CUP_ALL	2019	Tasting note	OFFICIAL_AUCTION_LOT_SENSORY_FIELD	fa3f4390493e25d2bb179db919cd823d2bdbcca77b171457d4d0b3f78ad6a694	0ee2d1e2d5207d6b1c411aa640bca678011b48d9c6fd1b8eaed5558a4450257e			effective-b2:c65667b2c74ede69b28f23bf	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:d988029b7ed25fa7334c2598	assertion-b2:e21dc08d83ef0087f633a0ff	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	a50a5d5e9340c3a20997ee043877669f5db9037c3dbab3531eaeb149c65ab51c	d3dc88ae24a3be59843285c31e59c42286e0724f6698aad5e14217416ab05c25	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	5fa31756d307beb75f7f01913026f6cbab03dc09390254512d51f3fc37d090fd	effective-b2:5a5894edb1731d8ba71f03b6	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:18d8dc9ecf2b78530393b9f7	assertion-b2:e2261a8ec395090acca75ae2	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	a7ca04c0445e8cab81255f6d0289ce8d015d2ffc97b750e4eb00bb67301433ea	5b82f78c5f45d20cc32bd7ec860fda42f67e218e3c365020ae20e380a78fbbd0	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	ed865bfe252fd77a8afbeddb7632a52a01fa15ce3d263c2fe4bad1e3def9f31c	effective-b2:660abd302bc781bd6c90c792	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:4c1ab2e14e78816c187765c0	assertion-b2:e2270a4190022beb48c7c74c	family.project_origin	PROJECT_ORIGIN_ALL	2026	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	11d42c48f8eeec6a9bcd7355958bbbbd6e9debe32157d23f4fe8775a662602c6	78e7771b8b46e11ddb34ba48887e1330525215f96d94778980d1186e6f09f6b4			effective-b2:0cc40ccdaade352fb361cc7c	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:35bb8423109617aaf1e2f78e	assertion-b2:e22a65f01fd32c8b99a30547	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	fa78c4240b4fef7704361051b090947d5796a3c34b87e623b01bbf85461ed1f7	e37958a43acbb9380d13b5fc43a02e8cc07fc04d2145410af37aecab5a86ebe2	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	d27976363d450ef870440ed570d2eb5798ae46f4690bffee82e14394ff97e5ca	effective-b2:a01716b6832f3cb461ef5f53	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:287f3315b2b0314131716d20	assertion-b2:e22e2bad41c9cee132a34a50	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	290c73b7d8956268224e58f5f92f70bdc92b888bf489feff6220a8595f75b07c	4da9151a9a1e8039f876fa524469d134661d8339b263d631e92fc434bc62fd48	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	3adeaa095b55f3058454f99bb2fad46db332b519d867ef9ceb94ee11ad105065	effective-b2:e7105ff063a2e45ce5c9feb7	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:b060b960b5ce94fc3922a3cc	assertion-b2:e239881bd30321d2e6301e20	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	47e9e74682ec416634616e263f3d53aa4d3fe954d9edd9af387954a93a97a619	effective-b2:909775085bf2ce58bfd04158	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:5bf096cf0acfde2d51a5f3a6	assertion-b2:e23c19b11be880d8a956abf5	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aftertaste description	JUDGE_LEVEL_OBSERVATION	2a4c25b96b616637e2594534df38ff9bd8871a0815f86c633f220ea3d5655d6e	f9b0078b5df596d2ea19010c001bbd009e651de2c57e8fb7e355f31eb9d3f739	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	0b37349db723b3ef466ce3044d56ab7084a32c9274910d14dc046fb98dd5bb85	effective-b2:2d36203966d6cfe70047cdbc	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:8927c8173a165d67e9f366f1	assertion-b2:e23cd890fbbcec015eaf56db	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	a1e6b6b505fbbdae88cd52fd4eab4329e3a7c67bf11903059b99c107423b02c5	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	ac2b9c6879256b70a4172126d0e5f00f6c3b8d7a473e98c3975200a753fa917b	effective-b2:1e94612c7f0e1813d12c3dfe	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:9d13db82c45fcc4060eff221	assertion-b2:e241a0221bfa68ede05984aa	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	1ff0b9ada14bb8314d00570840daa7617a4ca5cf1bf3ea7e3954037fcb47fba5	85356064d03872ac4bed179b8bbe8318ab67a9626be55d0d72288ee14e165265	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	3c4bdb86f70b5222a6ef3063beffdec822fa62f6514372749c885498d2c66a58	effective-b2:1d39ea54f23390683f70ef57	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:594fd670feeae555a3034a5a	assertion-b2:e24fa8ce279f83b29601747c	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	db5bfc1781aeac79dfb92e0ad69f2bf2c9b20821cfffa99d6faa2cbaddebe8e2	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	31140261c6501eff9be743cda8a644cc4328de4b1c81e9c093a82dec958c1a01	effective-b2:a92ea3b53ddae2f2705e0bab	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:715e96ac4d9e4f9fe1746a6e	assertion-b2:e25436d6eab2f5bfcd7b6ea1	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	c05c425982661d2d99e9544e0d74f0a50cbe577a53fb0859f40475e51b9fb687	740d9472155d310672c71c284d4b91e751b93f8f0a5a3ed9ee01b30f204bf0a8	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	10d1d0932c5dbf8462a3b93826230e65646cac75a9b9330ba031870043d1c20b	effective-b2:c824f432f14a03e6a9077a27	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a76118295053a7adaad55ba5	assertion-b2:e26847fcab3bc42758520fe0	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	004a1167ae7abd96d0262e3dbb4c7f38e31e62c58fb1f3b8d103d7d60e3884dc	effective-b2:17455893ca9329468f7c1523	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:ef47004dcbdb301af25beedb	assertion-b2:e2723950f421c496e2cf160d	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	699000857cba05a57500c908e05fbe8432c1a23c0fc8777dd264f4b83f2e43a9	a97b0931730e83fbf9284ff00a4c5f7a4eef2189dddb89319a6dfa5871e28923	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	e5674937da345b55ab6fa7dee1c3fef1a159e1130931ed963e2f0142ce49a8e8	effective-b2:17403d08113dfbbfc89fff7d	VALID_BROAD_SENSORY	false	true	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a0f11635897e1bc1866ec91d	assertion-b2:e277b396593134e4fe89a7c4	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	bd9c6d00595736e1c5d13b50c6a552b2e38a4ce285a7c80897ca487e97997662	effective-b2:28705b2f691bd7e5f23b8454	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:a24af7b7a464ee0b9201bb7d	assertion-b2:e277e2f85685912125499f82	family.project_origin	PROJECT_ORIGIN_ALL	2026	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	4ca4907214379e36c60ad8d02eacfc2ee0ec0f8bfc3d64473144dc8b78c6b36f	872bf483cf82a99880f30bc3b8e7665e6a08ee28f5d7a50856c6706a3a89dc9c			effective-b2:4f7526d2ffb7a8520de70ef3	VALID_BROAD_SENSORY	false	true	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:6a34b2e9c93aff8809a59743	assertion-b2:e27fc607f87bc83e3e073d38	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Aroma description	JUDGE_LEVEL_OBSERVATION	c5b557f253f2f0a93f015540c14a5d67472721114dd9d984f8cf753bc79b0cff	da43f06caa04c6fd627b63e9e825119a41a376d12ca7a306769d6ea652f9a486	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	7b6b2c29c66584290df0907b06fd3276b653f50f81593f5c19aff6713e7cfc71	effective-b2:ca0c60a25fb02be913452c0b	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:f0616eb059a449a290afdb89	assertion-b2:e28349e71b2d0ff3b7449a2a	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	ea9ca3a6ec38ab2d741c733d89eb77604caf4a5e0b1137862e10328e475a6577	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	10d1d0932c5dbf8462a3b93826230e65646cac75a9b9330ba031870043d1c20b	effective-b2:c824f432f14a03e6a9077a27	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:1481ecebf782fcba19dcab9c	assertion-b2:e28589698715a8e17974ae6b	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	b98fc21f61de5a48d97fb3719c8f23882196c6028dc8d31854b636ccf6e78dbe	68acb6bbed573939a8b8b9d5c305d08d39b5da13a1b664b10a68793546d4e197	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	80e170428b4dd7e18b6cdd64a0626b2d42a274d858605125fb867247988f9a84	effective-b2:507c4d0ea4de1532416cb7ce	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:b9439a4397132567d969d33f	assertion-b2:e28707c623672ba34e3edcd9	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bitterness description	JUDGE_LEVEL_OBSERVATION	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	6c1ff09db3a73dc4a854f695d20d174a848d55f2d743bab2ee1f8fc75be454f3	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	717a7ca0ba7695c2ee404803358cedec4f9c52aad80e346bb07fb7ebb7fc7159	effective-b2:786978073da4c0cb373cea50	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:8d4d5e99dde086d29b9414ec	assertion-b2:e288fada004d2a8366a04644	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	d5fe443060dff25ed9cb738a2c05d9b09acfef0755669475157013721960b448	874b16e57eef3b62ef6844e1604e9d21c3d7c6460a883890a123a6e7343c71b9	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	33b7858bec100d794b39ee0767e881583ea6b1e5429be695993313597c73eca5	effective-b2:bfbb3d3eac0a951aa3c169fa	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:5e9a0eba85ae3a2e88b29aa5	assertion-b2:e29a33892875fce71ad3e660	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Sweetness description	JUDGE_LEVEL_OBSERVATION	ada4e048be36544083efcee4f7071851fee7cc59559cefcbbd15441674364be3	c082456a7766e23a18db084cd34b6ff510baef506548b897cc80e9b7d3e121c8	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	029d6e9781c5ba81fde5501ebd7656fb011fd77b185816a86955e882ebf24ba4	effective-b2:c601a11376ce73da899cd795	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:84dd904cdd93654b4853cbe9	assertion-b2:e2afd411e62b86c88c20f116	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	a1507f5580a52b7d0e0280c1fbae80379af218c184c19d43571e86996e7456ba	481ba4019c9d2710c3386537382592c093ef02bf5b056c30237b3d92b0e19a1d	eeee7d0a469eec1639e33e02a1a098aa15d27bc81a52710d2f379bfd994b5514	0fda7f8ee70cc84767505062c96960573bae5011299c53472bd46b48504a7d82	effective-b2:fc30d7cc20260d19a75abcd2	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:420a79fba8323f23d9a9baec	assertion-b2:e2ced91e3dff1c642b21d870	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Acidity description	JUDGE_LEVEL_OBSERVATION	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	9738eaf312d761a8ae49f777128dd19f894ee7b03d7b1d2fc04e890d6888f014	96ed759a58ead5fcb842f01e97bcebbc5ce84fc2ab29abeac8eec52dc7fce528	85b9360c114df98752710dbea8f12a19be40a2e85864db3fe40d36a5cd38653e	effective-b2:48db3d3b6dd66ab9e20f4236	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:562e2b586d30631c348915bf	assertion-b2:e2d50f72f6e0e1ce232fee21	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	fc404bdc8a171e059dfdacf9a35e8f7d4ac1e65f7dbdff1edd5d63150a127771	846d124b6785689c70bc65cf99e0ea2e896349ffeb38cf1b1224b88b3982fe94	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	28f5b553f6edfeeef96961fdee24fe83f1f36aae64078335e69470ee3e5c66fb	effective-b2:9cbba0db2c5ebc59d3a68d00	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:ef92aa04bbc22476b5a72589	assertion-b2:e2e799bc5d9e89ea5750261b	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Body description	JUDGE_LEVEL_OBSERVATION	ae48e36b6f5018dfec2bae33ed435e8091daeb1905e41c6845f5cb11e2da6800	5ef8d6aaf032ec3a25f52611813a596a686d80b8bf4fc67807b1f008eaf8beb5	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	2a2d7058a38a41243cd9253a9e8d18e37b85b0c06f477c4024dedaa00f85eb9a	effective-b2:f6aa77e26a9bd04b569431f2	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:80daf9d4d6bbe46322e22b11	assertion-b2:e2eca425d3e7ab6c25bc85b4	family.project_origin	PROJECT_ORIGIN_ALL	2026	Cupping Notes	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	ab54f95467b86c3e2fbbbe6fb0fc62c79aae91bf5be616967a76f4d7f6bf3b3d	63d724103491c6ad9188982dc22c2dc52a6134f43442c4ae792141514e6aeca1			effective-b2:0396953e42d391d2417280be	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:291e41710ef4bf282bc4e398	assertion-b2:e2f60f150d88b329fb8406d4	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	716890fa7ca965a2e2a442825e26c665d2894625f327bb575833d18ebb967bb0	9093f2bb8d45a4d70a44fdf56e0b62f7d6c9d7cb0748093b0cf3ff9d35b3ebbe	77bca2769d9e667d2379a532d10b6e65504e7068c60a112cbff2bf5134783398	00d66c35510a78044933ba255f846e37314f1d512040b6f0481aafb21b982fda	effective-b2:40e86235997c25a5da2b2f91	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:728adf934e001e37650dd61c	assertion-b2:e2f7ce9c8ae2db154a0ab409	family.ace_cup_of_excellence	COE_GENERIC_STRATIFIED	2021	Aroma / Flavor	GENERIC_ORGANIZER_SENSORY_FIELD	0daabcf4f365861d41a42d57ecdc413856b1b39e9a78fbc7153c76b2e50fc186	fe0d533c6f931744dc0e6204cf523325766843ba276940532abdd1da89de7f40			effective-b2:3c8e74ef8ae34bc1ba7c373b	NON_DESCRIPTOR	false	false	false	false	false	true	true	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
semantic-audit:4d37935f934f0941cd6818fa	assertion-b2:e3058e972bc9f8d8a2bfe892	family.zenodo_golovinsky_q_grader_dataset	ZENODO_GOLD_ALL	2026	Bouquet description	JUDGE_LEVEL_OBSERVATION	4e32948c362f084514ebafbc15807d573abbc4ab7e6c94d2c088e1a3fbce49d0	4e32948c362f084514ebafbc15807d573abbc4ab7e6c94d2c088e1a3fbce49d0	3b4bc5f50374933598f3cf2606c5fe8712158cb0e4b7e531b029d5208ba5d107	a2fff1c71c1e85b158ebd9f1d446f6d1f057ba1d631b8879f2a19cc07592b19f	effective-b2:2d36203966d6cfe70047cdbc	VALID_ATOMIC_DESCRIPTOR	true	false	false	false	false	false	false	false	CODEX_RESTRICTED_SOURCE_SEMANTIC_AUDIT_AUTOMATED_SAFE_OR_PROVISIONAL	false
