expectation_key	series_key	series_name	year	expected_start_year	start_basis	primary_denominator	data_role	terminal_status	status_evidence	archive_rows_count_as_model_labels
archive:wcc_wbc:2024	wcc_wbc	World Barista Championship	2024	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2025	wcc_wbc	World Barista Championship	2025	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbc:2026	wcc_wbc	World Barista Championship	2026	2000	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_wbrc:2011	wcc_wbrc	World Brewers Cup	2011	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2012	wcc_wbrc	World Brewers Cup	2012	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2013	wcc_wbrc	World Brewers Cup	2013	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2014	wcc_wbrc	World Brewers Cup	2014	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2015	wcc_wbrc	World Brewers Cup	2015	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2016	wcc_wbrc	World Brewers Cup	2016	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2017	wcc_wbrc	World Brewers Cup	2017	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2018	wcc_wbrc	World Brewers Cup	2018	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2019	wcc_wbrc	World Brewers Cup	2019	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2020	wcc_wbrc	World Brewers Cup	2020	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wbrc:2021	wcc_wbrc	World Brewers Cup	2021	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2022	wcc_wbrc	World Brewers Cup	2022	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2023	wcc_wbrc	World Brewers Cup	2023	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2024	wcc_wbrc	World Brewers Cup	2024	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2025	wcc_wbrc	World Brewers Cup	2025	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wbrc:2026	wcc_wbrc	World Brewers Cup	2026	2011	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_wcigs:2005	wcc_wcigs	World Coffee in Good Spirits Championship	2005	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2006	wcc_wcigs	World Coffee in Good Spirits Championship	2006	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2007	wcc_wcigs	World Coffee in Good Spirits Championship	2007	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2008	wcc_wcigs	World Coffee in Good Spirits Championship	2008	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2009	wcc_wcigs	World Coffee in Good Spirits Championship	2009	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2010	wcc_wcigs	World Coffee in Good Spirits Championship	2010	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2011	wcc_wcigs	World Coffee in Good Spirits Championship	2011	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2012	wcc_wcigs	World Coffee in Good Spirits Championship	2012	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2013	wcc_wcigs	World Coffee in Good Spirits Championship	2013	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2014	wcc_wcigs	World Coffee in Good Spirits Championship	2014	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2015	wcc_wcigs	World Coffee in Good Spirits Championship	2015	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2016	wcc_wcigs	World Coffee in Good Spirits Championship	2016	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2017	wcc_wcigs	World Coffee in Good Spirits Championship	2017	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2018	wcc_wcigs	World Coffee in Good Spirits Championship	2018	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2019	wcc_wcigs	World Coffee in Good Spirits Championship	2019	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2020	wcc_wcigs	World Coffee in Good Spirits Championship	2020	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2021	wcc_wcigs	World Coffee in Good Spirits Championship	2021	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcigs:2022	wcc_wcigs	World Coffee in Good Spirits Championship	2022	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2023	wcc_wcigs	World Coffee in Good Spirits Championship	2023	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2024	wcc_wcigs	World Coffee in Good Spirits Championship	2024	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2025	wcc_wcigs	World Coffee in Good Spirits Championship	2025	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcigs:2026	wcc_wcigs	World Coffee in Good Spirits Championship	2026	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_wcrc:2013	wcc_wcrc	World Coffee Roasting Championship	2013	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2014	wcc_wcrc	World Coffee Roasting Championship	2014	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2015	wcc_wcrc	World Coffee Roasting Championship	2015	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2016	wcc_wcrc	World Coffee Roasting Championship	2016	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2017	wcc_wcrc	World Coffee Roasting Championship	2017	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2018	wcc_wcrc	World Coffee Roasting Championship	2018	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2019	wcc_wcrc	World Coffee Roasting Championship	2019	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2020	wcc_wcrc	World Coffee Roasting Championship	2020	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcrc:2021	wcc_wcrc	World Coffee Roasting Championship	2021	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wcrc:2022	wcc_wcrc	World Coffee Roasting Championship	2022	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2023	wcc_wcrc	World Coffee Roasting Championship	2023	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2024	wcc_wcrc	World Coffee Roasting Championship	2024	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2025	wcc_wcrc	World Coffee Roasting Championship	2025	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wcrc:2026	wcc_wcrc	World Coffee Roasting Championship	2026	2013	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_wctc:2005	wcc_wctc	World Cup Tasters Championship	2005	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wctc:2006	wcc_wctc	World Cup Tasters Championship	2006	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2007	wcc_wctc	World Cup Tasters Championship	2007	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2008	wcc_wctc	World Cup Tasters Championship	2008	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2009	wcc_wctc	World Cup Tasters Championship	2009	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2010	wcc_wctc	World Cup Tasters Championship	2010	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2011	wcc_wctc	World Cup Tasters Championship	2011	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2012	wcc_wctc	World Cup Tasters Championship	2012	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2013	wcc_wctc	World Cup Tasters Championship	2013	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2014	wcc_wctc	World Cup Tasters Championship	2014	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2015	wcc_wctc	World Cup Tasters Championship	2015	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2016	wcc_wctc	World Cup Tasters Championship	2016	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2017	wcc_wctc	World Cup Tasters Championship	2017	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2018	wcc_wctc	World Cup Tasters Championship	2018	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2019	wcc_wctc	World Cup Tasters Championship	2019	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2020	wcc_wctc	World Cup Tasters Championship	2020	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wctc:2021	wcc_wctc	World Cup Tasters Championship	2021	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2022	wcc_wctc	World Cup Tasters Championship	2022	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2023	wcc_wctc	World Cup Tasters Championship	2023	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2024	wcc_wctc	World Cup Tasters Championship	2024	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2025	wcc_wctc	World Cup Tasters Championship	2025	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wctc:2026	wcc_wctc	World Cup Tasters Championship	2026	2005	KNOWN_SERIES_START_REQUIRES_EDITION_LEVEL_COMPLETION	false	LONGITUDINAL_ARCHIVE_ROW	CURRENT_YEAR_INCOMPLETE	Round 4A treats 2026 as a separately labelled current-year supplement.	false
archive:wcc_wlac:2005	wcc_wlac	World Latte Art Championship	2005	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2006	wcc_wlac	World Latte Art Championship	2006	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2007	wcc_wlac	World Latte Art Championship	2007	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2008	wcc_wlac	World Latte Art Championship	2008	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2009	wcc_wlac	World Latte Art Championship	2009	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2010	wcc_wlac	World Latte Art Championship	2010	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2011	wcc_wlac	World Latte Art Championship	2011	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2012	wcc_wlac	World Latte Art Championship	2012	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2013	wcc_wlac	World Latte Art Championship	2013	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2014	wcc_wlac	World Latte Art Championship	2014	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2015	wcc_wlac	World Latte Art Championship	2015	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2016	wcc_wlac	World Latte Art Championship	2016	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2017	wcc_wlac	World Latte Art Championship	2017	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2018	wcc_wlac	World Latte Art Championship	2018	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2019	wcc_wlac	World Latte Art Championship	2019	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
archive:wcc_wlac:2020	wcc_wlac	World Latte Art Championship	2020	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wlac:2021	wcc_wlac	World Latte Art Championship	2021	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	NOT_FOUND	No acquired edition payload is present in the reconciled repository artifacts.	false
archive:wcc_wlac:2022	wcc_wlac	World Latte Art Championship	2022	2005	EARLIEST_OFFICIAL_RANKING_IN_ACQUIRED_WCC_ARCHIVE	true	LONGITUDINAL_ARCHIVE_ROW	ACQUIRED_RANKING_ONLY	1 public acquisition attempt(s) retained in Round 3L.	false
