census_item_key	item_kind	parent_key	series_key	source_family_key	edition_label	year	country_or_community	category_or_round	official_url	discovery_basis	source_snapshot_sha256	corpus_state	acquisition_state	rights_state	attempt_status	note
edition:coe:allianceforcoffeeexcellence_org_rwanda_2010:2010	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2010	2010	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2010/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_rwanda_2011:2011	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2011	2011	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2011/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_rwanda_2012:2012	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2012	2012	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2012/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_rwanda_2013:2013	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2013	2013	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2013/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_rwanda_2014:2014	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2014	2014	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2014/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_rwanda_2015:2015	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2015	2015	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2015/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_rwanda_2018:2018	COMPETITION_EDITION	series:coe	coe	coe_rwanda	Rwanda 2018	2018	Rwanda	Rwanda	https://allianceforcoffeeexcellence.org/rwanda-2018/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_taiwan_2024:2024	COMPETITION_EDITION	series:coe	coe	coe_taiwan	Taiwan 2024	2024	Taiwan	Taiwan	https://allianceforcoffeeexcellence.org/taiwan-2024/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_taiwan_2025:2025	COMPETITION_EDITION	series:coe	coe	coe_taiwan	Taiwan 2025	2025	Taiwan	Taiwan	https://allianceforcoffeeexcellence.org/taiwan-2025/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_thailand_2023:2023	COMPETITION_EDITION	series:coe	coe	coe_thailand	Thailand 2023	2023	Thailand	Thailand	https://allianceforcoffeeexcellence.org/thailand-2023/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_thailand_2024:2024	COMPETITION_EDITION	series:coe	coe	coe_thailand	Thailand 2024	2024	Thailand	Thailand	https://allianceforcoffeeexcellence.org/thailand-2024/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_thailand_2025:2025	COMPETITION_EDITION	series:coe	coe	coe_thailand	Thailand 2025	2025	Thailand	Thailand	https://allianceforcoffeeexcellence.org/thailand-2025/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe:allianceforcoffeeexcellence_org_thailand_2026:2026	COMPETITION_EDITION	series:coe	coe	coe_thailand	Thailand 2026	2026	Thailand	Thailand	https://allianceforcoffeeexcellence.org/thailand-2026/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive country/program edition row.
edition:coe_taiwan_2026	COMPETITION_EDITION	series:coe	coe	coe	Taiwan Cup of Excellence 2026	2026	Taiwan	ORIGIN_COMPETITION	https://cupofexcellence.org/	ROUND3K_VERIFIED_STALE_OR_REMOVED_FROM_LIVE_ARCHIVE		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official 2026 program calendar; no records acquired
edition:gca_europe_2025	COMPETITION_EDITION	series:global_coffee_awards	global_coffee_awards	global_coffee_awards	Global Coffee Awards Europe 2025	2025	Europe	REGIONAL_COMPETITION	https://globalcoffeeawards.com/winners-europe/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official winners page inventoried; no results acquired
edition:gca_latam_2026	COMPETITION_EDITION	series:global_coffee_awards	global_coffee_awards	global_coffee_awards	Global Coffee Awards LATAM 2026	2026	Latin America and Caribbean	REGIONAL_COMPETITION	https://globalcoffeeawards.com/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official home page states entries are open; no entries acquired
edition:gca_mena_2026	COMPETITION_EDITION	series:global_coffee_awards	global_coffee_awards	global_coffee_awards	Global Coffee Awards MENA 2026	2026	Middle East and North Africa	REGIONAL_COMPETITION	https://globalcoffeeawards.com/winners-mena-2026/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official winners page inventoried; no results acquired
edition:gca_origin_2025	COMPETITION_EDITION	series:global_coffee_awards	global_coffee_awards	global_coffee_awards	Global Coffee Awards Origin 2025	2025	Coffee-producing origins	REGIONAL_COMPETITION	https://globalcoffeeawards.com/winners-origin/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official winners page inventoried; no results acquired
edition:gca_us_canada_2025	COMPETITION_EDITION	series:global_coffee_awards	global_coffee_awards	global_coffee_awards	Global Coffee Awards US & Canada 2025	2025	United States and Canada	REGIONAL_COMPETITION	https://globalcoffeeawards.com/winners-us-canada/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official winners page inventoried; no results acquired
edition:gca_us_canada_2026	COMPETITION_EDITION	series:global_coffee_awards	global_coffee_awards	global_coffee_awards	Global Coffee Awards US & Canada 2026	2026	United States and Canada	REGIONAL_COMPETITION	https://globalcoffeeawards.com/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official home page states entries are open; no entries acquired
edition:golden_bean_americas_2025	COMPETITION_EDITION	series:golden_bean_americas	golden_bean_americas	golden_bean_americas	Golden Bean The Americas 2025	2025	The Americas	REGIONAL_COMPETITION	https://goldenbean.com/pages/2025-results	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official results page inventoried; no results imported
edition:golden_bean_americas_2026	COMPETITION_EDITION	series:golden_bean_americas	golden_bean_americas	golden_bean_americas	Golden Bean The Americas 2026	2026	The Americas	REGIONAL_COMPETITION	https://goldenbean.com/pages/about	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists delivery deadline 25 September 2026; no entries acquired
edition:golden_bean_australasia_2026	COMPETITION_EDITION	series:golden_bean_australasia	golden_bean_australasia	golden_bean_australasia	Golden Bean Australasia 2026	2026	Australasia	REGIONAL_COMPETITION	https://goldenbean.com.au/pages/about	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 16-20 June 2026; no entries acquired
edition:golden_bean_world_series_2026	COMPETITION_EDITION	series:golden_bean_world_series	golden_bean_world_series	golden_bean_world_series	Golden Bean World Series 2026	2026	Australia	WORLD_FINAL	https://goldenbean.com.au/pages/world-series	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official dedicated page lists 16-18 February 2026 in Newcastle; no entries acquired
edition:iiac_ict_2025	COMPETITION_EDITION	series:iiac_ict	iiac_ict	iiac_ict	International Coffee Tasting 2025	2025	International	INTERNATIONAL_COMPETITION	https://www.internationalcoffeetasting.com/ict/ict-2025-gold-medals/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official gold-medal page and regulations inventoried; no results acquired
edition:iiac_ict_2026	COMPETITION_EDITION	series:iiac_ict	iiac_ict	iiac_ict	International Coffee Tasting 2026	2026	International	INTERNATIONAL_COMPETITION	https://www.internationalcoffeetasting.com/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official site states ICT 2026 coming soon; detailed edition protocol pending
edition:melbourne_royal_aica_2022	COMPETITION_EDITION	series:melbourne_royal_aica	melbourne_royal_aica	melbourne_royal_aica	Australian International Coffee Awards 2022	2022	Australia	INTERNATIONAL_PRODUCT_COMPETITION	https://www.melbourneroyal.com.au/media/8107/mr_aica_results_2022.pdf	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official results PDF and entry booklet inventoried; no records acquired
edition:melbourne_royal_aica_2023	COMPETITION_EDITION	series:melbourne_royal_aica	melbourne_royal_aica	melbourne_royal_aica	Australian International Coffee Awards 2023	2023	Australia	ON_HOLD_EDITION	https://www.melbourneroyal.com.au/about/news/melbourne-royal-announces-australian-international-coffee-awards-on-hold-in-2023/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official notice placed the awards on hold; no later return inferred
edition:royal_adelaide_2025	COMPETITION_EDITION	series:royal_adelaide_coffee_show	royal_adelaide_coffee_show	royal_adelaide_coffee_show	Royal Adelaide Coffee Show 2025	2025	Australia	NATIONAL_PRODUCT_COMPETITION	https://www.royaladelaidecoffeeshow.com.au/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official site links 2025 results; no records acquired
edition:royal_adelaide_2026	COMPETITION_EDITION	series:royal_adelaide_coffee_show	royal_adelaide_coffee_show	royal_adelaide_coffee_show	Royal Adelaide Coffee Show 2026	2026	Australia	PAUSED_EDITION	https://www.royaladelaidecoffeeshow.com.au/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official site states the show is taking a planned pause in 2026
edition:scaj_jbrc_2026	COMPETITION_EDITION	series:scaj_jbrc	scaj_jbrc	scaj_jbrc	Japan Brewers Cup 2026	2026	Japan	NATIONAL_COMPETITION	https://scaj.org/activity/competitions/jbrc/2026-competition	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official competition page; no score records acquired
edition:scaj_jcrc_2026	COMPETITION_EDITION	series:scaj_jcrc	scaj_jcrc	scaj_jcrc	Japan Coffee Roasting Championship 2026	2026	Japan	NATIONAL_COMPETITION	https://scaj.org/activity/competitions/jcrc/2026-competitor	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official competitor page uses 2026 WCRC rules and score sheets; no score records acquired
edition:scaj_jhdc_2026	COMPETITION_EDITION	series:scaj_jhdc	scaj_jhdc	scaj_jhdc	Japan Hand Drip Championship 2026	2026	Japan	NATIONAL_COMPETITION	https://scaj.org/activity/competitions/jhdc-2/2026-competition	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official preliminary districts and final page; no score records acquired
edition:scaj_jsc_2026	COMPETITION_EDITION	series:scaj_jsc	scaj_jsc	scaj_jsc	Japan Siphonist Championship 2026	2026	Japan	NATIONAL_COMPETITION	https://scaj.org/activity/competitions/jsc/jsc2026-competitor	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official competitor page; no score records acquired
edition:toh_burundi_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Burundi National Taste of Harvest 2025/26	2026	Burundi	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:toh_cameroon_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Cameroon National Taste of Harvest 2025/26	2026	Cameroon	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:toh_drc_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	DR Congo National Taste of Harvest 2025/26	2026	Democratic Republic of the Congo	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:toh_ethiopia_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Ethiopia National Taste of Harvest 2025/26	2026	Ethiopia	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:toh_kenya_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Kenya National Taste of Harvest 2025/26	2026	Kenya	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:toh_regional_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Regional Taste of Harvest 2025/26	2026	Africa	REGIONAL_FINAL	https://afca.coffee/conference/conference/competitions/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists final rounds 2-6 February 2026; no samples acquired
edition:toh_tanzania_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Tanzania National Taste of Harvest 2025/26	2026	Tanzania	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:toh_uganda_arabica_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Uganda Arabica National Taste of Harvest 2025/26	2026	Uganda	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of two Uganda national competitions in the official nine-competition program; no samples acquired
edition:toh_uganda_robusta_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Uganda Robusta National Taste of Harvest 2025/26	2026	Uganda	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of two Uganda national competitions in the official nine-competition program; no samples acquired
edition:toh_zambia_2025_26	COMPETITION_EDITION	series:taste_of_harvest	taste_of_harvest	taste_of_harvest	Zambia National Taste of Harvest 2025/26	2026	Zambia	NATIONAL_COMPETITION	https://afca.coffee/programs/taste-of-harvest/	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	One of nine official national competitions; no samples acquired
edition:wcc_cic_2026	COMPETITION_EDITION	series:wcc_cic	wcc_cic	wcc_cic	2026 Cezve/Ibrik Championship	2026	United Arab Emirates	WORLD_FINAL	https://wcc.coffee/cezve-ibrik-championship	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 18-20 January 2026 in Dubai; inventory only
edition:wcc_wbc_2026	COMPETITION_EDITION	series:wcc_wbc	wcc_wbc	wcc_wbc	2026 World Barista Championship	2026	Panama	WORLD_FINAL	https://wcc.coffee/world-barista-championship	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 22-25 October 2026; inventory only
edition:wcc_wbrc_2026	COMPETITION_EDITION	series:wcc_wbrc	wcc_wbrc	wcc_wbrc	2026 World Brewers Cup	2026	Belgium	WORLD_FINAL	https://wcc.coffee/world-brewers-cup	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 25-27 June 2026 in Brussels; inventory only
edition:wcc_wcigs_2026	COMPETITION_EDITION	series:wcc_wcigs	wcc_wcigs	wcc_wcigs	2026 World Coffee in Good Spirits Championship	2026	Belgium	WORLD_FINAL	https://wcc.coffee/world-coffee-in-good-spirits-championship	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 25-27 June 2026 in Brussels; excluded beverage family retained for scope control
edition:wcc_wcrc_2026	COMPETITION_EDITION	series:wcc_wcrc	wcc_wcrc	wcc_wcrc	2026 World Coffee Roasting Championship	2026	Belgium	WORLD_FINAL	https://wcc.coffee/world-coffee-roasting-championship	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 25-27 June 2026 in Brussels; inventory only
edition:wcc_wctc_2026	COMPETITION_EDITION	series:wcc_wctc	wcc_wctc	wcc_wctc	2026 World Cup Tasters Championship	2026	Thailand	WORLD_FINAL	https://wcc.coffee/world-cup-tasters-championship	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 7-9 May 2026 in Bangkok; inventory only
edition:wcc_wlac_2026	COMPETITION_EDITION	series:wcc_wlac	wcc_wlac	wcc_wlac	2026 World Latte Art Championship	2026	United States	WORLD_FINAL	https://wcc.coffee/world-latte-art-championship	ROUND3K_RECONCILED_EDITION		DISCOVERED	DISCOVERED_ONLY	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official page lists 10-12 April 2026 in San Diego; inventory only
edition:coe:allianceforcoffeeexcellence_org_2023_best_of_taiwan:2023_pilot_best_of_taiwan	PILOT_EDITION	series:coe	coe	coe_taiwan	Taiwan 2023 Pilot – Best of Taiwan	2023	Taiwan	Taiwan	https://allianceforcoffeeexcellence.org/2023-best-of-taiwan/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive labels this as a pilot, retained separately.
edition:coe:allianceforcoffeeexcellence_org_best_of_thailand:2022_pilot_best_of_thailand	PILOT_EDITION	series:coe	coe	coe_thailand	Thailand 2022 Pilot – Best of Thailand	2022	Thailand	Thailand	https://allianceforcoffeeexcellence.org/best-of-thailand/	LIVE_OFFICIAL_COE_ARCHIVE_2026_08_28	4f6fc7748f8accc50189840466f2a2e8378261b574c30906f51635d0d5322d60	DISCOVERED	PUBLIC_OFFICIAL_EDITION_ROUTE	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Official archive labels this as a pilot, retained separately.
edition_claim:best_of_panama:30th_edition_2026	EDITION_COUNT_CLAIM	series:best_of_panama	best_of_panama	best_of_panama	Best of Panama is the 30th edition in 2026	2026	Panama		https://bestofpanama.org/about2026	ROUND2_OFFICIAL_PROGRAM_COUNT_NOT_YEAR_ENUMERATION		DISCOVERED	HISTORICAL_EDITION_ENUMERATION_REQUIRED	UNKNOWN_DIMENSION_SPECIFIC	NOT_ATTEMPTED	Preserves the official ordinal without inventing 29 historical year rows; exact editions must be enumerated from official evidence.
archive:aica_2022_results	RESULT_ARCHIVE	series:melbourne_royal_aica	melbourne_royal_aica	melbourne_royal_aica	2022			OFFICIAL_RESULTS_PDF	https://www.melbourneroyal.com.au/media/8107/mr_aica_results_2022.pdf	ROUND3K_RECONCILED_RESULT_ARCHIVE		DISCOVERED	PUBLIC_OFFICIAL_PDF	UNKNOWN	NOT_ATTEMPTED	Organizer-stated aggregate entries are not treated as enumerated items or acquired records
archive:avpa_2021_results	RESULT_ARCHIVE	series:avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	2021			OFFICIAL_RESULTS_PDF	https://it.avpa.fr/_files/ugd/58172f_4c77467f525c48c2ac3c175c747f1d27.pdf	ROUND3K_RECONCILED_RESULT_ARCHIVE		DISCOVERED	PUBLIC_OFFICIAL_PDF	UNKNOWN	NOT_ATTEMPTED	Official historical results PDF; item count not enumerated
archive:avpa_2022_results	RESULT_ARCHIVE	series:avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	2022			OFFICIAL_RESULTS_PDF	https://it.avpa.fr/_files/ugd/58172f_6742d088d0844243bf7ecf5a0c14962d.pdf	ROUND3K_RECONCILED_RESULT_ARCHIVE		DISCOVERED	PUBLIC_OFFICIAL_PDF	UNKNOWN	NOT_ATTEMPTED	Official historical results PDF; item count not enumerated
archive:avpa_annual_results	RESULT_ARCHIVE	series:avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	avpa_coffees_roasted_at_origin	ANNUAL			OFFICIAL_ANNUAL_RESULTS_INDEX	https://www.avpa.fr/palmaresannuel	ROUND3K_RECONCILED_RESULT_ARCHIVE		DISCOVERED	PUBLIC_ARCHIVE_INDEX	UNKNOWN	NOT_ATTEMPTED	Annual results index verified; sensory sheets and rights remain request-required
archive:bop_2026_national_advanced	RESULT_ARCHIVE	series:best_of_panama	best_of_panama	best_of_panama	2026			OFFICIAL_RESULTS_RELEASE	https://scap-panama.com/cafe-de-alta-gama-brillo-en-la-cata-nacional-del-best-of-panama-64-lotes-avanzan-a-la-ronda-internacional/	ROUND3K_RECONCILED_RESULT_ARCHIVE		DISCOVERED	PUBLIC_RESULTS_RELEASE	UNKNOWN	NOT_ATTEMPTED	Official release states 64 lots advanced: 16 varietals and 24 in each Geisha category; no records acquired
archive:bop_partial_results_archive	RESULT_ARCHIVE	series:best_of_panama	best_of_panama	best_of_panama	2021-2023			OFFICIAL_RESULTS_DOWNLOAD_INDEX	https://bestofpanama.org/resultados	ROUND3K_RECONCILED_RESULT_ARCHIVE		DISCOVERED	PUBLIC_ARCHIVE_INDEX	UNKNOWN	NOT_ATTEMPTED	Public index covers a partial historical range; exact item count not enumerated
