presentation_slot_key	session_slot_key	beverage_sample_key	sequence_position	blinded_code
pilot.round3d.session_slot.ordinary_user.assessor_039.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_039.session_01	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_1	3	691
pilot.round3d.session_slot.ordinary_user.assessor_039.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_039.session_01	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_2	4	736
pilot.round3d.session_slot.ordinary_user.assessor_039.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_039.session_01	pilot.round3d.sample.lot_02.light.espresso_milk.rep_2	5	179
pilot.round3d.session_slot.ordinary_user.assessor_039.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_039.session_01	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_2	6	107
pilot.round3d.session_slot.ordinary_user.assessor_039.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_039.session_02	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_1	1	215
pilot.round3d.session_slot.ordinary_user.assessor_039.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_039.session_02	pilot.round3d.sample.lot_02.light.espresso_milk.rep_1	2	169
pilot.round3d.session_slot.ordinary_user.assessor_039.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_039.session_02	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_1	3	608
pilot.round3d.session_slot.ordinary_user.assessor_039.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_039.session_02	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_2	4	117
pilot.round3d.session_slot.ordinary_user.assessor_039.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_039.session_02	pilot.round3d.sample.lot_01.light.hybrid.rep_2	5	498
pilot.round3d.session_slot.ordinary_user.assessor_039.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_039.session_02	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_1	6	869
pilot.round3d.session_slot.ordinary_user.assessor_040.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_040.session_01	pilot.round3d.sample.lot_02.dark.hybrid.rep_1	1	874
pilot.round3d.session_slot.ordinary_user.assessor_040.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_040.session_01	pilot.round3d.sample.lot_01.medium.immersion.rep_2	2	612
pilot.round3d.session_slot.ordinary_user.assessor_040.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_040.session_01	pilot.round3d.sample.lot_01.medium_light.immersion.rep_2	3	589
pilot.round3d.session_slot.ordinary_user.assessor_040.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_040.session_01	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_2	4	565
pilot.round3d.session_slot.ordinary_user.assessor_040.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_040.session_01	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_1	5	662
pilot.round3d.session_slot.ordinary_user.assessor_040.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_040.session_01	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_2	6	910
pilot.round3d.session_slot.ordinary_user.assessor_040.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_040.session_02	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_1	1	854
pilot.round3d.session_slot.ordinary_user.assessor_040.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_040.session_02	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_2	2	394
pilot.round3d.session_slot.ordinary_user.assessor_040.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_040.session_02	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_1	3	786
pilot.round3d.session_slot.ordinary_user.assessor_040.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_040.session_02	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_1	4	503
pilot.round3d.session_slot.ordinary_user.assessor_040.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_040.session_02	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_1	5	778
pilot.round3d.session_slot.ordinary_user.assessor_040.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_040.session_02	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_2	6	892
pilot.round3d.session_slot.ordinary_user.assessor_041.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_041.session_01	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_2	1	942
pilot.round3d.session_slot.ordinary_user.assessor_041.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_041.session_01	pilot.round3d.sample.lot_02.light.immersion.rep_2	2	946
pilot.round3d.session_slot.ordinary_user.assessor_041.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_041.session_01	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_1	3	245
pilot.round3d.session_slot.ordinary_user.assessor_041.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_041.session_01	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_2	4	947
pilot.round3d.session_slot.ordinary_user.assessor_041.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_041.session_01	pilot.round3d.sample.lot_02.light.cold_extraction.rep_2	5	205
pilot.round3d.session_slot.ordinary_user.assessor_041.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_041.session_01	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_1	6	434
pilot.round3d.session_slot.ordinary_user.assessor_041.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_041.session_02	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_1	1	503
pilot.round3d.session_slot.ordinary_user.assessor_041.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_041.session_02	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_2	2	943
pilot.round3d.session_slot.ordinary_user.assessor_041.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_041.session_02	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_2	3	403
pilot.round3d.session_slot.ordinary_user.assessor_041.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_041.session_02	pilot.round3d.sample.lot_01.medium.espresso_pressure.rep_2	4	895
pilot.round3d.session_slot.ordinary_user.assessor_041.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_041.session_02	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_2	5	334
pilot.round3d.session_slot.ordinary_user.assessor_041.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_041.session_02	pilot.round3d.sample.lot_02.medium.hybrid.rep_1	6	424
pilot.round3d.session_slot.ordinary_user.assessor_042.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_042.session_01	pilot.round3d.sample.lot_01.medium_light.espresso_pressure.rep_1	1	752
pilot.round3d.session_slot.ordinary_user.assessor_042.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_042.session_01	pilot.round3d.sample.lot_02.medium.hybrid.rep_2	2	467
pilot.round3d.session_slot.ordinary_user.assessor_042.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_042.session_01	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_2	3	124
pilot.round3d.session_slot.ordinary_user.assessor_042.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_042.session_01	pilot.round3d.sample.lot_02.medium_light.immersion.rep_2	4	646
pilot.round3d.session_slot.ordinary_user.assessor_042.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_042.session_01	pilot.round3d.sample.lot_01.medium.hybrid.rep_2	5	157
pilot.round3d.session_slot.ordinary_user.assessor_042.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_042.session_01	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_1	6	375
pilot.round3d.session_slot.ordinary_user.assessor_042.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_042.session_02	pilot.round3d.sample.lot_01.light.immersion.rep_1	1	608
pilot.round3d.session_slot.ordinary_user.assessor_042.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_042.session_02	pilot.round3d.sample.lot_01.dark.hybrid.rep_2	2	585
pilot.round3d.session_slot.ordinary_user.assessor_042.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_042.session_02	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_2	3	430
pilot.round3d.session_slot.ordinary_user.assessor_042.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_042.session_02	pilot.round3d.sample.lot_01.medium_dark.immersion.rep_2	4	664
pilot.round3d.session_slot.ordinary_user.assessor_042.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_042.session_02	pilot.round3d.sample.lot_01.light.hybrid.rep_1	5	169
pilot.round3d.session_slot.ordinary_user.assessor_042.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_042.session_02	pilot.round3d.sample.lot_02.light.diluted_espresso.rep_1	6	614
pilot.round3d.session_slot.ordinary_user.assessor_043.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_043.session_01	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_2	1	951
pilot.round3d.session_slot.ordinary_user.assessor_043.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_043.session_01	pilot.round3d.sample.lot_02.light.hybrid.rep_1	2	680
pilot.round3d.session_slot.ordinary_user.assessor_043.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_043.session_01	pilot.round3d.sample.lot_01.light.cold_extraction.rep_2	3	493
pilot.round3d.session_slot.ordinary_user.assessor_043.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_043.session_01	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_2	4	915
pilot.round3d.session_slot.ordinary_user.assessor_043.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_043.session_01	pilot.round3d.sample.lot_01.medium.diluted_espresso.rep_1	5	923
pilot.round3d.session_slot.ordinary_user.assessor_043.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_043.session_01	pilot.round3d.sample.lot_02.dark.hybrid.rep_2	6	138
pilot.round3d.session_slot.ordinary_user.assessor_043.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_043.session_02	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_1	1	238
pilot.round3d.session_slot.ordinary_user.assessor_043.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_043.session_02	pilot.round3d.sample.lot_02.medium_light.espresso_pressure.rep_1	2	810
pilot.round3d.session_slot.ordinary_user.assessor_043.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_043.session_02	pilot.round3d.sample.lot_02.medium_light.immersion.rep_1	3	176
pilot.round3d.session_slot.ordinary_user.assessor_043.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_043.session_02	pilot.round3d.sample.lot_02.light.espresso_pressure.rep_2	4	845
pilot.round3d.session_slot.ordinary_user.assessor_043.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_043.session_02	pilot.round3d.sample.lot_01.dark.espresso_pressure.rep_1	5	872
pilot.round3d.session_slot.ordinary_user.assessor_043.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_043.session_02	pilot.round3d.sample.lot_01.extremely_dark.immersion.rep_2	6	617
pilot.round3d.session_slot.ordinary_user.assessor_044.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_044.session_01	pilot.round3d.sample.lot_02.medium.espresso_pressure.rep_2	1	759
pilot.round3d.session_slot.ordinary_user.assessor_044.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_044.session_01	pilot.round3d.sample.lot_02.medium.immersion.rep_1	2	426
pilot.round3d.session_slot.ordinary_user.assessor_044.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_044.session_01	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_2	3	899
pilot.round3d.session_slot.ordinary_user.assessor_044.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_044.session_01	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_1	4	164
pilot.round3d.session_slot.ordinary_user.assessor_044.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_044.session_01	pilot.round3d.sample.lot_02.extremely_light.immersion.rep_1	5	528
pilot.round3d.session_slot.ordinary_user.assessor_044.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_044.session_01	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_1	6	348
pilot.round3d.session_slot.ordinary_user.assessor_044.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_044.session_02	pilot.round3d.sample.lot_02.light.filter_percolation.rep_1	1	805
pilot.round3d.session_slot.ordinary_user.assessor_044.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_044.session_02	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_2	2	571
pilot.round3d.session_slot.ordinary_user.assessor_044.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_044.session_02	pilot.round3d.sample.lot_02.light.filter_percolation.rep_2	3	930
pilot.round3d.session_slot.ordinary_user.assessor_044.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_044.session_02	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_2	4	512
pilot.round3d.session_slot.ordinary_user.assessor_044.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_044.session_02	pilot.round3d.sample.lot_01.extremely_light.espresso_pressure.rep_1	5	174
pilot.round3d.session_slot.ordinary_user.assessor_044.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_044.session_02	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_2	6	227
pilot.round3d.session_slot.ordinary_user.assessor_045.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_045.session_01	pilot.round3d.sample.lot_02.light.cold_extraction.rep_1	1	607
pilot.round3d.session_slot.ordinary_user.assessor_045.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_045.session_01	pilot.round3d.sample.lot_01.light.filter_percolation.rep_2	2	466
pilot.round3d.session_slot.ordinary_user.assessor_045.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_045.session_01	pilot.round3d.sample.lot_01.medium_dark.filter_percolation.rep_1	3	960
pilot.round3d.session_slot.ordinary_user.assessor_045.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_045.session_01	pilot.round3d.sample.lot_01.light.immersion.rep_2	4	224
pilot.round3d.session_slot.ordinary_user.assessor_045.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_045.session_01	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_2	5	667
pilot.round3d.session_slot.ordinary_user.assessor_045.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_045.session_01	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_2	6	279
pilot.round3d.session_slot.ordinary_user.assessor_045.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_045.session_02	pilot.round3d.sample.lot_02.extremely_dark.espresso_pressure.rep_2	1	521
pilot.round3d.session_slot.ordinary_user.assessor_045.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_045.session_02	pilot.round3d.sample.lot_01.extremely_light.immersion.rep_1	2	577
pilot.round3d.session_slot.ordinary_user.assessor_045.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_045.session_02	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_2	3	607
pilot.round3d.session_slot.ordinary_user.assessor_045.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_045.session_02	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_1	4	274
pilot.round3d.session_slot.ordinary_user.assessor_045.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_045.session_02	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_2	5	658
pilot.round3d.session_slot.ordinary_user.assessor_045.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_045.session_02	pilot.round3d.sample.lot_01.dark.immersion.rep_1	6	312
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01	pilot.round3d.sample.lot_02.medium.espresso_milk.rep_1	1	699
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_1	2	488
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_1	3	737
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01	pilot.round3d.sample.lot_02.light.hybrid.rep_2	4	160
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_2	5	183
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01	pilot.round3d.sample.lot_02.medium.filter_percolation.rep_2	6	615
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_1	1	208
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02	pilot.round3d.sample.lot_01.medium.immersion.rep_1	2	717
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02	pilot.round3d.sample.lot_02.medium_light.filter_percolation.rep_1	3	984
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02	pilot.round3d.sample.lot_02.dark.cold_extraction.rep_1	4	561
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02	pilot.round3d.sample.lot_01.light.espresso_milk.rep_2	5	259
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02	pilot.round3d.sample.lot_01.medium_dark.espresso_pressure.rep_1	6	644
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_1	1	423
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01	pilot.round3d.sample.lot_01.dark.espresso_milk.rep_1	2	526
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01	pilot.round3d.sample.lot_01.medium_light.immersion.rep_1	3	114
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01	pilot.round3d.sample.lot_02.medium.diluted_espresso.rep_2	4	893
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01	pilot.round3d.sample.lot_01.extremely_dark.filter_percolation.rep_1	5	851
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01	pilot.round3d.sample.lot_02.dark.espresso_milk.rep_2	6	765
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_2	1	168
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02	pilot.round3d.sample.lot_02.medium.immersion.rep_2	2	457
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02	pilot.round3d.sample.lot_01.light.espresso_milk.rep_1	3	178
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02	pilot.round3d.sample.lot_01.dark.cold_extraction.rep_2	4	847
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02	pilot.round3d.sample.lot_01.medium_light.filter_percolation.rep_1	5	793
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02	pilot.round3d.sample.lot_01.dark.hybrid.rep_1	6	518
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01	pilot.round3d.sample.lot_02.light.immersion.rep_1	1	864
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01	pilot.round3d.sample.lot_02.dark.filter_percolation.rep_1	2	294
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01	pilot.round3d.sample.lot_01.dark.immersion.rep_2	3	603
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01	pilot.round3d.sample.lot_02.extremely_light.filter_percolation.rep_2	4	627
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01	pilot.round3d.sample.lot_01.light.cold_extraction.rep_1	5	512
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_1	6	635
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02	pilot.round3d.sample.lot_02.dark.immersion.rep_2	1	981
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_1	2	856
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02	pilot.round3d.sample.lot_01.dark.diluted_espresso.rep_2	3	153
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02	pilot.round3d.sample.lot_02.light.espresso_milk.rep_2	4	453
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02	pilot.round3d.sample.lot_01.light.diluted_espresso.rep_2	5	560
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02	pilot.round3d.sample.lot_01.dark.filter_percolation.rep_1	6	209
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01	pilot.round3d.sample.lot_02.light.espresso_milk.rep_1	1	326
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01	pilot.round3d.sample.lot_02.extremely_light.espresso_pressure.rep_1	2	169
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01	pilot.round3d.sample.lot_02.dark.diluted_espresso.rep_2	3	686
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01	pilot.round3d.sample.lot_01.light.hybrid.rep_2	4	382
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01	pilot.round3d.sample.lot_02.extremely_dark.immersion.rep_1	5	778
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01	pilot.round3d.sample.lot_02.dark.hybrid.rep_1	6	206
pilot.round3d.session_slot.ordinary_user.assessor_049.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_049.session_02	pilot.round3d.sample.lot_01.medium.immersion.rep_2	1	300
pilot.round3d.session_slot.ordinary_user.assessor_049.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_049.session_02	pilot.round3d.sample.lot_01.medium_light.immersion.rep_2	2	675
pilot.round3d.session_slot.ordinary_user.assessor_049.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_049.session_02	pilot.round3d.sample.lot_02.medium_dark.filter_percolation.rep_2	3	376
pilot.round3d.session_slot.ordinary_user.assessor_049.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_049.session_02	pilot.round3d.sample.lot_01.extremely_light.filter_percolation.rep_1	4	425
pilot.round3d.session_slot.ordinary_user.assessor_049.session_02.position_05	pilot.round3d.session_slot.ordinary_user.assessor_049.session_02	pilot.round3d.sample.lot_02.medium_dark.espresso_pressure.rep_2	5	601
pilot.round3d.session_slot.ordinary_user.assessor_049.session_02.position_06	pilot.round3d.session_slot.ordinary_user.assessor_049.session_02	pilot.round3d.sample.lot_01.medium.filter_percolation.rep_1	6	233
pilot.round3d.session_slot.ordinary_user.assessor_050.session_01.position_01	pilot.round3d.session_slot.ordinary_user.assessor_050.session_01	pilot.round3d.sample.lot_01.medium.cold_extraction.rep_2	1	991
pilot.round3d.session_slot.ordinary_user.assessor_050.session_01.position_02	pilot.round3d.session_slot.ordinary_user.assessor_050.session_01	pilot.round3d.sample.lot_01.extremely_dark.espresso_pressure.rep_1	2	418
pilot.round3d.session_slot.ordinary_user.assessor_050.session_01.position_03	pilot.round3d.session_slot.ordinary_user.assessor_050.session_01	pilot.round3d.sample.lot_02.extremely_dark.filter_percolation.rep_1	3	826
pilot.round3d.session_slot.ordinary_user.assessor_050.session_01.position_04	pilot.round3d.session_slot.ordinary_user.assessor_050.session_01	pilot.round3d.sample.lot_01.light.espresso_pressure.rep_1	4	804
pilot.round3d.session_slot.ordinary_user.assessor_050.session_01.position_05	pilot.round3d.session_slot.ordinary_user.assessor_050.session_01	pilot.round3d.sample.lot_02.dark.espresso_pressure.rep_2	5	350
pilot.round3d.session_slot.ordinary_user.assessor_050.session_01.position_06	pilot.round3d.session_slot.ordinary_user.assessor_050.session_01	pilot.round3d.sample.lot_02.medium_dark.immersion.rep_2	6	230
pilot.round3d.session_slot.ordinary_user.assessor_050.session_02.position_01	pilot.round3d.session_slot.ordinary_user.assessor_050.session_02	pilot.round3d.sample.lot_02.light.immersion.rep_2	1	168
pilot.round3d.session_slot.ordinary_user.assessor_050.session_02.position_02	pilot.round3d.session_slot.ordinary_user.assessor_050.session_02	pilot.round3d.sample.lot_01.medium.espresso_milk.rep_1	2	649
pilot.round3d.session_slot.ordinary_user.assessor_050.session_02.position_03	pilot.round3d.session_slot.ordinary_user.assessor_050.session_02	pilot.round3d.sample.lot_02.medium.cold_extraction.rep_2	3	947
pilot.round3d.session_slot.ordinary_user.assessor_050.session_02.position_04	pilot.round3d.session_slot.ordinary_user.assessor_050.session_02	pilot.round3d.sample.lot_02.light.cold_extraction.rep_2	4	359
