question_assignment_slot_key	presentation_slot_key	step_number	logical_question_code	assignment_status
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_05	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_01.position_06	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_01	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_02	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_03	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_04	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_05	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06.question_1	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06.question_2	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06.question_3	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06.question_4	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06.question_5	pilot.round3d.session_slot.ordinary_user.assessor_046.session_02.position_06	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_01	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_02	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_03	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_04	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_05	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_01.position_06	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_01	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_02	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_03	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_04	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_05	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06.question_1	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06.question_2	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06.question_3	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06.question_4	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06.question_5	pilot.round3d.session_slot.ordinary_user.assessor_047.session_02.position_06	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_01	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_02	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_03	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_04	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_05	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_01.position_06	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_01	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_02	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_03	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_04	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05	2	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05	3	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_05	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06.question_1	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06.question_2	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06	2	roast_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06.question_3	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06	3	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06.question_4	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06.question_5	pilot.round3d.session_slot.ordinary_user.assessor_048.session_02.position_06	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01.question_1	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01	1	family_direction	mandatory
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01.question_2	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01	2	fruit_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01.question_3	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01	3	sweet_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01.question_4	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01	4	bright_acidity	conditional
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01.question_5	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_01	5	texture_direction	conditional
pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_02.question_1	pilot.round3d.session_slot.ordinary_user.assessor_049.session_01.position_02	1	family_direction	mandatory
